scenario_id,session_id,order,method,destination,policy,bandwidth,bandwidth_mbps,workload,scheduler_wait_s,migration_ttft_s
0688d84fd761cf3d,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.000587344,11.957839384
0688d84fd761cf3d,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.001237922,12.152138666
0688d84fd761cf3d,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,2,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.001903118,12.006943548
0688d84fd761cf3d,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,3,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.002531153,14.527790562
0688d84fd761cf3d,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.003108194,12.271620949
0688d84fd761cf3d,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,14.656738166,0.747127003
0688d84fd761cf3d,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,6,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005276247,14.220903358
0688d84fd761cf3d,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,7,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005056276,14.619135936
073395b73155e914,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.000441883,4.396551122
073395b73155e914,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.001103352,9.573895938
073395b73155e914,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.002006871,12.488940037
073395b73155e914,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.002841213,5.547730089
073395b73155e914,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.003718484,6.708882688
073395b73155e914,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.004058723,15.264317339
073395b73155e914,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,kv_only,controlled_80,7400,agentic_tool_loop,0.004805701,18.669626773
073395b73155e914,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,kv_transfer,east,kv_only,controlled_80,1700,agentic_tool_loop,0.005610246,13.855810414
099bb7daccb9ecfb,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,0,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.000367369,12.643945675
099bb7daccb9ecfb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,1,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.001131685,12.914886583
099bb7daccb9ecfb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,2,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.001534261,12.613512204
099bb7daccb9ecfb,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,3,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.002076056,12.786972347
099bb7daccb9ecfb,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,4,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.002726293,14.177579155
099bb7daccb9ecfb,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,5,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.003584573,14.364819923
099bb7daccb9ecfb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,6,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.004259797,14.515167764
099bb7daccb9ecfb,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005011323,14.859492014
0a73961f7aa58585,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,random,controlled_80,7400,agentic_tool_loop,0.001154834,10.387418377
0a73961f7aa58585,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1,kv_transfer,west,random,controlled_80,7400,agentic_tool_loop,0.001690703,10.641422356
0a73961f7aa58585,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,2,replay,west,random,controlled_80,7400,agentic_tool_loop,0.002614827,10.533709272
0a73961f7aa58585,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,replay,west,random,controlled_80,7400,agentic_tool_loop,0.002894904,10.213633985
0a73961f7aa58585,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,4,kv_transfer,west,random,controlled_80,7400,agentic_tool_loop,0.003449749,10.602743511
0a73961f7aa58585,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,5,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.004039595,24.248017874
0a73961f7aa58585,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.00488747,16.458044626
0a73961f7aa58585,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,replay,east,random,controlled_80,1700,agentic_tool_loop,0.005593523,10.638956636
10777066d2662716,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.000760733,7.130541514
10777066d2662716,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.00159801,10.766789566
10777066d2662716,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.002659319,11.81108954
10777066d2662716,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,replay,east,greedy,controlled_80,1700,agentic_tool_loop,0.00283639,5.565803567
10777066d2662716,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.004572071,19.820899255
10777066d2662716,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.003857238,14.644775663
10777066d2662716,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.005157362,17.565424044
10777066d2662716,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,replay,east,greedy,controlled_80,1700,agentic_tool_loop,0.005690081,7.318982242
123fb61d21c0c21d,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.000537824,4.041358638
123fb61d21c0c21d,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.000949557,5.043528243
123fb61d21c0c21d,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,2,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.001841873,11.600726458
123fb61d21c0c21d,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002411951,6.126015071
123fb61d21c0c21d,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002967397,7.505763601
123fb61d21c0c21d,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.003498669,8.577423326
123fb61d21c0c21d,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.004387598,14.847945574
123fb61d21c0c21d,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005104416,17.223259858
130de3606b180b3e,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.000845346,4.529521971
130de3606b180b3e,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.001097801,7.278281356
130de3606b180b3e,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.00183459,10.295295304
130de3606b180b3e,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.002569877,4.669812935
130de3606b180b3e,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.002747778,4.599247939
130de3606b180b3e,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.004678819,16.827469638
130de3606b180b3e,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.004029854,14.47436764
130de3606b180b3e,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.004995409,11.5107619
13dda385d87b72bb,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,0,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.000535173,7.263716621
13dda385d87b72bb,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,1,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.00116089,7.752140461
13dda385d87b72bb,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.00242637,23.343645476
13dda385d87b72bb,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.002983644,26.199826446
13dda385d87b72bb,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,5,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.003222575,26.324296878
13dda385d87b72bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,7,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.004563487,26.688958884
13dda385d87b72bb,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,9,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.004874005,26.455685438
13dda385d87b72bb,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,11,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005462964,26.596888637
153551c9600f3c29,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,0,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002293337,10.282589091
153551c9600f3c29,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,replay,east,queue_haul,controlled_80,1700,agentic_tool_loop,0.001196962,6.729459864
153551c9600f3c29,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,2,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002974065,6.219199084
153551c9600f3c29,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,3,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.003484381,3.305064581
153551c9600f3c29,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,4,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.004085242,3.374238664
153551c9600f3c29,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,east,queue_haul,controlled_80,1700,agentic_tool_loop,0.005761818,18.893319686
153551c9600f3c29,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,6,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.006025134,15.862874105
153551c9600f3c29,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,7,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005504929,15.452134654
1a21e4c8592278c6,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.000541865,7.861140195
1a21e4c8592278c6,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.0012364,22.96726879
1a21e4c8592278c6,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,2,replay,east,replay_only,controlled_80,1700,agentic_tool_loop,0.001871404,7.428518922
1a21e4c8592278c6,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,3,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.002419851,2.128382648
1a21e4c8592278c6,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,4,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.003532922,23.3946048
1a21e4c8592278c6,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,6,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005547083,23.531759004
1a21e4c8592278c6,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,8,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.004757425,23.095893159
1a21e4c8592278c6,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,10,replay,west,replay_only,controlled_80,7400,agentic_tool_loop,0.005776044,23.243954391
1c33af188f863b97,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.001113014,6.330807818
1c33af188f863b97,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,1,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.001386559,6.428944267
1c33af188f863b97,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,2,replay,east,greedy,controlled_80,1700,agentic_tool_loop,0.002017511,8.248951616
1c33af188f863b97,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.003265823,11.763282051
1c33af188f863b97,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.002925799,6.147246141
1c33af188f863b97,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.003949227,8.496717589
1c33af188f863b97,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,6,replay,east,greedy,controlled_80,1700,agentic_tool_loop,0.004775006,3.442462892
1c33af188f863b97,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,7,kv_transfer,east,greedy,controlled_80,1700,agentic_tool_loop,0.005686576,22.831447273
1d3db494ac67a8d8,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,east,greedy_lagrangian,controlled_80,1700,agentic_tool_loop,0.000462914,2.775336471
1d3db494ac67a8d8,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.002770022,13.713463622
1d3db494ac67a8d8,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.001499948,8.618394862
1d3db494ac67a8d8,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,3,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.001884125,4.59729731
1d3db494ac67a8d8,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,4,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.002334876,5.914469871
1d3db494ac67a8d8,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,5,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.003376198,15.477346328
1d3db494ac67a8d8,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.004004801,11.075563886
1d3db494ac67a8d8,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.004730745,17.188569473
217a01801a057e70,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.001083681,7.01729963
217a01801a057e70,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,replay,east,greedy_lagrangian,controlled_80,1700,agentic_tool_loop,0.001473678,2.841431941
217a01801a057e70,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.002255666,9.948289176
217a01801a057e70,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.00343252,15.666167567
217a01801a057e70,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,5,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.004730391,16.527052917
217a01801a057e70,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,7,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.004030416,12.585908764
217a01801a057e70,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,9,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.004989794,21.166347917
217a01801a057e70,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,11,kv_transfer,west,greedy_lagrangian,controlled_80,7400,agentic_tool_loop,0.005749997,18.958480645
21f436b5b9b08763,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,0,replay,west,random,controlled_80,7400,agentic_tool_loop,0.001048886,7.373453967
21f436b5b9b08763,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,1,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.001309292,19.63734956
21f436b5b9b08763,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,replay,west,random,controlled_80,7400,agentic_tool_loop,0.002399029,7.617344597
21f436b5b9b08763,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,random,controlled_80,7400,agentic_tool_loop,0.002993542,7.697542149
21f436b5b9b08763,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,4,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.003410614,11.915069815
21f436b5b9b08763,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,5,replay,west,random,controlled_80,7400,agentic_tool_loop,0.003886001,7.441210708
21f436b5b9b08763,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,6,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.004674582,32.950610173
21f436b5b9b08763,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,replay,east,random,controlled_80,1700,agentic_tool_loop,0.005315993,9.22897826
2414c9ba3b793894,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002358326,7.441626306
2414c9ba3b793894,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.001365863,2.153167343
2414c9ba3b793894,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002614137,10.593402258
2414c9ba3b793894,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,east,queue_haul,controlled_80,1700,agentic_tool_loop,0.002831612,14.070812456
2414c9ba3b793894,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,4,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.003731042,14.157105036
2414c9ba3b793894,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,replay,east,queue_haul,controlled_80,1700,agentic_tool_loop,0.004914019,8.567225958
2414c9ba3b793894,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,6,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005117864,7.075744887
2414c9ba3b793894,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,7,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005718788,15.865871343
24754b1a0614bcbc,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,random,controlled_80,7400,agentic_tool_loop,0.000521442,7.407435224
24754b1a0614bcbc,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.001295545,15.341835073
24754b1a0614bcbc,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,2,replay,west,random,controlled_80,7400,agentic_tool_loop,0.001843051,7.333411688
24754b1a0614bcbc,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,3,kv_transfer,east,random,controlled_80,1700,agentic_tool_loop,0.002378223,23.32134839
24754b1a0614bcbc,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,4,kv_transfer,west,random,controlled_80,7400,agentic_tool_loop,0.003436732,7.649700669
24754b1a0614bcbc,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,5,kv_transfer,west,random,controlled_80,7400,agentic_tool_loop,0.002865206,7.620748833
24754b1a0614bcbc,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,6,replay,west,random,controlled_80,7400,agentic_tool_loop,0.003949287,7.555793142
24754b1a0614bcbc,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,7,replay,east,random,controlled_80,1700,agentic_tool_loop,0.004700432,10.708374411
25c1cedc0fd75c23,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.000572036,3.419341945
25c1cedc0fd75c23,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.001700185,16.276615205
25c1cedc0fd75c23,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.002656855,19.060121225
25c1cedc0fd75c23,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.003335596,13.288636739
25c1cedc0fd75c23,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.003861997,20.511454548
25c1cedc0fd75c23,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.004375631,7.493195965
25c1cedc0fd75c23,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005857074,10.424539032
25c1cedc0fd75c23,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,7,replay,west,queue_haul,controlled_80,7400,agentic_tool_loop,0.005560921,3.342120792
29e3f2531c66e59c,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,0,replay,west,greedy,controlled_80,7400,agentic_tool_loop,0.000593101,3.39561129
29e3f2531c66e59c,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,1,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.002087587,6.600176817
29e3f2531c66e59c,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,2,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.001446286,18.036764643
29e3f2531c66e59c,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,3,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.002420608,9.531900721
29e3f2531c66e59c,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.003355386,12.351872211
29e3f2531c66e59c,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,5,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.0038649,21.047478875
29e3f2531c66e59c,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6,kv_transfer,west,greedy,controlled_80,7400,agentic_tool_loop,0.004972075,15.355080283
