phase,gpu,samples,power_mean_w
baseline,0,40,162.36075
baseline,1,40,84.50025000000001
drain,0,7,136.96142857142857
drain,1,7,254.16714285714286
post,0,120,87.62916666666666
post,1,120,169.10225
