connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
9903ecadc33e5d8b,kv/east,,5246615752847,5246617176069,0,0,,,,,20,10,10,0,27,22,10,0
a702ef318924e6d5,kv/germany,,5246616330928,5246617356146,0,0,,,,,15,7,10,0,19,7,10,0
9d0a0bcdb45ae85f,api/east,,5382295304682,5384477662288,1561,14941,5382394752872,5382394752872,5382525581425,5384477459549,,,,,,,,
d3690a1648f5d390,api/east,,5382823233319,5384938522392,1561,14941,5382922802576,5382922802576,5383026636897,5384938343798,,,,,,,,
de309a2c82456e6e,api/east,,5383365631250,5385464706918,1561,14960,5383471987727,5383471987727,5383581565086,5385464513606,,,,,,,,
f74656b8f8f5dd5a,api/east,,5383907966384,5386003373162,1561,14960,5384006924737,5384006924737,5384109610325,5386003149083,,,,,,,,
e355fd5450fe6112,api/east,,5384450325787,5386552446408,1561,14941,5384551687690,5384551687690,5384656794480,5386552275829,,,,,,,,
26ca4b53375f8c8f,api/east,,5384992462970,5387069529046,1561,13757,5385091841255,5385091841255,5385195221997,5387069367334,,,,,,,,
7b713c8cdc3bb971,api/east,,5385534774374,5387618744323,1561,13757,5385635803701,5385635803701,5385740227353,5387618548878,,,,,,,,
a0acf8ae698b56f7,api/east,,5386077211073,5388162736329,1561,14948,5386176180217,5386176180217,5386278788835,5388162519103,,,,,,,,
d7ea409c9c65169d,api/east,,5386619413347,5388709299258,1561,14941,5386718960102,5386718960102,5386821999285,5388709136724,,,,,,,,
6a4b503b98b3a52e,api/east,,5387161803704,5389256422231,1561,14941,5387260837259,5387260837259,5387363299383,5389256216757,,,,,,,,
a989962d1c3c8a3c,api/east,,5387704183932,5389811043966,1562,14941,5387810247765,5387810247765,5387919673100,5389810874479,,,,,,,,
6d8a7ae060280beb,api/east,,5388246682094,5390352535468,1562,13760,5388345542405,5388345542405,5388448705541,5390352352436,,,,,,,,
2fefc7a5a591ff0d,api/east,,5388789186534,5390869716191,1562,14941,5388888981192,5388888981192,5388991877188,5390869536084,,,,,,,,
48c83ca0cace5236,api/east,,5389331371585,5391418231857,1562,14006,5389431354961,5389431354961,5389534142670,5391418026072,,,,,,,,
ca8918206cfa597d,api/east,,5389873855066,5391966553000,1562,14941,5389973139164,5389973139164,5390077155050,5391966345602,,,,,,,,
f9188ba39f3149a4,api/east,,5390416267726,5392512119787,1562,14941,5390515742952,5390515742952,5390619148357,5392511867876,,,,,,,,
005896a718c44821,api/east,,5390958703684,5393057884354,1562,13757,5391057859863,5391057859863,5391160754793,5393057682807,,,,,,,,
