connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
94aaaa8708ee4947,kv/east,,4899199569027,4899200734661,0,0,19,9,10,0,29,21,10,0
d58cb7594e79ba6b,kv/west,,4899200072757,4899200891112,0,0,14,7,10,0,17,9,10,0
fc8109b6eeb83a84,kv/east,,4968974873803,5873778194103,2000794197,1723862616,106140,8397,10,521,2457,1435,76,13
507dda6c21abf128,kv/east,,4968975384726,5873778340326,1648470807,1849691766,106172,8746,22,23,6687,8313,10,5
10072e2b554959f6,kv/east,,4968975259151,5873780598787,1862381132,1547701691,108393,8018,10,15,1928,1133,80,15
53a8199e092d9dfa,kv/east,,4968975497676,5873780662977,1824633208,2063601469,110269,10941,10,12,2525,2920,10,13
b91e10deb1d5807e,kv/east,,4968982445552,5873782525199,1912712332,1975521001,109543,7259,10,143,2029,1657,80,16
57c6fdb1bb88813f,kv/east,,4968982318154,5873782581624,1623306715,1786777195,109985,8045,21,144,5894,7425,10,14
3671292d0b6ba3be,kv/east,,4968978657308,5873782616990,1900130293,1509952939,112117,11815,10,55,2028,902,74,16
668b39154b3341a2,kv/east,,4968976571078,5873782755608,1535227983,1849691829,111855,10603,10,0,2152,2277,10,8
a1db5103a568e334,kv/west,,4999548423953,5878236938342,2906997987,8719971636,22212,426,2225,706,11531,7866,10,8
bd9199da9258b97c,kv/west,,4999547944329,5878237131822,2516925303,8631891114,29540,9253,10,461,9238,4796,10,14
1bd958e7e9eb9fc2,kv/west,,4999548539118,5878237172037,2932176853,9147791224,22217,331,2299,767,8130,2873,10,9
76aa8e27a159d92e,kv/west,,4999548840710,5878237293504,2806314146,7939830098,22315,466,2074,2843,9185,4708,10,13
14772324204214ea,kv/west,,4999548170211,5878237330453,2076487069,6480210832,24326,31,1012,1847,10226,5720,10,4
d6cae3d224a0b4ed,kv/west,,4999548958250,5878237363895,2907006401,9047127758,22006,150,2275,722,8030,3005,10,13
e65a35b506a86887,kv/west,,4999548310712,5878237394522,2630180407,8933881411,26816,8915,10,378,6902,5146,10,14
89144018270afdb7,kv/west,,4999548621372,5878239593612,2328182954,8896132472,25299,235,2897,742,8673,3777,10,9
