phase,gpu,samples,power_mean_w
baseline,0,479,341.7482254697286
baseline,1,479,82.42776617954073
drain,0,228,297.1884210526316
drain,1,228,177.61337719298248
post,0,479,227.158872651357
post,1,479,193.49196242171192
