policy,shed_fraction,slack_multiplier,status,safe,failure_mode,rounded_shed_achieved,rounded_shed_target,rounded_shed_ratio,mean_delay,p50_delay,p95_delay,p99_delay,p95_normalized_delay,miss_rate,max_net_busy,max_prefill_busy,replay_shed_frac,state_shed_frac,fractional_max_net_busy_proxy,fractional_max_prefill_busy_proxy,objective
deadline-aware-m0.8-rounded,0.2,1.0,UNSAFE,False,network bottleneck,250.6024096385542,250.59624096385548,1.0000246159905473,29.014385505228912,22.33637142811515,73.76231621248265,85.49998499519593,0.9209079615520559,0.03260869565217391,1.419098277292148,0.36934067778628266,0.36209230769230766,0.6379076923076924,0.9913606972022516,0.3855685996244702,250.59624096850678
deadline-aware-m1.0-rounded,0.2,1.0,SAFE,True,,250.6024096385542,250.59624096385548,1.0000246159905473,24.26664524911269,17.590838561697154,55.1872263242568,70.0305982146405,0.6438565581352148,0.01,1.1779786998852053,0.3448265315738178,0.4323692307692308,0.5676307692307693,0.986561867281133,0.3760756924430806,250.596240964105
mirror-descent-rounded,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.2705437267492724,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.3965469177903325
crossover-greedy,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.2705437267492724,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,4.102323868293839e-05,0.5476130574461244,4.680714645737333
mixed-greedy,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.2705437267492724,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.3965469177903325
replay-only,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.2705437267492724,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.3965469177903325
state-only,0.2,1.0,INFEASIBLE,False,infeasible,nan,250.59624096385548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.2,1.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,10.986792481695678,12.524107589903018,16.29680248563012,20.703967956705036,0.4517800455379635,0.0,0.25901315719956064,0.36641919372607273,0.8519384615384615,0.14806153846153844,0.2590131571995608,0.36641919372607273,nan
CVXPY-rounded,0.3,1.0,UNSAFE,False,slack misses,375.91903614457834,375.8943614457832,1.0000656426414598,19.008993633145572,21.216605161073335,28.52797183890596,35.245067673498475,0.4158808288690855,0.013333333333333334,4.40074490192425e-05,0.587448833430469,1.0,0.0,4.822639807664431e-05,0.6422054578785719,6.0442499621241375
deadline-aware-m0.8-rounded,0.3,1.0,UNSAFE,False,network bottleneck,375.9190361445783,375.8943614457832,1.0000656426414596,24.135814952350252,20.444816395741,58.990944107140464,73.97799859658367,0.6871683444508285,0.018518518518518517,1.2484704006059395,0.47660571545528047,0.5851657367902855,0.4148342632097145,0.9926442102822005,0.5984638373394323,375.89436144584994
deadline-aware-m1.0-rounded,0.3,1.0,UNSAFE,False,network bottleneck,375.9190361445783,375.8943614457832,1.0000656426414596,30.74265564157291,22.88687318807859,73.55474712959183,85.05801787725464,1.1016688454509227,0.0603448275862069,1.4213661696656719,0.5111720899527125,0.5382343288480472,0.4617656711519528,0.9873290930273346,0.634469087804942,375.89436144634027
mirror-descent-rounded,0.3,1.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.4149315174244406,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942280206625e-05,0.642205465936673,6.044248891187835
crossover-greedy,0.3,1.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,20.188202654721046,21.160569129756936,39.90548802548713,48.77679151668391,0.4719533956502571,0.0,6.090244234413589e-05,0.812977564150226,1.0,0.0,5.190361646438124e-05,0.6928535877980794,6.128559072266487
mixed-greedy,0.3,1.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.4149315174244406,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942280206625e-05,0.642205465936673,6.044248891187835
replay-only,0.3,1.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.4149315174244406,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942280206625e-05,0.642205465936673,6.044248891187835
state-only,0.3,1.0,INFEASIBLE,False,infeasible,nan,375.8943614457832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.3,1.0,UNSAFE,False,slack misses,375.91903614457834,375.8943614457832,1.0000656426414598,13.558419294644287,14.24188669925152,20.36778790037429,28.77548354517755,0.40633626085884267,0.013333333333333334,0.3269714536206701,0.4839719545414329,0.8641286511322612,0.13587134886773883,0.32697145362067026,0.4839719545414327,nan
CVXPY-rounded,0.4,1.0,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,34.020734593484505,37.67517403659552,59.499841891547554,60.26564602807523,1.3195546991638962,0.14655172413793102,0.5511730894800043,0.7668159244845746,0.9141538461538462,0.08584615384615389,0.5566096680540282,0.7668133399357846,11.739618214359481
deadline-aware-m0.8-rounded,0.4,1.0,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,493.3920504347735
deadline-aware-m1.0-rounded,0.4,1.0,UNSAFE,False,network bottleneck,501.20481927710836,501.19248192771096,1.000024615990547,22.32230174931973,14.776210939706282,64.55675277232291,76.03009326828985,0.9521179521947963,0.04216867469879518,1.2833316326452953,0.8878601398938937,0.7123076923076922,0.28769230769230775,0.9896187807830341,0.9012884540480705,501.1924819285647
mirror-descent-rounded,0.4,1.0,UNSAFE,False,slack misses,501.2048192771084,501.19248192771096,1.0000246159905473,42.40372886298994,41.59237788500346,76.03397713721944,76.79978127374707,1.9022040998010497,0.20689655172413793,0.8267420102412044,0.7693308751380816,0.8969846153846154,0.10301538461538466,0.8073728747243496,0.7392038256146721,12.523721572667291
crossover-greedy,0.4,1.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,1.7847677632559258,0.20353982300884957,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,48.20288284763378
mixed-greedy,0.4,1.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,48.50524224014427,52.92946143026462,81.09220247077371,81.87798410651513,2.1685230717631954,0.2857142857142857,0.9185865213335555,1.117828920655992,0.8855384615384615,0.11446153846153849,0.8090260663165271,0.9999999981818182,30.168948334972605
replay-only,0.4,1.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,40.05771913254879,44.46078566616553,63.699705914273814,66.05250440065127,1.8782089348790445,0.24369747899159663,0.0001256095759457132,1.117828920655992,1.0,0.0,0.00011236923056492306,0.9999999981818182,47.960991182001806
state-only,0.4,1.0,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.4,1.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,23.069377760990935,24.601950153804992,36.884727366227736,47.78680354037664,0.8930171362553037,0.008620689655172414,0.7996766036381638,0.8328971732841769,0.8179692307692307,0.1820307692307693,0.7996766036381636,0.8328971732841769,nan
CVXPY-rounded,0.5,1.0,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,43.75865939216565,42.343616725140755,81.52010624895671,83.43304910463205,2.0500668234951496,0.27044025157232704,0.918609112989961,0.9537316123064264,0.8076998818432454,0.19230011815675457,0.9011569450691564,0.9370320261866014,24.28482489170571
deadline-aware-m0.8-rounded,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,493.3824158489516
deadline-aware-m1.0-rounded,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7771901747451
mirror-descent-rounded,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.5,1.0,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,48.84107151076588,46.7132305441452,89.91335355164655,91.63537106438767,2.378258522146689,0.49390243902439024,1.056400297451881,1.0565855133875586,0.8076998818432455,0.19230011815675455,0.9999999984615385,0.9999999981818182,110.7553541166515
mixed-greedy,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.5,1.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.5,1.0,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,36.59067611166224,38.10927884309121,59.58855162708568,80.35226667343831,1.7495723126364293,0.27044025157232704,0.9862603177540965,0.994776581064928,0.7727451752658527,0.22725482473414718,0.9862603177540962,0.9947765810649277,nan
CVXPY-rounded,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,493.3866167263183
deadline-aware-m1.0-rounded,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.8341199949401
mirror-descent-rounded,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.6,1.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,493.41177702793266
deadline-aware-m1.0-rounded,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,527.7716987049342
mirror-descent-rounded,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.7,1.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,13.609914013027211,15.975351080572977,23.477884958588312,24.144776858856343,0.1909226561055956,0.0,0.00978577914716071,0.4004854383071097,0.9907692307692307,0.009230769230769228,1.977777077113474e-05,0.3954235897630757,4.149571670993166
deadline-aware-m0.8-rounded,0.2,2.0,SAFE,True,,250.6024096385542,250.59624096385548,1.0000246159905473,25.114618929295045,9.43981903984746,66.13774351015736,73.91730989340432,0.6041242886437294,0.0,1.1126173645994752,0.4183562158858734,0.48701538461538463,0.5129846153846154,0.9670842085874459,0.42476023328300516,250.59624096446512
deadline-aware-m1.0-rounded,0.2,2.0,UNSAFE,False,network bottleneck,250.60240963855424,250.59624096385548,1.0000246159905473,26.881230080239664,9.04730064365914,85.16636869621112,89.93547093499485,0.6716666578549599,0.02727272727272727,1.4490998800501151,0.42159662189468483,0.40898461538461534,0.5910153846153847,0.9525241769736457,0.4365061122878007,250.5962409649354
mirror-descent-rounded,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.1352718633746362,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.1495714395348555
crossover-greedy,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.1352718633746362,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,4.102323868293839e-05,0.5476130574461244,4.48260738318986
mixed-greedy,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.1352718633746362,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.1495714395348555
replay-only,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,11.81718305742081,10.7940933474824,26.94050931147946,31.671482360015524,0.1352718633746362,0.0,4.101973782823753e-05,0.5475663250620427,1.0,0.0,1.9748197465976392e-05,0.3954235869932978,4.1495714395348555
state-only,0.2,2.0,INFEASIBLE,False,infeasible,nan,250.59624096385548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.2,2.0,SAFE,True,,250.60240963855424,250.59624096385548,1.0000246159905473,10.986792481695678,12.524107589903018,16.29680248563012,20.703967956705036,0.22589002276898176,0.0,0.25901315719956064,0.36641919372607273,0.8519384615384615,0.14806153846153844,0.2590131571995608,0.36641919372607273,nan
CVXPY-rounded,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.2074657587122203,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.8197507113315756e-05,0.6422053998764691,5.485000747665119
deadline-aware-m0.8-rounded,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,26.709840533797657,13.203794720714471,71.70932647519757,79.59459114978185,0.5621580977694458,0.0,1.2482069648037535,0.725978305948732,0.622907778142435,0.3770922218575649,0.97697001753859,0.7224370129067451,375.89436144771764
deadline-aware-m1.0-rounded,0.3,2.0,UNSAFE,False,network bottleneck,375.9190361445783,375.8943614457832,1.0000656426414596,25.32419268670939,14.922568065172456,69.84810083378089,79.92174727792731,0.5808224130919349,0.013986013986013986,1.4035525977583647,0.8114635540510863,0.5775352806038725,0.42246471939612745,0.965963907386343,0.7395376045105185,375.89436145406677
mirror-descent-rounded,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.2074657587122203,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942296866498e-05,0.6422054659366637,5.485143290760373
crossover-greedy,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,20.188202654721046,21.160569129756936,39.90548802548713,48.77679151668391,0.23597669782512856,0.0,6.090244234413589e-05,0.812977564150226,1.0,0.0,5.190361646438124e-05,0.6928535877980794,5.59508528416342
mixed-greedy,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.2074657587122203,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942280206625e-05,0.642205465936673,5.486137062475369
replay-only,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,17.279470897626705,18.95534739271729,28.67354274756229,36.5584978284557,0.2074657587122203,0.0,4.8105921947365396e-05,0.6421587335525915,1.0,0.0,4.810942280206625e-05,0.642205465936673,5.486137062475369
state-only,0.3,2.0,INFEASIBLE,False,infeasible,nan,375.8943614457832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.3,2.0,SAFE,True,,375.9190361445783,375.8943614457832,1.0000656426414596,11.678456408214878,10.974662428642453,21.201921411237677,28.807722228547174,0.23360370171105635,0.0,0.35299573367921083,0.5060035739248716,0.848129307515589,0.15187069248441096,0.35299573367921083,0.5060035739248714,nan
CVXPY-rounded,0.4,2.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,34.69990472686302,38.61466979625136,59.49973001956655,60.265534156094226,0.6476061591857849,0.0,0.5511712249469876,0.7356633098475992,0.8969846153846154,0.10301538461538466,0.5647460359515079,0.7415215719004582,9.893394049157818
deadline-aware-m0.8-rounded,0.4,2.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,26.2408426560461,19.37920488290547,66.23677091956822,76.84621601200826,0.6522274934871887,0.0,1.2989226180745808,0.9795972830335712,0.7265846153846153,0.27341538461538484,0.9807533586156413,0.9463596602561479,501.1924819287517
deadline-aware-m1.0-rounded,0.4,2.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,25.744162812491105,16.879663951407323,66.1072643104198,73.78170169209973,0.7907891326095867,0.005434782608695652,1.303915532320901,0.8429386575187203,0.7145230769230767,0.2854769230769233,0.9732089508514777,0.9447892534619999,501.19248192847806
mirror-descent-rounded,0.4,2.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,40.71991356446233,44.114498139301276,67.7662382824974,68.53204241902503,0.7981402437138994,0.008620689655172414,0.6889463626625036,0.7693308751380816,0.8683692307692307,0.13163076923076927,0.6806084145423443,0.7742302997681016,10.327920085277345
crossover-greedy,0.4,2.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,35.54015571048382,41.09859310233819,58.516226440765934,62.26254786462152,0.8923838816279629,0.017699115044247787,0.00011841477592435346,1.0538007167419194,1.0,0.0,0.00011236923056492306,0.9999999981818182,46.68188821713544
mixed-greedy,0.4,2.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,48.50524224014427,52.92946143026462,81.09220247077371,81.87798410651513,1.0842615358815977,0.09243697478991597,0.9185865213335555,1.117828920655992,0.8855384615384615,0.11446153846153849,0.8090260663165271,0.9999999981818182,28.363263422888757
replay-only,0.4,2.0,UNSAFE,False,prefill bottleneck,501.2048192771084,501.19248192771096,1.0000246159905473,40.05771913254879,44.46078566616553,63.699705914273814,66.05250440065127,0.9391044674395223,0.025210084033613446,0.0001256095759457132,1.117828920655992,1.0,0.0,0.00011236923056492306,0.9999999981818182,46.364268963970844
state-only,0.4,2.0,INFEASIBLE,False,infeasible,nan,501.19248192771096,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.4,2.0,SAFE,True,,501.2048192771084,501.19248192771096,1.0000246159905473,22.828677422532575,25.773833871488065,36.53356952433991,46.54122578571337,0.5103996931024358,0.0,0.6055475489239595,0.8366230181421896,0.8257230769230768,0.17427692307692316,0.6055475489239591,0.8366230181421895,nan
CVXPY-rounded,0.5,2.0,UNSAFE,False,slack misses,626.4906024096385,626.4906024096387,0.9999999999999998,32.531508098707555,22.326349515807507,80.61074878362864,82.14901622308851,1.3992536379409801,0.20233463035019456,0.9186089245247196,0.9248464986548962,0.812278456085073,0.18772154391492712,0.8910415417637194,0.9286311207104774,20.41530531186855
deadline-aware-m0.8-rounded,0.5,2.0,SAFE,True,,626.4906024096385,626.4906024096387,0.9999999999999998,22.88570826573249,13.851386623318605,59.023608998705576,69.6080043003747,0.8273256999812566,0.0,1.1130414719241084,1.0150318816303052,0.7624064592359198,0.23759354076408024,0.999875985520828,0.9999619198638755,626.4906024099312
deadline-aware-m1.0-rounded,0.5,2.0,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,22.123198354085496,14.604627674648668,60.24032001030067,63.93325820392341,0.9752547505296804,0.038338658146964855,1.0239931185320517,1.035107936099629,0.7672804253643168,0.2327195746356832,0.9981909943723494,0.9989633152925463,626.4906024097745
mirror-descent-rounded,0.5,2.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.5,2.0,UNSAFE,False,prefill bottleneck,626.4906024096385,626.4906024096387,0.9999999999999998,48.84107151076588,46.7132305441452,89.91335355164655,91.63537106438767,1.1891292610733446,0.10365853658536585,1.056400297451881,1.0565855133875586,0.8076998818432455,0.19230011815675455,0.9999999984615385,0.9999999981818182,107.48172034232104
mixed-greedy,0.5,2.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.5,2.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.5,2.0,INFEASIBLE,False,infeasible,nan,626.4906024096387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.5,2.0,SAFE,True,,626.4906024096385,626.4906024096387,0.9999999999999998,24.80023069810208,15.943075164261442,55.950954684449115,73.75080300576613,0.8964412888422622,0.0,0.9307442651682618,0.9968993946628432,0.7810653800708942,0.21893461992910584,0.9307442651682624,0.9968993946628429,nan
CVXPY-rounded,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,629.6161048708335
deadline-aware-m1.0-rounded,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,658.419886226988
mirror-descent-rounded,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.6,2.0,INFEASIBLE,False,infeasible,nan,751.7887228915664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CVXPY-rounded,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
deadline-aware-m0.8-rounded,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,629.458096596205
deadline-aware-m1.0-rounded,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,658.4400542422322
mirror-descent-rounded,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
crossover-greedy,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
mixed-greedy,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
replay-only,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
state-only,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
local-repair-oracle,0.7,2.0,INFEASIBLE,False,infeasible,nan,877.086843373494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
