model,regime,policy,objective,objective_gap_to_cvx,relative_gap_to_cvx,source_load_moved_s,source_load_target_s,source_load_shortfall_s,excess_source_load_s,max_net_util,max_prefill_util,capacity_feasible,alpha,eta_x0,bisection_iterations,active_classes_moved,active_destinations_used,destination_entropy,action_entropy,replay_frac,state_frac,stay_frac,replay_load_frac,state_load_frac,replay_demand_over_capacity,state_bytes_over_capacity,deadline_overrun_mean,deadline_overrun_p95,deadline_overrun_max,deadline_load_max,feasible
GLM-5,transition-coupled,CVXPY,95.15179189,0,0,501.192482,501.1924819,0,8.679228358e-08,0.3500630052,0.944028973,True,nan,nan,nan,12,3,0.9752264892,2.102617068e-07,0.3479708731,5.164114091e-09,0.6520291218,0.9999999926,7.389376107e-09,6.328187903,10.09378662,nan,nan,nan,nan,True
GLM-5,transition-coupled,deadline-penalty,101.323569,6.171777083,0.06486243675,501.1924819,501.1924819,0,6.021821264e-09,0.3987123177,0.9738332195,True,nan,nan,nan,12,3,0.9685748108,0.07924548699,0.1613084025,0.01442838316,0.8242632144,0.9902328533,0.009767146711,6.328187903,10.09378662,0.04115251191,0.3787856604,0.6424829219,1.492482922,True
GLM-5,transition-coupled,mirror-descent-best,95.18995421,0.03816232577,0.0004010678624,501.2237186,501.1924819,0,0.03123667354,0.3500645716,0.9446725714,True,0.646484375,500,16,12,3,0.9771798741,3.67099211e-26,0.3477829335,1.311078637e-27,0.6522170665,1,4.033978209e-28,6.328187903,10.09378662,nan,nan,nan,nan,True
GLM-5,transition-coupled,crossover-greedy,129.7807122,34.62892029,0.3639334542,501.1924819,501.1924819,0,1.136868377e-13,0.35007304,0.999999999,True,nan,nan,nan,12,3,0.9893115896,0,0.3236192931,0,0.6763807069,1,0,6.328187903,10.09378662,nan,nan,nan,nan,True
GLM-5,transition-coupled,mixed-greedy,129.7807122,34.62892029,0.3639334542,501.1924819,501.1924819,0,1.136868377e-13,0.35007304,0.999999999,True,nan,nan,nan,12,3,0.9893115896,0,0.3236192931,0,0.6763807069,1,0,6.328187903,10.09378662,nan,nan,nan,nan,True
GLM-5,transition-coupled,replay-only,129.7807122,34.62892029,0.3639334542,501.1924819,501.1924819,0,1.136868377e-13,0.35007304,0.999999999,True,nan,nan,nan,12,3,0.9893115896,0,0.3236192931,0,0.6763807069,1,0,6.328187903,10.09378662,nan,nan,nan,nan,True
GLM-5,transition-coupled,state-only,INFEASIBLE,INFEASIBLE,INFEASIBLE,195.1952037,501.1924819,305.9972782,0,0.999999999,0.45,True,nan,nan,nan,8,3,0.9111158433,0,0,0.07829230412,0.9217076959,0,1,6.328187903,10.09378662,nan,nan,nan,nan,False
