phase,gpu,samples,power_mean_w
baseline,0,120,215.77041666666668
baseline,1,120,85.18408333333332
drain,0,254,150.39562992125985
drain,1,254,252.59055118110234
post,0,119,93.90058823529411
post,1,119,301.34327731092435
