phase,gpu,samples,power_mean_w
baseline,0,120,225.63858333333332
baseline,1,120,83.26700000000001
drain,0,162,175.57049382716048
drain,1,162,96.77561728395062
post,0,120,105.63558333333334
post,1,120,144.09258333333335
