monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
5857315779805,1786471123794443836,94.08,0.0,89111.0
5857438723225,1786471123917387076,100.99,0.0,89111.0
5857561435604,1786471124040099245,107.68,100.0,89111.0
5857684612707,1786471124163276278,115.38,100.0,89111.0
5857807330795,1786471124285994736,122.26,100.0,89111.0
5857930436277,1786471124409099918,134.64,100.0,89111.0
5858053491599,1786471124532155250,141.92,100.0,89111.0
5858176377104,1786471124655040905,146.19,100.0,89111.0
5858299387115,1786471124778050856,151.75,100.0,89111.0
5858422271110,1786471124900934961,159.28,100.0,89111.0
5858545287376,1786471125023951027,160.17,100.0,89111.0
5858668331153,1786471125146995144,157.14,100.0,89111.0
5858791442010,1786471125270105661,157.72,100.0,89111.0
5858914425161,1786471125393088742,159.7,100.0,89111.0
5859037772115,1786471125516435906,156.62,100.0,89111.0
5859161429662,1786471125640093303,159.26,100.0,89111.0
5859285354042,1786471125764017783,159.29,100.0,89111.0
5859409038750,1786471125887702681,159.38,100.0,89111.0
5859532636836,1786471126011300507,156.82,100.0,89111.0
5859679805666,1786471126158469497,159.96,100.0,89111.0
5859803315526,1786471126281979277,158.46,100.0,89111.0
5859927143855,1786471126405807716,157.27,100.0,89111.0
5860051047905,1786471126529711626,158.53,100.0,89111.0
5860174395069,1786471126653058790,155.64,100.0,89111.0
5860298024966,1786471126776688897,156.88,100.0,89111.0
5860421674413,1786471126900338074,157.78,100.0,89111.0
5860545804744,1786471127024468445,155.52,100.0,89111.0
5860669476512,1786471127148140283,155.33,100.0,89111.0
5860793446127,1786471127272109708,154.08,100.0,89111.0
5860917232510,1786471127395896341,156.18,100.0,89111.0
5861040271707,1786471127518935268,155.62,100.0,89111.0
5861163922329,1786471127642586010,153.55,100.0,89111.0
5861287512135,1786471127766175806,154.87,100.0,89111.0
5861411713447,1786471127890377108,154.74,100.0,89111.0
5861535666348,1786471128014330019,154.58,100.0,89111.0
5861659369395,1786471128138033276,155.57,100.0,89111.0
5861783608863,1786471128262272434,154.41,100.0,89111.0
5861907545963,1786471128386209624,153.47,100.0,89111.0
5862031154229,1786471128509817780,153.84,100.0,89111.0
5862171858154,1786471128650521965,154.25,100.0,89111.0
5862295782939,1786471128774446720,155.71,100.0,89111.0
5862419526732,1786471128898190553,154.36,100.0,89111.0
5862543450091,1786471129022113742,154.68,100.0,89111.0
5862667502092,1786471129146165863,156.29,100.0,89111.0
5862791318616,1786471129269982457,154.93,100.0,89111.0
5862915478367,1786471129394141908,153.05,100.0,89111.0
5863039256471,1786471129517920272,153.28,100.0,89111.0
5863163523719,1786471129642187460,154.67,100.0,89111.0
5863287328402,1786471129765992133,152.07,100.0,89111.0
5863411620155,1786471129890283756,152.42,100.0,89111.0
5863535688806,1786471130014352677,151.67,100.0,89111.0
5863659918688,1786471130138582559,152.0,100.0,89111.0
5863783905459,1786471130262569170,151.48,100.0,89111.0
5863908939859,1786471130387603590,153.26,100.0,89111.0
5864033201151,1786471130511864982,152.55,100.0,89111.0
5864157324943,1786471130635988574,152.73,100.0,89111.0
5864281394489,1786471130760058270,153.24,100.0,89111.0
5864405339419,1786471130884003090,153.8,100.0,89111.0
5864529601402,1786471131008264963,154.67,100.0,89111.0
5864653533741,1786471131132197532,153.43,100.0,89111.0
5864777601387,1786471131256265018,153.5,100.0,89111.0
5864901647553,1786471131380311224,152.26,100.0,89111.0
5865025484992,1786471131504148793,152.18,100.0,89111.0
5865149608483,1786471131628272144,150.17,100.0,89111.0
5865273352629,1786471131752016350,150.6,100.0,89111.0
5865397305896,1786471131875969617,152.16,100.0,89111.0
5865521500341,1786471132000164022,149.21,100.0,89111.0
5865645696986,1786471132124360657,152.27,100.0,89111.0
5865770398601,1786471132249062242,148.52,100.0,89111.0
5865894805753,1786471132373469374,149.78,100.0,89111.0
5866019255825,1786471132497919466,150.21,100.0,89111.0
5866144068756,1786471132622733137,150.14,100.0,89111.0
5866268680695,1786471132747344476,149.68,100.0,89111.0
5866393007141,1786471132871670932,150.16,100.0,89111.0
5866517401507,1786471132996065178,150.18,100.0,89111.0
5866642126527,1786471133120790258,148.69,100.0,89111.0
5866767424102,1786471133246087633,148.26,100.0,89111.0
5866892164002,1786471133370827803,148.52,100.0,89111.0
5867040684885,1786471133519348656,150.2,100.0,89111.0
5867165682938,1786471133644346629,149.36,100.0,89111.0
5867290428078,1786471133769091719,147.96,100.0,89111.0
5867415155627,1786471133893819168,147.47,100.0,89111.0
5867540141280,1786471134018804841,148.06,100.0,89111.0
5867664984180,1786471134143647821,149.61,100.0,89111.0
5867789620569,1786471134268284210,150.99,100.0,89111.0
5867914365394,1786471134393029035,151.64,100.0,89111.0
5868038781886,1786471134517445547,151.51,100.0,89111.0
5868163683317,1786471134642347028,152.23,100.0,89111.0
5868288140945,1786471134766804606,151.8,100.0,89111.0
5868413241558,1786471134891905219,151.34,100.0,89111.0
5868537763036,1786471135016426677,149.82,100.0,89111.0
5868662928770,1786471135141592531,148.49,100.0,89111.0
5868787806561,1786471135266470342,146.43,100.0,89111.0
5868912364094,1786471135391027655,147.41,100.0,89111.0
5869036943327,1786471135515607038,142.99,100.0,89111.0
5869161502266,1786471135640165987,144.07,100.0,89111.0
5869286356027,1786471135765019708,147.59,100.0,89111.0
5869411164242,1786471135889827943,148.79,100.0,89111.0
5869536142689,1786471136014806240,150.85,100.0,89111.0
5869661498570,1786471136140162231,152.42,100.0,89111.0
5869786866700,1786471136265530371,152.65,100.0,89111.0
5869911802717,1786471136390466368,151.36,100.0,89111.0
5870037658612,1786471136516322423,148.35,100.0,89111.0
5870163023092,1786471136641686743,150.04,100.0,89111.0
5870288251112,1786471136766914673,148.58,100.0,89111.0
5870413706748,1786471136892370539,146.88,100.0,89111.0
5870539025003,1786471137017688634,145.82,100.0,89111.0
5870664507340,1786471137143170871,145.07,100.0,89111.0
5870789973516,1786471137268637147,146.14,100.0,89111.0
5870915489403,1786471137394153164,146.75,100.0,89111.0
5871041024440,1786471137519688091,148.11,100.0,89111.0
5871166670668,1786471137645334309,146.71,100.0,89111.0
5871292100174,1786471137770763725,145.96,100.0,89111.0
5871417889643,1786471137896553274,145.57,100.0,89111.0
5871543515451,1786471138022179112,144.55,100.0,89111.0
5871669200799,1786471138147864550,146.16,100.0,89111.0
5871794798777,1786471138273462608,144.95,100.0,89111.0
5871919901120,1786471138398564811,144.92,100.0,89111.0
5872045511548,1786471138524175199,146.19,100.0,89111.0
5872170807443,1786471138649471104,147.71,100.0,89111.0
5872296325640,1786471138774989171,144.83,100.0,89111.0
5872421668705,1786471138900332406,145.48,100.0,89111.0
5872547273283,1786471139025936914,146.41,100.0,89111.0
5872672328575,1786471139150992286,146.3,100.0,89111.0
5872797621160,1786471139276284831,146.04,100.0,89111.0
5872922712528,1786471139401376319,145.32,100.0,89111.0
5873048110239,1786471139526773770,146.11,100.0,89111.0
5873173277633,1786471139651941304,142.35,100.0,89111.0
5873298927351,1786471139777591182,144.86,100.0,89111.0
5873424166477,1786471139902830008,143.51,100.0,89111.0
5873549288811,1786471140027952482,145.89,100.0,89111.0
5873674963910,1786471140153627591,145.18,100.0,89111.0
5873800218245,1786471140278881856,143.61,100.0,89111.0
5873925794603,1786471140404458224,143.31,100.0,89111.0
5874050979648,1786471140529643309,143.65,100.0,89111.0
5874176435525,1786471140655099246,146.21,100.0,89111.0
5874301823911,1786471140780487732,145.42,100.0,89111.0
5874426975885,1786471140905639606,145.12,100.0,89111.0
5874552290081,1786471141030953642,142.23,100.0,89111.0
5874677495986,1786471141156159587,142.18,100.0,89111.0
5874802928683,1786471141281592424,142.48,100.0,89111.0
5874928392270,1786471141407055781,141.56,100.0,89111.0
5875053551920,1786471141532215741,140.84,100.0,89111.0
5875178790140,1786471141657453761,139.98,100.0,89111.0
5875303770698,1786471141782434389,139.97,100.0,89111.0
5875428925987,1786471141907589648,139.32,100.0,89111.0
5875554279243,1786471142032942874,140.95,100.0,89111.0
5875679386547,1786471142158050208,141.56,100.0,89111.0
5875804757894,1786471142283421525,141.06,100.0,89111.0
5875930281711,1786471142408945322,143.2,100.0,89111.0
5876055365535,1786471142534029166,141.96,100.0,89111.0
5876180872772,1786471142659536543,141.68,100.0,89111.0
5876306035457,1786471142784699178,141.27,100.0,89111.0
5876431704556,1786471142910368467,141.07,100.0,89111.0
5876557142258,1786471143035805869,142.58,100.0,89111.0
5876682540739,1786471143161204400,142.41,100.0,89111.0
5876807845590,1786471143286509401,141.35,100.0,89111.0
5876933720816,1786471143412384467,143.43,100.0,89111.0
5877058651138,1786471143537314809,143.26,100.0,89111.0
5877183976034,1786471143662639685,142.92,100.0,89111.0
5877309580812,1786471143788244453,143.0,100.0,89111.0
5877434818818,1786471143913482519,142.14,100.0,89111.0
5877560849990,1786471144039513591,140.54,100.0,89111.0
5877686319317,1786471144164983108,139.77,100.0,89111.0
5877811999806,1786471144290680897,140.76,100.0,89111.0
5877937302501,1786471144415966332,139.44,100.0,89111.0
5878062330995,1786471144540994736,139.74,100.0,89111.0
5878187575210,1786471144666238891,141.27,100.0,89111.0
5878313524526,1786471144792188147,140.55,100.0,89111.0
5878439022709,1786471144917686450,140.91,100.0,89111.0
5878564628538,1786471145043292069,141.1,100.0,89111.0
5878689927853,1786471145168591494,141.54,100.0,89111.0
5878815347350,1786471145294010991,141.06,100.0,89111.0
5878940649596,1786471145419313217,141.53,100.0,89111.0
5879066282804,1786471145544946505,142.38,100.0,89111.0
5879191569350,1786471145670232981,139.87,100.0,89111.0
5879316528122,1786471145795191663,140.46,100.0,89111.0
5879441662526,1786471145920326447,140.55,100.0,89111.0
5879567179394,1786471146045843025,141.3,100.0,89111.0
5879692348129,1786471146171011660,140.8,100.0,89111.0
5879817350926,1786471146296014607,139.64,100.0,89111.0
5879942311264,1786471146420974915,141.04,100.0,89111.0
5880067406663,1786471146546070414,140.98,100.0,89111.0
5880192448271,1786471146671111942,140.63,100.0,89111.0
5880317658226,1786471146796321977,141.54,100.0,89111.0
5880443152244,1786471146921815865,141.17,100.0,89111.0
5880568407379,1786471147047070920,141.7,100.0,89111.0
5880693474427,1786471147172138058,140.62,100.0,89111.0
5880818892239,1786471147297556000,141.2,100.0,89111.0
5880943662875,1786471147422326686,139.3,100.0,89111.0
5881070484599,1786471147549148130,138.13,100.0,89111.0
5881196372025,1786471147675035556,139.45,100.0,89111.0
5881321400420,1786471147800064031,140.89,100.0,89111.0
5881446819934,1786471147925483735,139.94,100.0,89111.0
5881572512395,1786471148051176146,138.75,100.0,89111.0
5881698327997,1786471148176991618,137.23,100.0,89111.0
5881823381563,1786471148302045194,137.51,100.0,89111.0
5881948659000,1786471148427322731,137.65,100.0,89111.0
5882073930382,1786471148552594003,138.13,100.0,89111.0
5882199187199,1786471148677850840,137.12,100.0,89111.0
5882324727584,1786471148803391275,136.31,100.0,89111.0
5882450270894,1786471148928934715,136.76,100.0,89111.0
5882575484200,1786471149054147841,138.27,100.0,89111.0
5882701176206,1786471149179839957,140.14,100.0,89111.0
5882826309032,1786471149304972783,142.02,100.0,89111.0
5882951527499,1786471149430191130,143.26,100.0,89111.0
5883076831026,1786471149555494657,144.38,100.0,89111.0
5883202082244,1786471149680745905,145.2,100.0,89111.0
5883327336261,1786471149806000042,146.33,100.0,89111.0
5883452535538,1786471149931199119,147.61,100.0,89111.0
5883577878260,1786471150056541931,147.91,100.0,89111.0
5883703297889,1786471150181961670,147.09,100.0,89111.0
5883828312234,1786471150306976065,147.7,100.0,89111.0
5883953739122,1786471150432402973,145.04,100.0,89111.0
5884079605860,1786471150558269621,143.61,100.0,89111.0
5884205446867,1786471150684110678,142.6,100.0,89111.0
5884330540498,1786471150809204309,142.68,100.0,89111.0
5884455855611,1786471150934519382,141.98,100.0,89111.0
5884581512266,1786471151060175927,139.97,100.0,89111.0
5884706928690,1786471151185592421,138.47,100.0,89111.0
5884831826439,1786471151310490220,137.31,100.0,89111.0
5884957495445,1786471151436159096,137.91,100.0,89111.0
5885082947733,1786471151561611355,139.16,100.0,89111.0
5885208368772,1786471151687032513,139.17,100.0,89111.0
5885333708160,1786471151812371861,138.32,100.0,89111.0
5885459234614,1786471151937898295,137.03,100.0,89111.0
5885584682008,1786471152063345709,137.15,100.0,89111.0
5885709991556,1786471152188655527,137.84,100.0,89111.0
5885835237493,1786471152313901244,139.51,100.0,89111.0
5885960150507,1786471152438814088,139.39,100.0,89111.0
5886085562211,1786471152564225822,137.19,100.0,89111.0
5886210757932,1786471152689421543,136.22,100.0,89111.0
5886336137315,1786471152814800936,136.45,100.0,89111.0
5886461851911,1786471152940515562,136.14,100.0,89111.0
5886586977342,1786471153065641033,137.43,100.0,89111.0
5886712920725,1786471153191584336,137.54,100.0,89111.0
5886838442275,1786471153317105896,136.49,100.0,89111.0
5886963713632,1786471153442377273,136.48,100.0,89111.0
5887089154046,1786471153567817667,136.61,100.0,89111.0
5887214027360,1786471153692691101,135.97,100.0,89111.0
5887339405513,1786471153818069164,138.09,100.0,89111.0
5887464564644,1786471153943228185,138.95,100.0,89111.0
5887589970768,1786471154068634459,137.96,100.0,89111.0
5887715376326,1786471154194039947,138.7,100.0,89111.0
5887840626483,1786471154319290084,137.87,100.0,89111.0
5887965628753,1786471154444292514,138.22,100.0,89111.0
5888091004206,1786471154569667857,138.24,100.0,89111.0
5888216163202,1786471154694826733,138.21,100.0,89111.0
5888341861223,1786471154820524974,135.38,100.0,89111.0
5888467456074,1786471154946119705,134.53,100.0,89111.0
5888592463039,1786471155071126780,135.93,100.0,89111.0
5888718112464,1786471155196776115,134.95,100.0,89111.0
5888843442597,1786471155322106228,134.95,100.0,89111.0
5888968875701,1786471155447539442,134.94,100.0,89111.0
5889094250854,1786471155572914515,136.17,100.0,89111.0
5889219574586,1786471155698238297,135.46,100.0,89111.0
5889344735251,1786471155823398922,137.43,100.0,89111.0
5889470199229,1786471155948862860,138.82,100.0,89111.0
5889595940974,1786471156074604635,138.36,100.0,89111.0
5889721418216,1786471156200081837,139.97,100.0,89111.0
5889846874534,1786471156325538195,137.86,100.0,89111.0
5889972232041,1786471156450895582,137.55,100.0,89111.0
5890097342706,1786471156576006337,138.54,100.0,89111.0
5890223007980,1786471156701671651,136.29,100.0,89111.0
5890348278286,1786471156826941987,134.54,100.0,89111.0
5890473997186,1786471156952661007,135.9,100.0,89111.0
5890599729346,1786471157078393187,135.99,100.0,89111.0
5890725079778,1786471157203743429,136.72,100.0,89111.0
5890850171747,1786471157328835438,136.47,100.0,89111.0
5890975504668,1786471157454168309,137.62,100.0,89111.0
5891101684018,1786471157580347539,135.6,100.0,89111.0
5891226721537,1786471157705385278,135.65,100.0,89111.0
5891351951832,1786471157830615453,136.21,100.0,89111.0
5891477284249,1786471157955948030,134.07,100.0,89111.0
5891602526654,1786471158081190285,132.82,100.0,89111.0
5891727679865,1786471158206343626,134.14,100.0,89111.0
5891853187648,1786471158331851479,134.09,100.0,89111.0
