phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,424227,51.487086057662964,8239.483577005833,125000000.0,6.591586861604667e-05,1
drain,kv,target_to_client,1278197771,51.56225514411926,24789407.822201896,125000000.0,0.19831526257761517,1
post,api,client_to_target,317401,29.619301080703735,10716.019231351112,125000000.0,8.57281538508089e-05,1
post,kv,target_to_client,585805393,29.790391206741333,19664239.68502424,125000000.0,0.1573139174801939,1
