connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
576614b91c71aabb,kv/east,,2237049303175,2237050297059,0,0,,,,,23,11,10,0,19,9,10,0
a780531ede8365b0,kv/germany,,2237049600699,2237050389314,0,0,,,,,17,8,10,0,15,7,10,0
6d7893af8e47429e,api/germany,,2607291270625,2614300544866,1561,14987,2607316695754,2607316695754,2609640818949,2614300361150,,,,,,,,
1cc1fc936dae7d3f,api/germany,,2607833326022,2614331569217,1561,14999,2607858989930,2607858989930,2609646166187,2614331381014,,,,,,,,
6e48ee2abef5e970,api/germany,,2610004107137,2614332207846,1561,13566,2610028707456,2610028707456,2610055479855,2614331665347,,,,,,,,
dd89a5edf5c4c407,api/germany,,2609460473053,2614332512027,1561,13553,2609485029362,2609485029362,2609661517358,2614331823083,,,,,,,,
eb2dd7f86d5a93b4,api/germany,,2611087760720,2614332605592,1561,13327,2611111795130,2611111795130,2611138179070,2614331912872,,,,,,,,
b3e3287dc212d758,api/germany,,2610545565251,2614332690121,1561,13339,2610571516817,2610571516817,2610598631867,2614332127925,,,,,,,,
4b5420581ccb170b,api/germany,,2608375689106,2614332716260,1561,13568,2608401128452,2608401128452,2609646753608,2614332159825,,,,,,,,
f7ec02a38e05db37,api/germany,,2608918147545,2614332756726,1561,13553,2608943676108,2608943676108,2609647502521,2614332411578,,,,,,,,
32321986725a9e33,api/east,,2607290546806,2615460327439,1561,13546,2607394278526,2607394278526,2608419232488,2615460139186,,,,,,,,
9832cdc8a2d653c4,api/east,,2609188719119,2615461125046,1561,14999,2609290202839,2609290202839,2609394509989,2615460797852,,,,,,,,
d5dc38a078880f9f,api/east,,2607561356743,2615461401195,1561,13568,2607662873916,2607662873916,2608421475418,2615460973522,,,,,,,,
344ef40a50017aba,api/east,,2608375060962,2615461760750,1561,14999,2608476616262,2608476616262,2608581370240,2615461208373,,,,,,,,
6d64aa0ee53de956,api/east,,2608646309207,2615461861308,1561,14999,2608747545102,2608747545102,2608852518323,2615461355900,,,,,,,,
cc54e3dddc54db3f,api/east,,2608105554853,2615461902386,1561,14999,2608207350729,2608207350729,2608422750542,2615461491745,,,,,,,,
d82258d84525db35,api/east,,2607832792606,2615461934175,1561,13553,2607934521000,2607934521000,2608422325294,2615461619544,,,,,,,,
a1f5c4eb34788bd8,api/east,,2608917594422,2615463704328,1561,14999,2609020937597,2609020937597,2609126732560,2615463539278,,,,,,,,
995c17b193bf0461,api/germany,,2666829039582,2670937017871,24134,3805,2666854020440,2666854020440,2666935053164,2670936846410,,,,,,,,
6875e0ed21ba9bf1,api/germany,,2666828783511,2672291137772,29253,3805,2666853858466,2666853858466,2666944759212,2672289972125,,,,,,,,
32bccb520b2d9e35,api/germany,,2666834347980,2673531373876,25158,3805,2666858179713,2666858179713,2666977090820,2673531180663,,,,,,,,
e1ba6f2e8618a5e7,api/germany,,2666831026790,2674169626141,23110,3805,2666856079333,2666856079333,2666999273885,2674169215000,,,,,,,,
9fedbef6e2da1ac4,api/germany,,2666836263178,2675008486213,26695,3109,2666861657928,2666861657928,2667017911067,2675006633417,,,,,,,,
19356a63aeb4baf0,api/germany,,2666828682933,2677977619354,61509,3354,2666852528561,2666852528561,2667063630931,2677974928977,,,,,,,,
93268bd22e34bf14,api/germany,,2666832644209,2681404235046,62023,3354,2666857746049,2666857746049,2667065740428,2681403737022,,,,,,,,
625b1cccac5a4ed9,api/east,,2666827058570,2682520602379,30790,3354,2666927728072,2666927728072,2667155932876,2682520430267,,,,,,,,
c1026efb1fa02de8,api/germany,,2666835815348,2683327299242,52806,4037,2666861831173,2666861831173,2667067229352,2683327127690,,,,,,,,
69f4bf9153baab31,api/east,,2666831815644,2685703027027,40518,3354,2666932889906,2666932889906,2667174399368,2685702838413,,,,,,,,
7d13f4f921813a27,api/east,,2666832230823,2688503680391,22598,3805,2666933453423,2666933453423,2667175868624,2688503479514,,,,,,,,
5b55cae743726e9f,api/east,,2666836177136,2690825691935,19015,3802,2666937277206,2666937277206,2667176822554,2690825515615,,,,,,,,
34b375cee22d1203,api/east,,2666827147116,2695331154486,43077,3805,2666927964286,2666927964286,2667268129582,2695330928201,,,,,,,,
61f1bd4a205a5421,api/east,,2666826135078,2702489681777,61510,3354,2666927134419,2666927134419,2667332572875,2702488733308,,,,,,,,
8a1e7fefb1315233,api/east,,2666829149909,2709422701513,60486,3354,2666929852808,2666929852808,2667335316683,2709422493924,,,,,,,,
9692ac1cb8e9252d,api/east,,2666830090338,2713267671700,46150,3805,2666931916821,2666931916821,2667337188634,2713267461196,,,,,,,,
97bf3220280c0c2c,kv/east,,2435847351270,2717664966160,31020,1031800170,2667150340996,2712021127028,2667150712973,2712351854686,100895,134,3699,137,7189,967,10,0
c36c9b09376a12db,kv/east,,2435848654597,2717665091305,30055,1031800150,2667150849790,2711756331409,2667151120307,2712079546022,100783,77,3001,436,7303,1440,10,0
723fb7f590fa6bba,kv/east,,2435848104834,2717665160565,27784,843056287,2667150425013,2710739348959,2667150762676,2711166322189,100485,241,1988,2569,7561,1799,10,0
be78e9673dd61c10,kv/east,,2435848881292,2717665221569,30251,1019217233,2667151058551,2711803369906,2667151223160,2712129547895,101487,38,3017,207,8729,4545,10,0
e1e0ccc4c5772982,kv/east,,2435846867952,2717665444237,30447,1006634316,2667150030794,2711946124553,2667150518238,2712270543795,100677,48,3010,307,7399,1265,10,0
e3fe9d34e72706d2,kv/east,,2435848777938,2717665496124,29491,968885533,2667150152983,2711349751502,2667150581036,2711680889510,100899,83,2374,2664,7801,2397,10,0
ad26dc78b27cdbc6,kv/east,,2435848366145,2717665572998,29681,981468458,2667150991796,2710559397887,2667151182434,2710896894366,100903,83,3023,162,7629,1871,10,0
86a2536bb0fc8cd0,kv/east,,2435848232564,2717665620237,30263,968885549,2667150229656,2710075616453,2667150629667,2710398787935,101319,60,3256,175,6916,535,10,0
b0bb4dd9131e2bb4,kv/germany,,2430926238685,2721488183147,29850,1082131830,2666930942372,2681784742353,2666931544161,2681881964324,25054,354,2553,492,9608,5075,10,0
e7bb927fc2c422b5,kv/germany,,2430925274811,2721488363074,25115,704644100,2666930636228,2680496612296,2666931174528,2680640609143,23368,160,1364,1008,12871,8094,10,0
0ded0e6642cf412d,kv/germany,,2430926118759,2721488417887,28345,918553825,2666930715707,2680378621308,2666931317997,2680501089195,24797,525,2521,710,11925,9372,10,0
3837475649a42054,kv/germany,,2430925136771,2721488467520,27953,943719659,2666930828208,2681468357264,2666931444745,2681585020145,23416,388,1960,1673,9721,4516,10,0
5a53ab2a5d21b7c3,kv/germany,,2430926348902,2721488512114,28526,968885513,2666931069250,2680403978991,2666931689143,2680514529710,25482,346,2430,435,12187,5980,10,0
4534d6de0cdf0d14,kv/germany,,2430926472174,2721488555154,28339,943719667,2666931400552,2680601253269,2666931818456,2680705254572,25313,356,2496,554,11475,6467,10,0
16278cabd4dad085,kv/germany,,2430925391411,2721488597704,27775,880805050,2666931007174,2682398217446,2666931590578,2682534611714,23445,65,1520,1449,11089,6863,10,0
00cefca75c6d08e6,kv/germany,,2430924071918,2721488641586,28535,931136750,2666931131868,2682387622428,2666931735260,2682521203337,22933,75,1564,649,11883,6042,10,0
