phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,129.54375
baseline,1,240,240,1.0,83.04674999999999
drain,0,147,147,1.0,95.66952380952381
drain,1,147,147,1.0,220.59748299319725
post,0,239,239,1.0,86.74016736401673
post,1,239,239,1.0,128.2339748953975
