phase,gpu,samples,power_mean_w
baseline,0,240,290.1169166666667
baseline,1,240,84.878125
drain,0,130,283.5177692307692
drain,1,130,128.36553846153848
post,0,238,217.6316806722689
post,1,238,233.61928571428572
