phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,262.3076666666667
baseline,1,240,240,1.0,83.186375
drain,0,121,121,1.0,159.8251239669422
drain,1,121,121,1.0,277.6742148760331
post,0,238,238,1.0,195.4112605042017
post,1,238,238,1.0,316.7459243697479
