phase,gpu,samples,power_mean_w
baseline,0,120,256.935
baseline,1,120,84.41316666666668
drain,0,1144,297.7709615384615
drain,1,1144,280.3579982517483
post,0,120,253.44899999999998
post,1,120,199.87908333333334
