connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
95d6266368b2e7c8,kv/east,,3063564635060,3063565894429,0,0,,,,,22,11,10,0,25,13,10,0
d8387545d2135877,kv/germany,,3063565165193,3063566069527,0,0,,,,,14,7,10,0,17,10,10,0
e3ed98f096f92c96,api/germany,,3228383532332,3230558075968,1561,14945,3228408755940,3228408755940,3228457231371,3230557865523,,,,,,,,
7b8be4417a23e9fb,api/germany,,3228930721660,3230850747318,1561,14953,3228956207318,3228956207318,3229004226324,3230850534048,,,,,,,,
bcf6fe417c9bbe5b,api/east,,3228383735873,3231213307924,1561,14941,3228485108290,3228485108290,3228616933762,3231213096418,,,,,,,,
cfa30b22e6d9fede,api/east,,3228654346195,3231282418937,1561,14953,3228754988975,3228754988975,3228859335985,3231282259098,,,,,,,,
1635b91c8df85ffd,api/germany,,3229468488985,3231295340366,1561,14953,3229493783305,3229493783305,3229522196759,3231295167973,,,,,,,,
b95508824c71a8d3,api/east,,3228925329968,3231384651675,1561,14953,3229026920954,3229026920954,3229131316875,3231384458603,,,,,,,,
3f93ef75776fea59,api/east,,3229196498997,3231663033739,1561,14956,3229297459513,3229297459513,3229401896991,3231662844123,,,,,,,,
95373aadb76c8dd3,api/germany,,3230012631274,3231841263832,1561,14958,3230036557741,3230036557741,3230063623661,3231841073585,,,,,,,,
248cf779b028af62,api/east,,3229467830250,3231937260457,1561,14945,3229569342139,3229569342139,3229673885546,3231937072113,,,,,,,,
7d9d65d2a7b9a537,api/east,,3229738793404,3232218998357,1561,14941,3229843298770,3229843298770,3229950180579,3232218831925,,,,,,,,
f49d41028d5c4c17,api/germany,,3230553159517,3232369238920,1561,14953,3230578695770,3230578695770,3230607308377,3232368994001,,,,,,,,
1c38f42cfd09e4d4,api/east,,3230009902952,3232498724689,1561,14960,3230111163990,3230111163990,3230215467067,3232498535124,,,,,,,,
83374304c5f8ee54,api/east,,3230281184397,3232777311425,1561,14941,3230382437345,3230382437345,3230487368258,3232777148640,,,,,,,,
69b2d470340f9b37,api/germany,,3231095462003,3232906149170,1561,14958,3231119260451,3231119260451,3231145773454,3232905888031,,,,,,,,
8b0292a054bde4f1,api/germany,,3231637617790,3233456704394,1561,14941,3231663324984,3231663324984,3231692398845,3233456494801,,,,,,,,
68a540780a4b7bfc,api/east,,3231214019567,3233704171506,1561,14006,3231314632511,3231314632511,3231418240997,3233703898525,,,,,,,,
5afa6dec682e7e56,api/east,,3231282985989,3233780800675,1561,13750,3231388581849,3231388581849,3231497398322,3233780644142,,,,,,,,
c1cb0840ea8ac836,api/east,,3231385319947,3233848299527,1562,14960,3231486281294,3231486281294,3231589740119,3233848113328,,,,,,,,
fbbd04cf3598a5a5,api/germany,,3232180048102,3233995078475,1561,14006,3232204443498,3232204443498,3232231165863,3233994927853,,,,,,,,
89a700092fdc77e8,api/east,,3231663655684,3234169998923,1562,14959,3231765059950,3231765059950,3231869314907,3234169709270,,,,,,,,
72cbf32bef5a696c,api/east,,3231937883594,3234456571706,1562,14006,3232038794446,3232038794446,3232143279093,3234456371418,,,,,,,,
809d408c246d728b,api/germany,,3232722392342,3234567132821,1561,14943,3232747927964,3232747927964,3232776308897,3234566941772,,,,,,,,
591d01155562abde,api/east,,3232219727473,3234732471813,1562,13750,3232321158580,3232321158580,3232426813800,3234732268819,,,,,,,,
1504d82c538c9a45,api/east,,3232499527994,3234972662537,1562,13750,3232600694755,3232600694755,3232705119160,3234972255307,,,,,,,,
b2a26abf8edf43d0,api/germany,,3233264777208,3235112551641,1561,14953,3233290380006,3233290380006,3233318417175,3235112356323,,,,,,,,
391cc8d9b2b4825a,api/east,,3232777846187,3235286976068,1562,14941,3232879314344,3232879314344,3232984076140,3235286785510,,,,,,,,
b41b3367269484d3,api/germany,,3233807096602,3235659965906,1562,14953,3233831358127,3233831358127,3233859153623,3235659776007,,,,,,,,
7d27a565e8575330,api/east,,3233704804061,3236182022854,1562,14941,3233803284299,3233803284299,3233905458768,3236181829999,,,,,,,,
e035607b08aa95fe,api/germany,,3234349471754,3236191903075,1562,14953,3234373276383,3234373276383,3234400059132,3236191722204,,,,,,,,
add84d9585799534,api/east,,3233781489255,3236251108048,1562,14941,3233882674931,3233882674931,3233987504605,3236250917047,,,,,,,,
fb8ad18112000b43,api/east,,3233858362340,3236353101250,1562,13750,3233959609763,3233959609763,3234065011629,3236352941859,,,,,,,,
749180b2d6bde037,api/east,,3234170801566,3236625907767,1562,14941,3234275186467,3234275186467,3234378816233,3236625709963,,,,,,,,
432278dc0d8677fe,api/germany,,3234891886230,3236739374681,1562,14945,3234917410239,3234917410239,3234946342206,3236739203959,,,,,,,,
8782602fa2ff2c8b,api/east,,3234457370665,3236935667606,1562,14960,3234562815814,3234562815814,3234671611362,3236935480152,,,,,,,,
fb774845f3a3cd88,api/east,,3234733073519,3237211028621,1562,14941,3234834190259,3234834190259,3234938489485,3237210839884,,,,,,,,
62730c1e05bbe637,api/germany,,3235434421172,3237264471354,1562,14953,3235459963014,3235459963014,3235488258476,3237264190253,,,,,,,,
5447cf1509158c88,api/east,,3234973158984,3237415260684,1562,13750,3235074586768,3235074586768,3235178908963,3237415072047,,,,,,,,
edd9cd3e3b147126,api/east,,3235287751057,3237762195740,1562,14006,3235389399892,3235389399892,3235495638217,3237761969924,,,,,,,,
9933a3ea50cb6fba,api/germany,,3235976729911,3237825752337,1562,14958,3236002255448,3236002255448,3236031087844,3237825597464,,,,,,,,
45ed5a2991c7958a,api/germany,,3236519042468,3238341128214,1562,14953,3236542905674,3236542905674,3236569384342,3238340949316,,,,,,,,
853398d7c7f9d60b,api/east,,3236182740971,3238676786586,1562,13750,3236283271419,3236283271419,3236388869253,3238676576268,,,,,,,,
eda7d16ad1d0e4d2,api/east,,3236251810395,3238711988449,1562,14941,3236350531494,3236350531494,3236452613533,3238711817075,,,,,,,,
ba283a11c46d639d,api/east,,3236353707015,3238847132768,1562,14941,3236454971079,3236454971079,3236560609980,3238846937880,,,,,,,,
1cccdd8c8cf5f8cb,api/germany,,3237061393377,3238882982836,1562,14956,3237086895449,3237086895449,3237115153971,3238882829827,,,,,,,,
0ace0ee7634cad9d,api/east,,3236626607800,3239133745285,1562,14960,3236728177381,3236728177381,3236832627345,3239133470456,,,,,,,,
2bfd884720af9dec,api/germany,,3237603689998,3239435551614,1562,14943,3237629453876,3237629453876,3237657937593,3239435371153,,,,,,,,
6fa6b97adc9aae56,api/east,,3236936344435,3239451074118,1562,13750,3237034891365,3237034891365,3237137807901,3239450847299,,,,,,,,
dd8bde775bf655c4,api/east,,3237211690732,3239727298724,1562,13750,3237313154012,3237313154012,3237418322570,3239727103255,,,,,,,,
84c44d2d964dc8cd,api/east,,3237416052771,3239943163054,1562,13750,3237516896540,3237516896540,3237637962104,3239942948188,,,,,,,,
67202dee55964e9a,api/germany,,3238146111301,3239977521322,1562,14951,3238171541888,3238171541888,3238199698808,3239977354627,,,,,,,,
785b975ee8fd43ae,api/east,,3237762878851,3240300726701,1562,14960,3237868677685,3237868677685,3237977568471,3240300450419,,,,,,,,
800a1098be769d97,api/germany,,3238688529417,3240521023167,1562,14953,3238712477713,3238712477713,3238738990455,3240520827046,,,,,,,,
c0a57057a9992f67,api/germany,,3239230840932,3241063336315,1562,14953,3239256342283,3239256342283,3239284556841,3241063150954,,,,,,,,
dda2a5d37d9d66bd,api/east,,3238677461812,3241199634775,1562,14941,3238779549472,3238779549472,3238884173926,3241199419959,,,,,,,,
f14abbeb7404350d,api/east,,3238712612979,3241236940143,1562,14941,3238813971972,3238813971972,3238919441093,3241236754713,,,,,,,,
8a42006bc6578c84,api/east,,3238847760815,3241341749116,1562,14960,3238949151007,3238949151007,3239053718033,3241341583503,,,,,,,,
6b8b2c6ad1dbeecc,api/germany,,3239773273825,3241610491267,1562,14945,3239799542487,3239799542487,3239828439395,3241610293413,,,,,,,,
e6c02ea0a6a608a9,api/east,,3239134422936,3241622844081,1562,14960,3239235327249,3239235327249,3239338162262,3241622645055,,,,,,,,
263963d1c734d333,api/east,,3239451563743,3241966755403,1562,13748,3239552502813,3239552502813,3239656928802,3241966600501,,,,,,,,
