phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,285.2279079497908
baseline,1,239,239,1.0,83.21364016736399
drain,0,123,123,1.0,196.85829268292684
drain,1,123,123,1.0,278.80788617886174
post,0,240,240,1.0,199.984125
post,1,240,240,1.0,317.372
