phase,gpu,samples,power_mean_w
baseline,0,240,295.79425
baseline,1,240,83.46699999999997
drain,0,33,249.24272727272728
drain,1,33,268.3545454545454
post,0,239,267.70799163179913
post,1,239,181.16405857740585
