dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,9.562463283538818,9.696232795715332,10.791235446929932,1.0949478149414062,1.9073486328125e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,8.365541934967041,8.365541934967041,8.365639925003052,4.792213439941406e-05,5.4836273193359375e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,2.723360300064087,2.723360300064087,2.723468065261841,3.1948089599609375e-05,1.33514404296875e-05
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,R,1.6233372688293457,1.6233372688293457,1.6233816146850586,1.7404556274414062e-05,3.0994415283203125e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,8.854636907577515,8.854636907577515,8.854695558547974,2.1219253540039062e-05,4.0531158447265625e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,7.316792964935303,7.449495553970337,11.29267430305481,3.8430674076080322,2.7418136596679688e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,2.8189241886138916,2.8189241886138916,3.5605404376983643,0.741527795791626,2.7894973754882812e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,2.7999396324157715,2.7999396324157715,2.8000214099884033,3.4332275390625e-05,5.0067901611328125e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.316524028778076,3.4720702171325684,3.472179651260376,6.937980651855469e-05,6.67572021484375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,2.1966423988342285,2.1966423988342285,2.196702480316162,1.9788742065429688e-05,5.245208740234375e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,3.264288902282715,3.3977179527282715,3.3978052139282227,2.5987625122070312e-05,5.4836273193359375e-06
