phase,gpu,samples,power_mean_w
baseline,0,480,343.13320833333336
baseline,1,480,83.7955625
drain,0,431,266.79656612529
drain,1,431,225.65969837587005
post,0,480,144.04125000000002
post,1,480,219.9308333333333
