phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,293.45700000000005
baseline,1,240,240,1.0,82.49145833333334
drain,0,61,61,1.0,232.49147540983603
drain,1,61,61,1.0,336.73196721311473
post,0,240,240,1.0,127.74250000000002
post,1,240,240,1.0,290.88687500000003
