actual_start_span_s,cell_id,client_error,completed,drained,engine_exited,exact_timing,failed,max_send_lateness_s,model,offered,offered_rps,p90_mean_tpot_s,p90_ttft_s,peak_running_requests,peak_waiting_requests,plan_sha256,repeat,revision,sampler_error,scheduled_span_s,schema,status
4.265635257,openai-gpt-oss-20b-rps6-b2,,32,True,False,32,0,0.003799309,openai/gpt-oss-20b,32,6.0,0.03644600176823069,3.4098816279,32.0,9.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,2,6cee5e81ee83917806bbde320786a8fb61efebee,,4.266544791,queue-haul-agentic-rps-sweep-v2,recorded
163.510317375,qwen-qwen3-8-27b-rps0p125-b0,,32,True,False,32,0,0.035787938,Qwen/Qwen3.8-27B,32,0.125,0.09468397445395894,3.4824494878000003,21.0,2.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,163.520773527,queue-haul-agentic-rps-sweep-v1,recorded
93.163320196,qwen-qwen3-8-27b-rps0p25-b0,,32,True,False,31,0,0.021483159,Qwen/Qwen3.8-27B,32,0.25,0.1078271213255132,3.4762634879000003,32.0,2.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,93.172083978,queue-haul-agentic-rps-sweep-v1,recorded
48.644951924,qwen-qwen3-8-27b-rps0p5-b0,,32,True,False,32,0,0.010569541,Qwen/Qwen3.8-27B,32,0.5,0.10858883059227763,5.773063436900002,32.0,4.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,48.644541285,queue-haul-agentic-rps-sweep-v1,recorded
64.833099915,qwen-qwen3-8-27b-rps0p6-b0,,32,True,False,32,0,0.010991097,Qwen/Qwen3.8-27B,32,0.6,0.11200820839726296,4.740783686800001,32.0,3.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,64.836944848,queue-haul-agentic-rps-sweep-v2,recorded
35.098465406,qwen-qwen3-8-27b-rps0p7-b0,,32,True,False,32,0,0.008208417,Qwen/Qwen3.8-27B,32,0.7,0.11321654317888563,9.842597931300002,32.0,7.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,35.101971578,queue-haul-agentic-rps-sweep-v2,recorded
35.604954252,qwen-qwen3-8-27b-rps0p8-b0,,32,True,False,32,0,0.003530956,Qwen/Qwen3.8-27B,32,0.8,0.11332713447233626,12.2392096889,32.0,7.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,35.606351187,queue-haul-agentic-rps-sweep-v2,recorded
25.857331874,qwen-qwen3-8-27b-rps0p9-b0,,32,True,False,32,0,0.005730751,Qwen/Qwen3.8-27B,32,0.9,0.11352295985004889,19.020277722,32.0,13.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,25.858591642,queue-haul-agentic-rps-sweep-v2,recorded
38.477042474,qwen-qwen3-8-27b-rps1-b0,,32,True,False,32,0,0.009127534,Qwen/Qwen3.8-27B,32,1.0,0.10975538707438906,8.272669229000002,32.0,7.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,38.480766275,queue-haul-agentic-rps-sweep-v1,recorded
16.65848516,qwen-qwen3-8-27b-rps2-b0,,32,True,False,32,0,0.005888564,Qwen/Qwen3.8-27B,32,2.0,0.10871645274232648,26.620943364200002,32.0,19.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,16.659754033,queue-haul-agentic-rps-sweep-v1,recorded
8.764530299,qwen-qwen3-8-27b-rps4-b0,,32,True,False,32,0,0.004274432,Qwen/Qwen3.8-27B,32,4.0,0.11029544926490714,35.3123969908,32.0,25.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,8.760765399,queue-haul-agentic-rps-sweep-v1,recorded
3.343843736,qwen-qwen3-8-27b-rps8-b0,,32,True,False,32,0,0.002838164,Qwen/Qwen3.8-27B,32,8.0,0.108157963243695,40.0512884329,32.0,29.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,3.342518176,queue-haul-agentic-rps-sweep-v1,recorded
66.844722887,qwen-qwen3-8-27b-rps0p6-b1,,32,True,False,32,0,0.015448499,Qwen/Qwen3.8-27B,32,0.6,0.11267280399130011,3.9159262947,32.0,2.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,1,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,66.846254134,queue-haul-agentic-rps-sweep-v2,recorded
62.266929823,qwen-qwen3-8-27b-rps0p6-b2,,32,True,False,32,0,0.008308374,Qwen/Qwen3.8-27B,32,0.6,0.1131706756540567,3.818947848300001,32.0,3.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,2,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,62.273904045,queue-haul-agentic-rps-sweep-v2,recorded
54.835317941,qwen-qwen3-8-27b-rps0p7-b1,,32,True,False,32,0,0.018495995,Qwen/Qwen3.8-27B,32,0.7,0.11425335950175954,8.211420944,32.0,5.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,1,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,54.836936876,queue-haul-agentic-rps-sweep-v2,recorded
41.294799742,qwen-qwen3-8-27b-rps0p7-b2,,32,True,False,32,0,0.015951596,Qwen/Qwen3.8-27B,32,0.7,0.11453877959247312,11.111066567200002,32.0,7.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,2,1d4bf0f2ff6012fd82039f2fa52739d0dd7c60c0,,41.295356042,queue-haul-agentic-rps-sweep-v2,recorded
163.511735438,google-gemma-4-26b-a4b-it-rps0p125-b0,,32,True,False,32,0,0.035315729,google/gemma-4-26B-A4B-it,32,0.125,0.06027322255522972,0.9100261206000004,15.0,0.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,163.520773527,queue-haul-agentic-rps-sweep-v1,recorded
93.163947395,google-gemma-4-26b-a4b-it-rps0p25-b0,,32,True,False,32,0,0.020051927,google/gemma-4-26B-A4B-it,32,0.25,0.06450449647644184,1.1345458992000006,25.0,0.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,93.172083978,queue-haul-agentic-rps-sweep-v1,recorded
48.644211839,google-gemma-4-26b-a4b-it-rps0p5-b0,,32,True,False,31,0,0.010671197,google/gemma-4-26B-A4B-it,32,0.5,0.06276231026686217,0.4105927947000001,32.0,0.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,48.644541285,queue-haul-agentic-rps-sweep-v1,recorded
38.478468122,google-gemma-4-26b-a4b-it-rps1-b0,,32,True,False,32,0,0.010027791,google/gemma-4-26B-A4B-it,32,1.0,0.061899505519745844,0.6372103311,32.0,0.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,38.480766275,queue-haul-agentic-rps-sweep-v1,recorded
16.658663964,google-gemma-4-26b-a4b-it-rps2-b0,,32,True,False,32,0,0.005986227,google/gemma-4-26B-A4B-it,32,2.0,0.06308649077086999,0.7890965298000001,32.0,0.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,16.659754033,queue-haul-agentic-rps-sweep-v1,recorded
10.825536207,google-gemma-4-26b-a4b-it-rps3-b0,,32,True,False,32,0,0.004118176,google/gemma-4-26B-A4B-it,32,3.0,0.06174353279638319,1.3972769184,32.0,0.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,10.826639115,queue-haul-agentic-rps-sweep-v2,recorded
8.7604235,google-gemma-4-26b-a4b-it-rps4-b0,,32,True,False,32,0,0.007130162,google/gemma-4-26B-A4B-it,32,4.0,0.06339132195757577,1.8681358176,32.0,1.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,8.760765399,queue-haul-agentic-rps-sweep-v1,recorded
6.950268849,google-gemma-4-26b-a4b-it-rps5-b0,,32,True,False,32,0,0.00414777,google/gemma-4-26B-A4B-it,32,5.0,0.0625345144346041,1.9265458465,32.0,2.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,6.9511965,queue-haul-agentic-rps-sweep-v2,recorded
4.418995785,google-gemma-4-26b-a4b-it-rps6-b0,,32,True,False,32,0,0.004998837,google/gemma-4-26B-A4B-it,32,6.0,0.06187670588181818,4.196478348,32.0,10.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,4.420083631,queue-haul-agentic-rps-sweep-v2,recorded
4.976105227,google-gemma-4-26b-a4b-it-rps7-b0,,32,True,False,32,0,0.003260018,google/gemma-4-26B-A4B-it,32,7.0,0.0624965749688172,3.6612176589000005,32.0,9.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,4.976577085,queue-haul-agentic-rps-sweep-v2,recorded
3.341710042,google-gemma-4-26b-a4b-it-rps8-b0,,32,True,False,32,0,0.003230062,google/gemma-4-26B-A4B-it,32,8.0,0.0643633394646139,5.227675455,32.0,14.0,4709014a6cbaa32104531be1c9e0482094a4f3ac6d155fb44d015f13473b67ed,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,3.342518176,queue-haul-agentic-rps-sweep-v1,recorded
6.279896006,google-gemma-4-26b-a4b-it-rps5-b1,,32,True,False,30,0,0.00314621,google/gemma-4-26B-A4B-it,32,5.0,0.06300360443431086,2.8028255634000008,32.0,5.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,6.281756419,queue-haul-agentic-rps-sweep-v2,recorded
6.008320214,google-gemma-4-26b-a4b-it-rps5-b2,,32,True,False,32,0,0.00398802,google/gemma-4-26B-A4B-it,32,5.0,0.06379478063137829,2.6379239374,32.0,5.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,6.007895369,queue-haul-agentic-rps-sweep-v2,recorded
5.484448395,google-gemma-4-26b-a4b-it-rps6-b1,,32,True,False,32,0,0.004065986,google/gemma-4-26B-A4B-it,32,6.0,0.06329168336676441,3.1907467563000003,32.0,7.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,5.485033225,queue-haul-agentic-rps-sweep-v2,recorded
4.266269403,google-gemma-4-26b-a4b-it-rps6-b2,,32,True,False,32,0,0.002779323,google/gemma-4-26B-A4B-it,32,6.0,0.06386651367096774,4.4310786143000005,32.0,12.0,194ad7d6e376e903fb7ce3db7f40df925942f8cb21b91e2d6fb890a39825512d,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,,4.266544791,queue-haul-agentic-rps-sweep-v2,recorded
