activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,10000.0,0,1,0.452900335,True,180,9.667206248270006,6.7786887510961265,83.21,89.98868875109612,6.545878584,1.425898332,0.935235971,migration,1.42611744,53965cdf725268e9,792723456,4446.897960942122,792724842,204,16332,0.0,0.000217188,kv_transfer,1.42611744,2,x-795ce6f2f59e9b30,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,6.444906859480008,4.519197843538052,89.85,94.36919784353805,complete,16.112113107750012
none,10000.0,0,1,0.624841867,True,180,58.63277416241998,47.68114640501689,83.21,130.89114640501688,5.324495333,1.229588988,0.435071206,migration,0.479319811,5bb27f1a108b87da,188743680,3150.197520210572,188744010,206,4046,0.0,9.4259e-05,kv_transfer,1.229684657,1,x-d098a09d848cf480,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,8.362534445520003,6.800551993485598,89.85,96.65055199348559,complete,66.99530860793998
none,10000.0,0,1,0.408906232,True,180,25.093110175629988,23.218377527656457,83.21,106.42837752765645,4.920919216,1.080608953,0.30489907,migration,0.620086334,5bb27f1a108b87da,0,0.0017416929559360358,135,4046,4046,13269.965041218395,0.000128019,replay,1.080743482,1,x-4c86a64f6d12d09a,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,14.675380401560016,13.578967299809278,89.85,103.42896729980927,complete,39.76849057719001
none,10000.0,0,1,0.349268972,True,180,11.138466193160024,11.01204378992324,83.21,94.22204378992323,4.952202946,1.011343627,0.531203574,migration,0.956259816,1649f6fe9fe15118,390070272,3263.305201982889,390070954,208,8144,0.0,0.000135409,kv_transfer,1.011480376,1,x-f498110694eaef73,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,14.39027720108002,14.226946505860852,89.85,104.07694650586085,complete,25.528743394240045
none,10000.0,0,1,0.357496209,True,180,170.61548990810002,151.8080492806298,83.21,235.01804928062978,5.054754886,1.123563127,0.638797671,migration,1.123889614,1649f6fe9fe15118,0,0.001985960162098268,279,8144,8144,12748.950676747225,0.000324117,replay,1.123889614,1,x-8f3022f3b0b7fe54,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,10.81758937930002,9.625135106284574,89.85,99.47513510628457,complete,181.43307928740003
none,10000.0,0,1,0.518899079,True,180,13.154007728439991,7.086414891069097,83.21,90.29641489106909,8.556874674,1.855891029,1.290896408,migration,1.856228845,17172c86a6860712,1195376640,5151.85878387748,1195378610,206,24526,0.0,0.000336036,kv_transfer,1.856228845,0,x-a7712660a716d710,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,14.524920392210005,7.82496211678577,89.85,97.67496211678576,complete,27.678928120649996
none,10000.0,0,1,0.505240208,True,180,685.67529752742,202.83486052864947,83.21,286.04486052864945,10.257002194,3.37971596,2.850150669,migration,3.378243644,17172c86a6860712,0,0.002024720748649472,855,24526,24526,8605.159112028685,0.000736283,replay,3.380460813,0,x-5fc7aada2183be6b,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,13.56336631401002,4.012283254948656,89.85,93.86228325494865,complete,699.23866384143
none,10000.0,0,1,0.37013225,True,180,14.601963860750002,20.937677826416348,83.21,104.14767782641634,4.174451488,0.697306987,0.163240392,migration,0.312119318,8a8f9306bc18d7e6,0,0.0016147670808379763,63,1999,1999,12245.74368824108,9.2719e-05,replay,0.697401306,1,x-a7cdd50d5cecebaa,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,11.931350982230011,17.10830031372211,89.85,106.9583003137221,complete,26.533314842980012
none,10000.0,0,1,0.362223141,True,180,17.477779522370003,20.759742225661157,83.21,103.96974222566115,4.190338316,0.841823909,0.288127293,migration,0.4328975,8a8f9306bc18d7e6,88080384,1627.739370174233,88080538,207,1999,0.0,8.2089e-05,kv_transfer,0.841907348,1,x-fdf768c13df77c7b,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,3.1091707550500067,3.693008218108588,89.85,93.54300821810858,complete,20.58695027742001
none,10000.0,0,1,0.462962888,True,180,387.44017657488007,183.81593149320378,83.21,267.02593149320376,7.323915197,2.107217106,1.581606445,migration,2.10776168,9763a861acbf1e26,0,0.0021520459561633174,567,16336,16336,10328.738891804402,0.000542144,replay,2.10776168,1,x-3bcb3d0272237088,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,8.443127773389987,4.00573169799253,89.85,93.85573169799252,complete,395.88330434827003
none,10000.0,0,1,0.424783425,True,180,15.033883309439995,9.44223044382909,83.21,92.65223044382908,6.73884615,1.591970509,1.06024594,migration,1.592196187,9763a861acbf1e26,792723456,3983.0510761046057,792724842,208,16336,0.0,0.000224318,kv_transfer,1.592196187,1,x-1da234fbd87c5433,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,15.614188272800039,9.806698697237891,89.85,99.65669869723789,complete,30.648071582240036
none,10000.0,0,1,0.522558762,True,180,16.848879438170034,7.428515176906586,83.21,90.63851517690658,10.864964048,2.267755865,1.678010576,migration,2.268135561,dff88bf91e4bc43a,1598029824,5636.461613592241,1598032378,208,32720,0.0,0.000377906,kv_transfer,2.268135561,0,x-29d3c436c5dd0302,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,14.560721574549992,6.419687528786994,89.85,96.26968752878699,complete,31.409601012720024
none,10000.0,0,1,0.432484387,True,180,35.12260677053003,25.172752750750348,83.21,108.38275275075034,6.61812018,1.395037213,0.87219417,migration,1.395262851,b54bae9f8985e686,792723456,4545.235796577515,792724832,210,16338,0.0,0.000223848,kv_transfer,1.395262851,0,x-006c0864ed23e91b,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,15.476014631900018,11.091827336195607,89.85,100.9418273361956,complete,50.59862140243004
none,10000.0,0,1,0.414738526,True,180,433.84597473072,203.91818993791384,83.21,287.1281899379138,7.350147531,2.126988381,1.593465156,migration,1.988031708,b54bae9f8985e686,0,0.002281653749156399,567,16338,16338,10253.126614335582,0.000558294,replay,2.127549165,0,x-98a634537693f07a,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,14.454856519640023,6.7941351285482625,89.85,96.64413512854826,complete,448.30083125036003
none,10000.0,0,1,0.473992176,True,180,13.507325370339998,7.50180276376507,83.21,90.71180276376506,8.439170878,1.800243655,1.276324583,migration,1.800543922,ed3c04fecb071001,1195376640,5311.188759770783,1195378580,199,24519,0.0,0.000298977,kv_transfer,1.800543922,1,x-99d19d693617b778,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,13.506164747830008,7.501158168264894,89.85,97.35115816826489,complete,27.013490118170004
none,10000.0,0,1,0.47360918,True,180,724.8415120626403,217.54425733889792,83.21,300.7542573388979,10.069279233,3.331535159,2.829875073,migration,3.300947049,ed3c04fecb071001,0,0.002072132602694167,855,24519,24519,8664.340074209345,0.000390077,replay,3.331926666,1,x-472ddc08c0dcdb92,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,17.45298813914996,5.238106923914501,89.85,95.0881069239145,complete,742.2945002017902
none,10000.0,0,1,0.463573053,True,180,65.51923725746005,28.81570442360686,83.21,112.02570442360685,10.901682636,2.2733504,1.634336812,migration,2.273733666,eefafee55fe88ecc,1598029824,5622.584093804767,1598032343,206,32718,0.0,0.000381616,kv_transfer,2.273733666,1,x-25d4bfbe3e9ed055,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,15.815147347650013,6.955584809311617,89.85,96.80558480931161,complete,81.33438460511006
none,10000.0,0,1,0.437780153,True,180,1183.3094297623802,232.63963771801372,83.21,315.8496377180137,13.825381919,5.085485302,4.471186084,migration,4.928670072,eefafee55fe88ecc,0,0.0018552672153787453,1143,32718,32718,7317.521432865507,0.00096047,replay,5.086448042,1,x-543643027323729c,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,14.265984079269845,2.804704572124251,89.85,92.65470457212425,complete,1197.57541384165
none,10000.0,0,1,0.413083403,True,180,15.562197030520005,20.108538176225693,83.21,103.31853817622569,4.377355974,0.773608706,0.306869916,migration,0.592888633,874356fc98a67041,0,0.0018215899915895333,135,4044,4044,13178.222397010724,0.000298787,replay,0.773909913,2,x-9bc10afd2aea6e9f,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,7.74511447799,10.007772672101694,89.85,99.85777267210169,complete,23.307311508510004
none,10000.0,0,1,0.409911528,True,180,7.14875137251001,8.108396419010262,83.21,91.31839641901026,4.323765661,0.881546837,0.402137062,migration,0.540071234,874356fc98a67041,188743680,2795.83874300552,188744010,204,4044,0.0,9.9529e-05,kv_transfer,0.881647986,2,x-7233364f85989294,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,14.136119434439992,16.033745507177954,89.85,105.88374550717795,complete,21.284870806950003
none,10000.0,0,1,0.390351913,True,180,171.76569594426002,133.96332103597172,83.21,217.1733210359717,5.60634513,1.281918759,0.864706439,migration,1.282184516,d89bb0964483627d,0,0.0018967628836971543,304,8144,8144,9418.225229614602,0.000263867,replay,1.282184516,2,x-2d9b0d66826ec64a,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,3.145439684569987,2.453188012582416,89.85,92.30318801258241,complete,174.91113562883
none,10000.0,0,1,0.37688427,True,180,7.624453318240011,6.036084008110365,83.21,89.24608400811036,5.213415553,1.262990022,0.866178165,migration,1.26314566,d89bb0964483627d,390070272,2470.4737789306105,390071029,208,8144,0.0,0.000154308,kv_transfer,1.26314566,2,x-7be2123c1d292312,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,5.696309100270016,4.509621717158112,89.85,94.3596217171581,complete,13.320762418510027
none,10000.0,0,1,0.510171702,True,180,1089.70963477462,215.08689185783805,83.21,298.29689185783803,13.713737658,5.065420891,4.494627227,migration,5.066369342,1de91791efe3346c,0,0.0018048427547902213,1143,32720,32720,7279.802828462687,0.000946281,replay,5.066369342,2,x-d19c20b9e9902a07,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,6.872268673520047,1.3564484169263409,89.85,91.20644841692634,complete,1096.58190344814
none,10000.0,0,1,0.524399107,True,180,21.391986075240023,8.898343843733073,83.21,92.10834384373307,11.353308155,2.40367206,1.843581927,migration,2.404041297,1de91791efe3346c,1598029824,5317.819889347766,1598032328,208,32720,0.0,0.000367947,kv_transfer,2.404041297,2,x-b8a85abb6325d9d6,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,16.68799962574003,6.941644324731428,89.85,96.79164432473142,complete,38.07998570098005
none,10000.0,0,1,0.485990006,True,180,38.12343081988999,45.24666994971027,83.21,128.45666994971026,4.520854528,0.842449737,0.34980115,migration,0.606598227,76020d5f567d9929,188743680,2489.212814662579,188744010,205,4045,0.0,0.000117048,kv_transfer,0.842568765,0,x-0f5752033471c0e7,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,9.10751800485,10.809228140388043,89.85,100.65922814038804,complete,47.23094882473999
none,10000.0,0,1,0.435404561,True,180,32.078623598819995,39.08958440217815,83.21,122.29958440217814,4.306756231,0.820535493,0.307911964,migration,0.661296518,76020d5f567d9929,0,0.0016331554311919119,135,4045,4045,13136.871810541275,0.000106799,replay,0.820643762,0,x-4f346e58a344a5f4,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,12.03424479777001,14.66439563062201,89.85,104.514395630622,complete,44.11286839659
none,5000.0,0,1,0.605851505,True,180,20.592506159640013,14.109008690335543,83.21,97.31900869033554,5.686411005,1.459437637,0.713456364,migration,0.830560545,b3257ada378878d7,188743680,1817.9915830218013,188744010,206,4046,0.0,8.9919e-05,kv_transfer,1.459528916,1,x-13edec0f931d62f4,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,9.600487219789997,6.577798572227806,89.85,96.4277985722278,complete,30.19299337943001
none,5000.0,0,1,0.607686317,True,180,25.581071701200003,24.53412106838671,83.21,107.7441210683867,5.028645411,1.042445601,0.300163871,migration,0.572197596,b3257ada378878d7,0,0.0018874598697195507,135,4046,4046,13479.303776702693,0.000225357,replay,1.042673248,1,x-f666e088442baafa,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,12.003779239230003,11.5125033295474,89.85,101.3625033295474,complete,37.58485094043
none,5000.0,0,1,0.422831546,True,180,396.8192473732002,188.54331778502916,83.21,271.75331778502914,7.229466657,2.104096375,1.600735082,migration,2.10465824,018f52a5f572d9fd,0,0.002155219272084764,567,16336,16336,10205.31141204788,0.000557145,replay,2.10465824,1,x-223cd37d9e21bb95,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,18.641400982190003,8.85721046196555,89.85,98.70721046196554,complete,415.4606483553902
none,5000.0,0,1,0.454255465,True,180,9.20529833289001,4.489188949288021,83.21,87.69918894928801,7.163765828,2.050333205,1.545300779,migration,2.050548203,018f52a5f572d9fd,792723456,3092.7332538302685,792724827,208,16336,0.0,0.000213658,kv_transfer,2.050548203,1,x-85668319537aec5a,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,14.363895804330006,7.004905216719749,89.85,96.85490521671974,complete,23.569194137220016
none,5000.0,0,1,0.568801474,True,180,15.420366860040014,4.3922174470181545,83.21,87.60221744701815,12.120271016,3.510436145,2.884135469,migration,3.481648482,261d6f327b4b12bb,1598029824,3671.8981626359373,1598032333,208,32720,0.0,0.000401045,kv_transfer,3.51083867,2,x-8d21e2ccc0773a7b,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,15.486789615560028,4.411136788452893,89.85,94.26113678845289,complete,30.90715647560004
none,5000.0,0,1,0.510480661,True,180,1028.1116255199004,203.62170189159292,83.21,286.8317018915929,13.666229659,5.048727936,4.477247569,migration,5.0,261d6f327b4b12bb,0,0.0018288,1143,32720,32720,7308.061369344394,0.000392966,replay,5.049125982,2,x-d2ead15fcd2aa3c5,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,14.112701323169986,2.7950780736074705,89.85,92.64507807360746,complete,1042.2243268430705
none,5000.0,0,1,0.387894114,True,180,11.243448302419981,8.839852364595771,83.21,92.04985236459576,5.176864256,1.271732116,0.82047626,migration,1.271904534,307826183440e1ab,390070272,2453.460828688264,390070994,205,8141,0.0,0.000170898,kv_transfer,1.271904534,0,x-207d2132f47e7dc3,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,4.888647838720019,3.8435650695777923,89.85,93.69356506957779,complete,16.13209614114
none,5000.0,0,1,0.358734392,True,180,171.82947578264998,154.35944336477297,83.21,237.56944336477298,4.980142136,1.113040719,0.643184933,migration,1.046942002,307826183440e1ab,0,0.002284749294068345,299,8141,8141,12657.323861782688,0.000135498,replay,1.113177607,0,x-c4c11f9b3d834f87,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,13.612144046580003,12.228187093400635,89.85,102.07818709340063,complete,185.44161982922998
none,5000.0,0,1,0.445058879,True,180,12.445666139200034,6.167217273823155,83.21,89.37721727382315,7.208048926,2.0176133,1.52957062,migration,2.018035945,c553e06c926441f9,792723456,3142.559770410829,792724822,210,16338,0.0,0.000420825,kv_transfer,2.018035945,0,x-8dd0a35d206d5089,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,12.907033128429998,6.3958390634265925,89.85,96.24583906342659,complete,25.35269926763003
none,5000.0,0,1,0.443843072,True,180,255.74274451865,121.95707506320714,83.21,205.16707506320714,7.275105279,2.09671014,1.587621726,migration,2.030392795,c553e06c926441f9,0,0.0024310566961010124,617,16338,16338,10290.864462508622,0.000278007,replay,2.096989817,0,x-0d7bf9e6e599d0de,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,8.839377496960008,4.215269633309816,89.85,94.06526963330981,complete,264.58212201561
none,5000.0,0,1,0.438909373,True,180,408.6309027773102,189.883140703754,83.21,273.093140703754,7.287747035,2.15146797,1.5871875,migration,2.152012555,6276adf97da9f3f4,0,0.0021077943943500826,567,16332,16332,10289.899586532782,0.000541775,replay,2.152012555,2,x-5cfff3f1e0d08667,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,15.942012035650045,7.407954939022204,89.85,97.2579549390222,complete,424.5729148129603
none,5000.0,0,1,0.44550522,True,180,7.852810512220014,3.8694910043863757,83.21,87.07949100438637,7.089517342,2.029205182,1.497913484,migration,2.029416919,6276adf97da9f3f4,792723456,3124.9363679913226,792724842,204,16332,0.0,0.000210467,kv_transfer,2.029416919,2,x-36c01e59846dcf9b,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,17.343932289930017,8.546263770421447,89.85,98.39626377042144,complete,25.19674280215003
none,5000.0,0,1,0.434388969,True,180,89.46820271800003,111.13239752178201,83.21,194.342397521782,4.364800772,0.804909685,0.308528533,migration,0.452023687,61e8e853da7a2bf1,0,0.0023892553223654406,135,4045,4045,13110.618848338414,0.000148568,replay,0.805059593,0,x-d79f3d3752b99201,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,13.695958609369999,17.01235377909471,89.85,106.8623537790947,complete,103.16416132737002
none,5000.0,0,1,0.431012957,True,180,11.888774487569997,12.032905861333447,83.21,95.24290586133344,4.481444533,0.987902049,0.47488793,migration,0.572414337,61e8e853da7a2bf1,188743680,2637.8655851172366,188744010,205,4045,0.0,0.000118609,kv_transfer,0.988021898,0,x-d9ab684916ed8937,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,5.77806251978001,5.848111799420877,89.85,95.69811179942087,complete,17.666837007350008
none,5000.0,0,1,0.341922988,True,180,103.03200840880994,91.77203883778431,83.21,174.9820388377843,5.002765906,1.122507134,0.640807553,migration,1.054868783,b8294ef4bf7bfada,0,0.0021159029786171992,279,8144,8144,12708.963809607281,0.000186088,replay,1.122694992,1,x-bc6843a4f340f784,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,6.426919874500022,5.724546666990051,89.85,95.57454666699005,complete,109.45892828330996
none,5000.0,0,1,0.3555248,True,180,5.606708518279993,4.228650605468502,83.21,87.4386506054685,5.199297144,1.325748774,0.793655675,migration,1.248026192,b8294ef4bf7bfada,390070272,2500.402356940278,390070954,208,8144,0.0,0.000135978,kv_transfer,1.325885972,1,x-0f673c7e0958f11d,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,8.697662494800001,6.559887259143579,89.85,96.40988725914357,complete,14.304371013079994
none,5000.0,0,1,0.358583585,True,180,29.402372180240008,34.6207522053889,83.21,117.83075220538889,4.208222411,0.849202562,0.310997584,migration,0.482316825,26fd82f7f36b52ff,88080384,1460.9573364976434,88080538,207,1999,0.0,6.637e-05,kv_transfer,0.849270172,1,x-e340a5604e316b6e,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,13.591393977460003,16.003616311465137,89.85,105.85361631146513,complete,42.99376615770001
none,5000.0,0,1,0.35724207,True,180,87.99094277516002,125.3343153060287,83.21,208.5443153060287,4.042549327,0.701971575,0.169229114,migration,0.461085063,26fd82f7f36b52ff,0,0.0010930737957998002,63,1999,1999,11812.388263168476,7.7129e-05,replay,0.702049894,1,x-24df069b1d0bc315,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,13.291569670280015,18.93251431824875,89.85,108.78251431824874,complete,101.28251244544003
none,5000.0,0,1,0.470635069,True,180,80.54646837092001,113.0002861549711,83.21,196.2102861549711,4.139345428,0.712706461,0.161087188,migration,0.369038139,d369942c720ecfa9,0,0.001365712501601359,63,1998,1998,12403.221043252677,9.0729e-05,replay,0.7127988,0,x-9cf704a1ab1a9b2c,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,15.087039149899999,21.16591547278138,89.85,111.01591547278137,complete,95.63350752082
none,5000.0,0,1,0.431187557,True,180,18.640661891749993,20.1556382929966,83.21,103.3656382929966,4.300819531,0.92474358,0.348805378,migration,0.419198942,d369942c720ecfa9,88080384,1680.9305401348079,88080538,206,1998,0.0,9.0999e-05,kv_transfer,0.924836099,0,x-eb9e41b591396313,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,7.261930886380003,7.852127413962464,89.85,97.70212741396246,complete,25.902592778129996
none,5000.0,0,1,0.359910573,True,180,6.875005431040008,10.575220101443719,83.21,93.78522010144371,3.957489748,0.649894328,0.164862648,migration,0.287066192,109c9dcfe0959617,0,0.001755692638302737,63,2000,2000,12131.310665348527,0.000208488,replay,0.650105186,2,x-dc7dc09b12613fb3,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,5.3227237714400015,8.187480866273233,89.85,98.03748086627323,complete,12.197729202480009
none,5000.0,0,1,0.361797284,True,180,13.825071898159992,17.12651992184901,83.21,100.336519921849,4.091970519,0.807150234,0.327036033,migration,0.529542883,109c9dcfe0959617,88080384,1330.6652333952718,88080538,208,2000,0.0,7.9889e-05,kv_transfer,0.807231823,2,x-79356b720bb4c5d4,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,16.222484473820014,20.09643823694995,89.85,109.94643823694994,complete,30.047556371980008
none,5000.0,0,1,0.403508213,True,180,9.894429091780001,13.35752833610458,83.21,96.56752833610457,4.180136029,0.740423523,0.301476946,migration,0.452447554,61fed55f5f3d6a64,0,0.0023870169933552124,135,4044,4044,13413.961013125028,0.000312327,replay,0.74073802,2,x-e568ef445b62d0d6,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,14.97590606972001,20.217547453173808,89.85,110.0675474531738,complete,24.87033516150001
none,5000.0,0,1,0.408168134,True,180,5.456887794250004,5.902544405304653,83.21,89.11254440530465,4.378879706,0.924377063,0.47251124,migration,0.656565793,61fed55f5f3d6a64,188743680,2299.772690107235,188744010,204,4044,0.0,0.000118479,kv_transfer,0.924497542,2,x-3f81ac6e66b7d9f8,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,7.107806093820006,7.688290959047251,89.85,97.53829095904725,complete,12.56469388807001
none,5000.0,0,1,0.505839916,True,180,37.47855541990003,13.808355100549932,83.21,97.01835510054993,9.354852579,2.713864526,2.167562307,migration,2.714194062,f875aa2e437236bf,1195376640,3523.3402702802023,1195378655,210,24530,0.0,0.000327986,kv_transfer,2.714194062,2,x-7d6b6069a5d802c1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,19.48649086046,7.179475901624016,89.85,97.02947590162401,complete,56.96504628036003
none,5000.0,0,1,0.487747281,True,180,667.8501462083001,197.73739984130646,83.21,280.94739984130644,10.077362108,3.376703586,2.855418517,migration,3.377459938,f875aa2e437236bf,0,0.002025190564969479,855,24530,24530,8590.68464183389,0.000753802,replay,3.377459938,2,x-4b9944ce84c1477b,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,18.171753039310058,5.380301579556459,89.85,95.23030157955645,complete,686.0218992476101
