activity,activity_output_tokens,activity_overlapped_initial_copy,activity_s,bandwidth_mbps,campaign,catch_up_cache_hit_bytes,catch_up_cache_hit_chunks,catch_up_end_ns,catch_up_kv_throughput_mbps,catch_up_kv_wire_bytes,catch_up_network_window_s,catch_up_new_tokens,catch_up_prompt_tokens,catch_up_request_s,catch_up_response_s,catch_up_s,catch_up_start_ns,catch_up_time_to_first_response_s,catch_up_validation_s,concurrency,copy_policy,current_model_time_s,idle_ns,initial_end_ns,initial_kv_throughput_mbps,initial_kv_wire_bytes,initial_network_window_s,initial_request_s,initial_response_s,initial_start_ns,initial_time_to_first_response_s,initial_validation_s,job_class,match_id,measured_activity_append_tokens,measured_kv_bytes,measured_kv_chunks,measured_processed_tokens,measured_prompt_tokens,method,move_concurrency,order,pause_start_ns,repeat,request_wait_s,requested_activity_tokens,route_switch_s,scenario_id,service_pause_s,serving_concurrency,session_id,split,success,switch_end_ns,switch_start_ns
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.6465556754936148,6821174460614528,6821174460522619,0.0017416929559360358,135,0.620086334,1.078419575,0.773977981,6821173379913666,0.304441594,0.001731902,coding,5bb27f1a108b87da,0,0,0,4046,4046,replay,1,0,6821174460529129,1,8.5399e-05,0,4.203e-05,x-4c86a64f6d12d09a,0.000128019,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821174460657148,6821174460615118
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.04340264943765,6821179805167700,6821179805083811,3263.305201982889,390070954,0.956259816,0.568543385,0.466572961,6821178793740184,0.101970424,0.013567092,coding,1649f6fe9fe15118,0,390070272,31,208,8144,kv_transfer,1,0,6821179805085151,1,8.2549e-05,0,5.245e-05,x-f498110694eaef73,0.000135409,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,train,True,6821179805220560,6821179805168110
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.133078156515335,6821185180562749,6821185180366971,0.0019865372459842213,279,1.123563127,1.121114232,0.482542509,6821184056803844,0.638571723,0.002222947,coding,1649f6fe9fe15118,0,0,0,8144,8144,replay,1,0,6821185180369341,1,0.000193408,0,0.000129969,x-8f3022f3b0b7fe54,0.000324117,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,train,True,6821185180693458,6821185180563489
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.340657640792797,6821193901109020,6821193900915922,5152.796543853545,1195378610,1.855891029,0.729747277,0.548130042,6821192045024893,0.181617235,0.016864579,coding,17172c86a6860712,0,1195376640,95,206,24526,kv_transfer,1,0,6821193900917702,0,0.000191318,0,0.000143928,x-a7712660a716d710,0.000336036,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821193901253738,6821193901109810
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,6.522001577741295,6821204501881042,6821204501472316,0.002024720748649472,855,3.378243644,3.376942588,0.527316584,6821201121756356,2.849626004,0.002248707,coding,17172c86a6860712,0,0,0,24526,24526,replay,1,0,6821204501480886,0,0.000400156,0,0.000335447,x-5fc7aada2183be6b,0.000736283,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821204502217169,6821204501881722
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821209135251718,6821209135187669,0.0016147670808379763,63,0.312119318,0.695335457,0.532345492,6821208437880682,0.162989965,0.001721103,coding,8a8f9306bc18d7e6,0,0,0,1999,1999,replay,1,0,6821209135189269,1,6.2449e-05,0,2.975e-05,x-a7cdd50d5cecebaa,9.2719e-05,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,train,True,6821209135281988,6821209135252238
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821213658978888,6821213658926409,1627.739370174233,88080538,0.4328975,0.652332844,0.536129534,6821212817102500,0.11620331,0.017567082,coding,8a8f9306bc18d7e6,0,88080384,7,207,1999,kv_transfer,1,0,6821213658927759,1,5.1129e-05,0,3.072e-05,x-fdf768c13df77c7b,8.2089e-05,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,train,True,6821213659009848,6821213658979128
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.8891310078549832,6821221205623213,6821221205315326,0.0021526021154082264,567,2.107217106,2.10479604,0.523597731,6821219098098220,1.581198309,0.00201293,coding,9763a861acbf1e26,0,0,0,16336,16336,replay,1,0,6821221205317756,1,0.000305457,0,0.000236027,x-3bcb3d0272237088,0.000542144,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,True,6821221205859900,6821221205623873
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.6920301451152233,6821228311560594,6821228311429325,3983.615714077276,792724842,1.591970509,0.719412112,0.508872061,6821226719458816,0.210540051,0.022852508,coding,9763a861acbf1e26,0,792723456,63,208,16336,kv_transfer,1,0,6821228311430685,1,0.000129909,0,9.4089e-05,x-1da234fbd87c5433,0.000224318,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,True,6821228311655003,6821228311560914
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821239406515206,6821239406305638,5637.405340367183,1598032378,2.267755865,0.809665756,0.565567015,6821237138549773,0.244098741,0.024178274,coding,dff88bf91e4bc43a,0,1598029824,127,208,32720,kv_transfer,1,0,6821239406307428,0,0.000207778,0,0.000169868,x-29d3c436c5dd0302,0.000377906,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,True,6821239406685334,6821239406515466
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.6920301451152233,6821246440398616,6821246440265207,4545.97095826719,792724832,1.395037213,0.619771093,0.497653088,6821245045227994,0.122118005,0.025189955,coding,b54bae9f8985e686,0,792723456,63,210,16338,kv_transfer,1,0,6821246440266997,0,0.000131619,0,9.1709e-05,x-006c0864ed23e91b,0.000223848,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,train,True,6821246440490845,6821246440399136
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.889672652199825,6821254139280690,6821254138956673,0.002281653749156399,567,1.988031708,2.123971641,0.531127529,6821252011968292,1.592844112,0.002395696,coding,b54bae9f8985e686,0,0,0,16338,16338,replay,1,0,6821254138959163,0,0.000321527,0,0.000236037,x-98a634537693f07a,0.000558294,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,train,True,6821254139517457,6821254139281420
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.340657640792797,6821262884599391,6821262884428813,5312.074625809471,1195378580,1.800243655,0.657236853,0.492155373,6821261084185158,0.16508148,0.031763699,coding,ed3c04fecb071001,0,1195376640,95,199,24519,kv_transfer,1,0,6821262884430103,1,0.000169288,0,0.000129349,x-99d19d693617b778,0.000298977,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,True,6821262884729080,6821262884599731
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,6.519333361734147,6821273280817058,6821273280588110,0.002072132602694167,855,3.300947049,3.329049224,0.499594817,6821269949052951,2.829454407,0.002065269,coding,ed3c04fecb071001,0,0,0,24519,24519,replay,1,0,6821273280589540,1,0.000227518,0,0.000162209,x-472ddc08c0dcdb92,0.000390077,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,True,6821273280979617,6821273280817408
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821284426504226,6821284426291178,5623.532009847668,1598032343,2.2733504,0.817047238,0.607491787,6821282152940778,0.209555451,0.031521801,coding,eefafee55fe88ecc,0,1598029824,127,206,32718,kv_transfer,1,0,6821284426292828,1,0.000211398,0,0.000169758,x-25d4bfbe3e9ed055,0.000381616,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821284426674444,6821284426504686
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821298657360925,6821298656815230,0.0018552672153787453,1143,4.928670072,5.08279501,0.612537216,6821293571329928,4.470257794,0.001762002,coding,eefafee55fe88ecc,0,0,0,32718,32718,replay,1,0,6821298656817500,1,0.000543425,0,0.000416245,x-543643027323729c,0.00096047,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821298657777970,6821298657361725
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.6463710994800087,6821303430919721,6821303430720073,0.0018215899915895333,135,0.592888633,0.77130298,0.464722571,6821302657111367,0.306580409,0.002016219,coding,874356fc98a67041,0,0,0,4044,4044,replay,1,0,6821303430722493,2,0.000197228,0,0.000100809,x-9bc10afd2aea6e9f,0.000298787,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,validation,True,6821303431021280,6821303430920471
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.7190889015988629,6821308091542702,6821308091475603,2795.83874300552,188744010,0.540071234,0.565106028,0.443932784,6821307209928766,0.121173244,0.035476991,coding,874356fc98a67041,0,188743680,15,204,4044,kv_transfer,1,0,6821308091477223,2,6.5479e-05,0,3.375e-05,x-7233364f85989294,9.9529e-05,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,validation,True,6821308091576752,6821308091543002
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.133078156515335,6821469965337667,6821469965177639,0.0018971561051943386,304,1.281918759,1.27983156,0.415504777,6821468683258880,0.864326783,0.001707543,coding,d89bb0964483627d,0,0,0,8144,8144,replay,1,0,6821469965179529,2,0.000158138,0,0.000105089,x-2d9b0d66826ec64a,0.000263867,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,validation,True,6821469965443396,6821469965338307
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.04340264943765,6821475493985129,6821475493892930,2470.7782149050104,390071029,1.262990022,0.583328757,0.392658109,6821474230902908,0.190670648,0.004153748,coding,d89bb0964483627d,0,390070272,31,208,8144,kv_transfer,1,0,6821475493894260,2,9.0869e-05,0,6.3159e-05,x-7be2123c1d292312,0.000154308,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,validation,True,6821475494048568,6821475493985409
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821489400498493,6821489399974978,0.0018051806941149998,1143,5.065420891,5.06263789,0.568892974,6821484334554087,4.493744916,0.00190069,coding,1de91791efe3346c,0,0,0,32720,32720,replay,1,0,6821489399977148,2,0.000521345,0,0.000424006,x-d19c20b9e9902a07,0.000946281,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,validation,True,6821489400923429,6821489400499423
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821500798361676,6821500798160868,5318.636779428222,1598032328,2.40367206,0.782102021,0.552721628,6821498394488808,0.229380393,0.007368505,coding,1de91791efe3346c,0,1598029824,127,208,32720,kv_transfer,1,0,6821500798162158,2,0.000199518,0,0.000168139,x-b8a85abb6325d9d6,0.000367947,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,validation,True,6821500798530105,6821500798361966
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.7190889015988629,6821505985908129,6821505985851510,2489.212814662579,188744010,0.606598227,0.569798876,0.484328503,6821505143401773,0.085470373,0.008320084,coding,76020d5f567d9929,0,188743680,15,205,4045,kv_transfer,1,0,6821505985853490,0,5.4639e-05,0,6.2199e-05,x-0f5752033471c0e7,0.000117048,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,True,6821505985970538,6821505985908339
none,0,False,0.0,10000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.646463382474758,6821510659310625,6821510659238975,0.0016331554311919119,135,0.661296518,0.818475345,0.510856218,6821509838703482,0.307619127,0.001767311,coding,76020d5f567d9929,0,0,0,4045,4045,replay,1,0,6821510659240445,0,7.018e-05,0,3.6139e-05,x-4f346e58a344a5f4,0.000106799,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,True,6821510659347244,6821510659311105
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.7190889015988629,6821676878935161,6821676878877092,1817.9915830218013,188744010,0.830560545,0.983940879,0.741699176,6821675419439455,0.242241703,0.004282097,coding,b3257ada378878d7,0,188743680,15,206,4046,kv_transfer,1,0,6821676878878452,1,5.6709e-05,0,3.288e-05,x-13edec0f931d62f4,8.9919e-05,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821676878968371,6821676878935491
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,1.6465556754936148,6821682220391103,6821682220248005,0.0018874598697195507,135,0.572197596,1.040198773,0.740357429,6821681177802404,0.299841344,0.001924301,coding,b3257ada378878d7,0,0,0,4046,4046,replay,1,0,6821682220250295,1,0.000140808,0,8.3929e-05,x-f666e088442baafa,0.000225357,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,True,6821682220475652,6821682220391723
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.8891310078549832,6821689953294652,6821689952957775,0.0021557947886298692,567,2.104096375,2.10158771,0.501397503,6821687848861400,1.600190207,0.00196379,coding,018f52a5f572d9fd,0,0,0,16336,16336,replay,1,0,6821689952962495,1,0.000332157,0,0.000223928,x-223cd37d9e21bb95,0.000557145,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,True,6821689953519640,6821689953295712
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.6920301451152233,6821697417764476,6821697417642577,3093.0575579299566,792724827,2.050333205,0.644586389,0.499246525,6821695367309372,0.145339864,0.005785901,coding,018f52a5f572d9fd,0,792723456,63,208,16336,kv_transfer,1,0,6821697417643917,1,0.000120559,0,9.2569e-05,x-85668319537aec5a,0.000213658,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,True,6821697417857575,6821697417765006
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821709731468594,6821709731245957,3672.322732122314,1598032333,3.481245957,0.834076651,0.618718453,6821706220809812,0.215358198,0.007582223,coding,261d6f327b4b12bb,0,1598029824,127,208,32720,kv_transfer,1,0,6821709731247437,2,0.000221157,0,0.000179498,x-8d21e2ccc0773a7b,0.000401045,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,validation,True,6821709731648482,6821709731468984
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,,6821723785339949,6821723785119782,0.0018288,1143,5.0,5.046752616,0.570025182,6821718736391846,4.476727434,0.001455185,coding,261d6f327b4b12bb,0,0,0,32720,32720,replay,1,0,6821723785124862,2,0.000215087,0,0.000177609,x-d2ead15fcd2aa3c5,0.000392966,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,validation,True,6821723785517828,6821723785340219
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.04340264943765,6821729449869708,6821729449765539,2453.79346227032,390070994,1.271732116,0.569570306,0.438810393,6821728178033423,0.130759913,0.012445463,coding,307826183440e1ab,0,390070272,31,205,8141,kv_transfer,1,0,6821729449767059,0,0.000102649,0,6.7829e-05,x-207d2132f47e7dc3,0.000170898,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,True,6821729449937957,6821729449870128
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.132620120399743,6821734816180266,6821734816098717,0.002284749294068345,299,1.046942002,1.111425565,0.46843745,6821733703057998,0.642988115,0.001418336,coding,307826183440e1ab,0,0,0,8141,8141,replay,1,0,6821734816100107,0,8.0159e-05,0,5.5079e-05,x-c4c11f9b3d834f87,0.000135498,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,True,6821734816235605,6821734816180526
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.6920301451152233,6821742215726373,6821742215395127,3143.218066613657,792724822,2.0176133,0.635543621,0.475385069,6821740197781827,0.160158552,0.012657611,coding,c553e06c926441f9,0,792723456,63,210,16338,kv_transfer,1,0,6821742215396947,0,0.000329426,0,9.0979e-05,x-8dd0a35d206d5089,0.000420825,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,train,True,6821742215817772,6821742215726793
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.889672652199825,6821749816478413,6821749816317345,0.0024310566961010124,617,2.030392795,2.094416574,0.507406771,6821747719607205,1.587009803,0.001681643,coding,c553e06c926441f9,0,0,0,16338,16338,replay,1,0,6821749816319015,0,0.000159398,0,0.000118009,x-0d7bf9e6e599d0de,0.000278007,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,train,True,6821749816597022,6821749816479013
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,3.8880480118175313,6821757489631253,6821757489321866,0.0021083279245844404,567,2.15146797,2.148945867,0.562295731,6821755337853896,1.586650136,0.001984739,coding,6276adf97da9f3f4,0,0,0,16332,16332,replay,1,0,6821757489324676,2,0.000306577,0,0.000234538,x-5cfff3f1e0d08667,0.000541775,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,validation,True,6821757489866451,6821757489631913
none,0,False,0.0,5000.0,serial_crossover,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,1,initial_final,2.6920301451152233,6821764896778052,6821764896657274,3125.262438837986,792724842,2.029205182,0.649172396,0.514939307,6821762867452092,0.134233089,0.016352391,coding,6276adf97da9f3f4,0,792723456,63,204,16332,kv_transfer,1,0,6821764896658544,2,0.000119508,0,9.0509e-05,x-36c01e59846dcf9b,0.000210467,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,validation,True,6821764896869011,6821764896778502
