connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
722f6822287bde2e,kv,5549083316701805,5549083317964571,0,0
a351d557a7695d31,api,5549083317071200,5549083318048570,0,0
f61ab149e4855be8,api,5549098046481215,5549100622280629,25919,12077
0003c0c06552756a,api,5549100752143297,5549101724488266,26067,12809
29302fb7fb304aa3,api,5549101858396760,5549105343387854,35762,8389
837cee27ff4db569,api,5549105465497069,5549106110482781,35910,8389
fcf6cc8587661de8,api,5549106244518663,5549110497274087,40230,9333
02868471f239f33d,api,5549110623079580,5549111357020955,40378,9333
09d795ea016ee4c4,api,5549111485995904,5549114571034976,32058,9333
6ec4b1661226cfe3,api,5549114698449132,5549115757305641,32206,13753
14abd2cd2a15baf5,api,5549115963020338,5549118275300057,26035,29973
b8a2859477da934f,api,5549118276811622,5549118853245445,35878,7182
f40211534e1e1b9e,api,5549118854065247,5549119887276211,40346,13016
03273a26290983bd,api,5549119888167362,5549121301258735,32174,18169
