connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
877833f69a97ccfe,kv,5574161450760373,5574161452351286,0,0
71c052916183727c,api,5574161451462005,5574161452415355,0,0
c8b10c0e951c96e8,api,5574179676189436,5574234766693138,40179,9333
24c522c6206ad117,api,5574234894488697,5574235649432503,40327,9333
919141b6f44450d4,api,5574179675467124,5574270329352928,29397,29130
989d50761a280eb4,api,5574235751469705,5574270376028860,43361,8389
67319f0b7e496e66,api,5574270466248459,5574271622274783,29545,13753
5c8015416ce9fe0c,api,5574270549339048,5574299876281926,43509,20382
c224a9a6372611cb,api,5574271725242317,5574300059347783,35711,8389
1784d1dde351dd3b,api,5574300158469801,5574300808981678,35859,8389
9caa4204e2fd52a5,api,5574300917105654,5574301513344385,29564,7642
879459c0b1eb1da9,api,5574301514153645,5574302530125255,40346,13016
da5a955c175b7fa1,api,5574302531248962,5574304321325519,43528,22854
7889f732cd04e540,api,5574304322674114,5574305078180278,35878,9374
