workload,seed,axis,solver,methods,arrival,service,kv,bandwidth_gbps,migration_s,source_replicas,sink_replicas,sessions,sessions_landed,all_sessions_landed,initial_source_w,source_w_shed,power_shortfall_w,replay_moves,kv_moves,mode,failure,bottleneck,migration_makespan_s,packing_repairs,runtime_s,evidence_status,extrapolation_reasons,in_domain_fraction
interactive_coding,0,reference,lp,replay+kv_transfer,1,0,0,10,115,65,65,10000,3792,False,15433.231480658593,2753.0957310140166,7847.465539035055,3792,0,emergency,target_unmet,source:source-28,114.94499787045535,16,39.997952667064965,unsupported_extrapolation,context,0.0
interactive_coding,0,reference,greedy,replay+kv_transfer,1,0,0,10,115,65,65,10000,1671,False,15433.231480658593,1964.2761778430086,8636.285092206064,1671,0,emergency,target_unmet,source:source-0,114.62384293607825,16,17.87510966695845,unsupported_extrapolation,context,0.0
