catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,session_id,token_distribution
,,interactive_coding-uniform_support-30s,interactive_coding,18944,10.538027475,nan,0.472233952,5,11.010261427,f922724db4402b65,kv_transfer,4.027350674,0.002208084,3.866164948,0,queue_haul,4.027352924,4.027885418,3.868373032,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.002208084,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,18944,12.510871179,nan,0.48514349,5,12.996014669,f922724db4402b65,kv_transfer,4.093820421,0.003444269,3.865049642,1,queue_haul,4.093822551,4.094082638,3.868493911,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.003444269,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,18944,15.156319705,nan,0.529326871,5,15.685646576,f922724db4402b65,kv_transfer,5.052482459,0.004618136,4.849008413,2,queue_haul,5.052484399,5.052800326,4.853626549,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.004618136,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,31488,11.143271536,nan,0.540685763,5,11.683957299,f922724db4402b65,kv_transfer,7.585011735,0.00601509,7.427082105,3,queue_haul,7.585013395,7.585411891,7.433097195,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.00601509,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,31488,11.83260966,nan,0.483730323,5,12.316339983,f922724db4402b65,kv_transfer,6.383689516,0.006961519,6.179774434,4,queue_haul,6.383691256,6.384115082,6.186735953,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.006961519,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,31488,13.193490656,nan,0.480512704,5,13.67400336,f922724db4402b65,kv_transfer,9.17701506,0.008025036,8.971711924,5,queue_haul,9.17701718,9.177397656,8.97973696,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.008025036,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,31488,13.862455073,nan,0.48196148,5,14.344416553,f922724db4402b65,kv_transfer,10.536821676,0.008885176,10.36982305,6,queue_haul,10.536824116,10.537204053,10.378708226,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.008885176,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,18944,14.491422299,nan,0.477714751,5,14.96913705,f922724db4402b65,replay,4.010839466,0.009585988,3.816633944,7,queue_haul,4.010843496,4.014750141,3.826219932,30,12bbd4d8a68c7a76,p-4d3c38b728e50503,0.009585988,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,18944,16.870334236,-0.024988548,0.457241243,5,17.327575479,f922724db4402b65,kv_transfer,2.379369809,0.000982523,2.155017092,0,kv_only,2.379375229,2.379823546,2.155999615,30,12bbd4d8a68c7a76,p-d9cb22596b3c04fe,0.000982523,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_support
,,interactive_coding-uniform_support-30s,interactive_coding,18944,12.295763518,0.022552952999999987,0.483415756,5,12.779179274,f922724db4402b65,kv_transfer,3.038607903,0.002047976,2.860688589,1,kv_only,3.038609423,3.039565817,2.862736565,30,12bbd4d8a68c7a76,p-d9cb22596b3c04fe,0.002047976,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_support
