scenario_id,match_id,sample_id,episode,policy,context_profile,token_distribution,deadline_s,committed_by_deadline,committed_before_power_window,power_attainment_fraction
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,5.0,3,0,0.05240452377690557
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,5.25,3,0,0.06503612300863941
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,5.5,3,0,0.07766772224037308
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,5.75,3,0,0.09029932147210656
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,6.0,4,0,0.10811989734737654
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,6.25,4,0,0.1261408072439932
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,6.5,4,0,0.14416171714061005
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,6.75,4,0,0.16218262703722672
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,7.0,5,0,0.18282845616229296
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,7.25,5,0,0.2070413631379935
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,7.5,5,0,0.23125427011369426
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,7.75,5,0,0.2554671770893948
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,8.0,5,0,0.2796800840650952
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,8.25,5,0,0.30389299104079576
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,8.5,6,0,0.3336540785004841
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,8.75,6,1,0.3649617859437918
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,9.0,6,2,0.3898141500521065
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,9.25,6,2,0.41332401600128144
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,9.5,6,3,0.43216026117904477
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,9.75,7,3,0.4568745382497531
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,10.0,7,3,0.4841273718544839
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,10.25,7,3,0.5113802054592147
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,10.5,7,3,0.5386330390639453
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,10.75,7,3,0.5658858726686763
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,11.0,8,4,0.597013991279582
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,11.25,8,4,0.6289930813829654
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,11.5,8,4,0.6609721714863486
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,11.75,8,4,0.6929512615897319
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,12.0,8,5,0.7223054324646655
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,12.25,8,5,0.748092525488965
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,12.5,8,5,0.7738796185132645
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,12.75,8,5,0.7996667115375637
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,13.0,8,5,0.825453804561863
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,13.25,8,5,0.8512408975861627
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,13.5,8,6,0.8714798101264744
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,13.75,8,6,0.8900679331284749
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,14.0,8,6,0.908656056130475
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,14.25,8,6,0.9272441791324754
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,14.5,8,6,0.9458323021344757
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,14.75,8,7,0.9584864258320335
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,15.0,8,7,0.968601992995569
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,15.25,8,7,0.9787175601591046
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,15.5,8,7,0.9888331273226401
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,15.75,8,7,0.9989486944861756
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,16.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,16.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,16.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,16.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,17.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,17.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,17.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,17.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,18.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,18.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,18.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,18.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,19.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,19.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,19.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,19.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,20.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,20.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,20.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,20.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,21.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,21.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,21.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,21.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,22.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,22.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,22.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,22.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,23.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,23.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,23.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,23.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,24.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,24.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,24.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,24.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,25.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,25.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,25.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,25.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,26.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,26.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,26.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,26.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,27.0,8,8,1
