scenario_id,match_id,sample_id,episode,policy,context_profile,token_distribution,deadline_s,committed_by_deadline,committed_before_power_window,power_attainment_fraction
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,27.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,27.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,27.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,28.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,28.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,28.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,28.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,29.0,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,29.25,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,29.5,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,29.75,8,8,1
p-0a29262ea34ca70b,ca63adaab26df403,fd9afaa8926d1424,8,greedy,agentic_tool_loop,uniform_support,30.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,5.0,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,5.25,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,5.5,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,5.75,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,6.0,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,6.25,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,6.5,0,0,0
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,6.75,1,0,0.002386282897922856
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,7.0,1,0,0.00610792033006933
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,7.25,1,0,0.009829557762215623
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,7.5,2,0,0.015591880727214515
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,7.75,2,0,0.023493891776039517
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,8.0,2,0,0.03139590282486452
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,8.25,3,0,0.0434192650598772
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,8.5,6,0,0.06018942233861881
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,8.75,6,0,0.0916012993366184
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,9.0,6,0,0.12301317633461815
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,9.25,6,0,0.1544250533326179
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,9.5,6,0,0.18583693033061752
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,9.75,6,0,0.21724880732861726
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,10.0,6,0,0.24866068432661703
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,10.25,7,0,0.28537446902364305
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,10.5,8,0,0.3333161214924768
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,10.75,8,0,0.3833161214924767
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,11.0,8,0,0.4333161214924767
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,11.25,8,0,0.48331612149247677
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,11.5,8,0,0.5333161214924768
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,11.75,8,1,0.5809298385945539
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,12.0,8,1,0.6272082011624075
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,12.25,8,1,0.6734865637302611
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,12.5,8,2,0.7177242407652621
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,12.75,8,2,0.7598222297164373
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,13.0,8,2,0.8019202186676124
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,13.25,8,3,0.8398968564325998
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,13.5,8,6,0.8731266991538581
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,13.75,8,6,0.8917148221558585
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,14.0,8,6,0.9103029451578588
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,14.25,8,6,0.9288910681598591
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,14.5,8,6,0.9474791911618593
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,14.75,8,6,0.9660673141638596
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,15.0,8,6,0.9846554371658599
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,15.25,8,7,0.9979416524688339
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,15.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,15.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,16.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,16.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,16.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,16.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,17.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,17.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,17.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,17.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,18.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,18.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,18.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,18.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,19.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,19.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,19.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,19.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,20.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,20.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,20.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,20.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,21.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,21.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,21.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,21.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,22.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,22.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,22.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,22.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,23.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,23.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,23.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,23.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,24.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,24.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,24.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,24.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,25.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,25.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,25.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,25.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,26.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,26.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,26.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,26.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,27.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,27.25,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,27.5,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,27.75,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,28.0,8,8,1
p-0c3590a1fc2598b9,9946418ff6581b03,e6db774a16eb5652,10,greedy,agentic_tool_loop,uniform_range,28.25,8,8,1
