commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,required_deadline_s,sample_id,scenario_id,status,token_distribution
10.775982367,5.759293119,10.775982367,8,agentic_tool_loop-uniform_support-30s,agentic_tool_loop,180,8,ca63adaab26df403,True,8,greedy,10.391822331,5.300678351,10.391822331,30,fd9afaa8926d1424,p-0a29262ea34ca70b,complete,uniform_support
10.939895001,5.831242803,10.939895001,8,agentic_tool_loop-uniform_support-30s,agentic_tool_loop,180,8,ca63adaab26df403,True,8,queue_haul,10.512828421,5.340441123,10.512828421,30,fd9afaa8926d1424,p-2e7f3d47358c6c33,complete,uniform_support
10.832924534,5.992302178,10.832924534,8,agentic_tool_loop-uniform_support-30s,agentic_tool_loop,180,8,ca63adaab26df403,True,8,kv_only,10.350926145,5.339484588,10.350926145,30,fd9afaa8926d1424,p-7e37350d2e12b0ab,complete,uniform_support
32.265592824,31.966915518,32.265592824,8,agentic_tool_loop-uniform_support-30s,agentic_tool_loop,180,8,ca63adaab26df403,True,8,replay_only,32.079443003,31.778641437,32.079443003,30,fd9afaa8926d1424,p-333fd6a91adabb54,complete,uniform_support
12.990332285,12.989379624,12.990332285,8,coding-uniform_range-30s,coding,180,2,6c8b904b17d5a3ee,True,8,queue_haul,10.739863883,10.694528416,10.739863883,30,9335a2900d9a02eb,p-8c3666f8e0a377d8,complete,uniform_range
35.922845121,35.641312438,35.922845121,8,coding-uniform_range-30s,coding,180,2,6c8b904b17d5a3ee,True,8,replay_only,35.729036544,35.472411304,35.729036544,30,9335a2900d9a02eb,p-9da2adec1f3d51eb,complete,uniform_range
13.975182315,13.830500087,13.975182315,8,coding-uniform_range-30s,coding,180,2,6c8b904b17d5a3ee,True,8,greedy,12.184235447,11.192520449,12.184235447,30,9335a2900d9a02eb,p-5515ecfc6dbab106,complete,uniform_range
14.678673025,9.188393879,14.678673025,8,coding-uniform_range-30s,coding,180,2,6c8b904b17d5a3ee,True,8,kv_only,14.018950056,8.356920029,14.018950056,30,9335a2900d9a02eb,p-5b9d4dc661090c16,complete,uniform_range
15.103118255,14.882925459,15.103118255,8,coding-uniform_range-30s,coding,180,3,8f7112a529663e30,True,8,greedy,12.327734555,12.010899591,12.327734555,30,7d9fcedc37a63700,p-897af9283866e855,complete,uniform_range
15.309946631,9.023238966,15.309946631,8,coding-uniform_range-30s,coding,180,3,8f7112a529663e30,True,8,kv_only,14.581325997,8.178868091,14.581325997,30,7d9fcedc37a63700,p-939c9d36a0d6d340,complete,uniform_range
13.549209762,12.257298504,13.549209762,8,coding-uniform_range-30s,coding,180,3,8f7112a529663e30,True,8,queue_haul,12.881455187,9.653370173,12.881455187,30,7d9fcedc37a63700,p-5fba5d14419ba316,complete,uniform_range
36.398160578,36.002225479,36.398160578,8,coding-uniform_range-30s,coding,180,3,8f7112a529663e30,True,8,replay_only,36.211100733,35.814320412,36.211100733,30,7d9fcedc37a63700,p-95d40d2ca0e6a2bb,complete,uniform_range
