phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,294.90383333333335
baseline,1,240,240,1.0,82.98366666666668
drain,0,363,363,1.0,98.1039393939394
drain,1,363,363,1.0,300.238126721763
post,0,240,240,1.0,88.19083333333333
post,1,240,240,1.0,351.2318333333334
