dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,9.081095457077026,9.213380575180054,12.34808611869812,3.134639024734497,2.5987625122070312e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,7.987414836883545,7.987414836883545,7.987506628036499,3.647804260253906e-05,1.239776611328125e-05
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,2.7746384143829346,2.7746384143829346,2.7747390270233154,5.888938903808594e-05,5.245208740234375e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,R,1.713829755783081,1.713829755783081,1.7138848304748535,2.0265579223632812e-05,5.0067901611328125e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,8.462871074676514,8.462871074676514,9.69454050064087,1.2316114902496338,2.3365020751953125e-05
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,8.197193145751953,8.364742994308472,8.448105573654175,0.08330464363098145,1.7881393432617188e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,2.8773274421691895,2.8773274421691895,2.936750650405884,0.059295654296875,2.2172927856445312e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.0138096809387207,3.0138096809387207,3.014010190963745,0.00012254714965820312,1.52587890625e-05
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.322561502456665,3.462282180786133,3.4623820781707764,3.62396240234375e-05,5.7220458984375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,2.3452260494232178,2.3452260494232178,3.7572848796844482,1.4119508266448975,4.029273986816406e-05
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,4.102121353149414,4.181024789810181,6.414679765701294,2.233614206314087,1.1682510375976562e-05
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,7.624888896942139,7.624888896942139,7.625018358230591,1.811981201171875e-05,6.4373016357421875e-06
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,7.8424460887908936,7.998433589935303,7.998631000518799,1.8358230590820312e-05,4.0531158447265625e-06
