bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,5.65625323043163,266.0035,20
0,0.0,5.0,1,sink,0,84.3205,20
1,5.0,10.0,0,source,5.65625323043163,256.32700000000006,20
1,5.0,10.0,1,sink,0,84.3635,20
2,10.0,15.0,0,source,5.65625323043163,207.7255,20
2,10.0,15.0,1,sink,0,84.37,20
3,15.0,20.0,0,source,5.65625323043163,197.8195,20
3,15.0,20.0,1,sink,0,84.57700000000001,20
4,20.0,25.0,0,source,5.65625323043163,210.72600000000003,20
4,20.0,25.0,1,sink,0,84.4885,20
5,25.0,30.0,0,source,5.65625323043163,204.56,20
5,25.0,30.0,1,sink,0,84.453,20
6,30.0,35.0,0,source,5.65625323043163,176.77849999999998,20
6,30.0,35.0,1,sink,0,84.939,20
7,35.0,40.0,0,source,5.65625323043163,191.775,20
7,35.0,40.0,1,sink,0,129.41049999999998,20
8,40.0,45.0,0,source,4.242027108808423,166.57999999999998,20
8,40.0,45.0,1,sink,1.4142261216232068,84.9195,20
9,45.0,50.0,0,source,4.234527108808423,190.66049999999998,20
9,45.0,50.0,1,sink,1.4217261216232069,173.303,20
10,50.0,55.0,0,source,4.084971254275838,170.0765,20
10,50.0,55.0,1,sink,1.5712819761557917,115.7435,20
11,55.0,60.0,0,source,4.084971254275838,178.048,20
11,55.0,60.0,1,sink,1.5712819761557917,136.00500000000002,20
12,60.0,65.0,0,source,3.334971254275838,153.09050000000002,20
12,60.0,65.0,1,sink,2.3212819761557917,106.70599999999999,20
13,65.0,70.0,0,source,3.0035012130544905,162.96,20
13,65.0,70.0,1,sink,2.6527520173771393,117.59999999999998,20
14,70.0,75.0,0,source,2.9960012130544906,139.68299999999996,20
14,70.0,75.0,1,sink,2.660252017377139,170.06,20
15,75.0,80.0,0,source,2.988501213054491,153.9335,20
15,75.0,80.0,1,sink,2.667752017377139,171.9365,20
16,80.0,85.0,0,source,2.988501213054491,148.56350000000003,20
16,80.0,85.0,1,sink,2.667752017377139,150.5865,20
17,85.0,90.0,0,source,2.5394878054205896,126.66600000000001,20
17,85.0,90.0,1,sink,3.11676542501104,166.61949999999996,20
18,90.0,95.0,0,source,1.8887274073676403,142.39894736842106,19
18,90.0,95.0,1,sink,3.7675258230639894,99.39000000000001,19
19,95.0,100.0,0,source,1.8887274073676403,104.1935,20
19,95.0,100.0,1,sink,3.7675258230639894,94.011,20
20,100.0,105.0,0,source,1.340371917203771,133.4475,20
20,100.0,105.0,1,sink,4.315881313227859,187.9025,20
21,105.0,110.0,0,source,1.340371917203771,129.01000000000002,20
21,105.0,110.0,1,sink,4.315881313227859,107.8095,20
22,110.0,115.0,0,source,0.6599598821672146,97.41,20
22,110.0,115.0,1,sink,4.996293348264415,158.6915,20
23,115.0,120.0,0,source,0.6599598821672146,108.104,20
23,115.0,120.0,1,sink,4.996293348264415,96.00999999999999,20
24,120.0,125.0,0,source,0.6599598821672146,102.63799999999999,20
24,120.0,125.0,1,sink,4.996293348264415,145.62150000000003,20
25,125.0,130.0,0,source,0.6599598821672146,115.061,20
25,125.0,130.0,1,sink,4.996293348264415,146.45049999999998,20
26,130.0,135.0,0,source,0.6599598821672146,119.18799999999999,20
26,130.0,135.0,1,sink,4.996293348264415,131.7695,20
27,135.0,140.0,0,source,0.6599598821672146,136.781,20
27,135.0,140.0,1,sink,4.996293348264415,153.4785,20
28,140.0,143.38156127929688,0,source,0.6599598821672146,120.60857142857142,14
28,140.0,143.38156127929688,1,sink,4.996293348264415,158.525,14
