phase,gpu,samples,power_mean_w
baseline,0,120,234.0411666666667
baseline,1,120,84.04291666666667
drain,0,201,162.22004975124378
drain,1,201,132.52587064676615
post,0,120,141.39683333333332
post,1,120,138.38875000000002
