connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
f23bd716aa358be3,api,,5895367751146909,5895367758115663,0,0
bb70131bc9280588,kv,c8eb8692722ae09590227507b1e7c20796f0c0f70c6c9d387ba2ddef6a03b600,5895375414893678,5895375416192836,186,36
12d2a5a48f45f9d4,kv,7fce424de3654453d08f89883c8b9ce42bd4377cc32cafaccb12b90889cce076,5895375416556703,5895375417016739,186,36
533954d7ca1f9247,kv,9b7d79f9c6e7b9655f3f9311ca93ea1fab64ae4d1367bb7c5c36890d5fb5c25f,5895375417245797,5895375419768524,186,36
68204f6946577236,kv,306354b8704559097c2a2fabaa0ccd73750185cd1fd686b016a1f527681808b6,5895375420081731,5895375420702155,186,36
3397643ac07a67c1,kv,fe2ce174c128821bc90d7f8f93884fc32726284acd43e2d198c2602987c8e242,5895375421029492,5895375422603448,186,36
02558109c4709161,kv,6cf4a2f3ba46179846560529c57a1e74f1d66afe23c8f6e2ac3bdf6c49a2d154,5895375422854796,5895375423575949,186,36
20bf5add8204d5ab,kv,07df15b0d50bc37c434eeafd67fe57290fbb8010901dba35228e084b3595bbf9,5895375423891506,5895375425468262,186,36
03a7d2dfce132903,kv,83e8b920aba98c326511269155ba24d9872a7f22797b0adb83a232b493255be7,5895375425718390,5895375426222985,186,36
5752217b7c99dab9,kv,70c47cdc5756e65635b8a6ebb925382d000afeb117b74ff082cc1ae2c2ca5862,5895375426424883,5895375428065148,186,36
813282571d1077b7,kv,421c892ec4e2fbc923c300607b4e4b04988d8a48724af08cc06310f00859ddb7,5895375428283656,5895375428733082,186,36
b2a991c562410ecd,kv,e34a86936d6de81bae2309aa97bf9cc20f8610eb03d62a20910a63d584e39a6b,5895375428930701,5895375431062501,186,36
30bc3a39982a86b3,kv,9adff130d1d5087ee328b6eac85c7c6acf6dd77d0987f4f7a2a2552bcc39ec9f,5895375431278849,5895375431718165,186,36
04fa3dcdbd9167d2,kv,090e44550efe020f58c07fae436b1f6d6d547e7ea5f8134ce5d490ea38e704bf,5895375431914323,5895375432368599,186,36
8864d6e60b9b5f55,kv,a30a7b2f9db23305ca5399867d62a497f64b3aa50255cd615e27db624445ba2c,5895375432560268,5895375434085934,186,36
a047e9575a1e0a14,kv,414b9ca19a803b42c7382dbcd49c2eb0bbebed6f698576171fbb6120d5daea62,5895375434270612,5895375434751248,186,36
da78f4759ebeb8ae,kv,6c65a5d0c2fbb611d4599fbd330cbfad071775d3b28d13f4c76ceb6462319fac,5895375434961946,5895375436898718,186,36
a173afa8565ec42d,kv,0fe7b6c7f6ff64bda10891cfe96464887b3084907f9f8511cf3ad3ea5dcbf208,5895375437102656,5895375437636322,186,36
de03afd54d049495,kv,0a836bf7b75b1f66d328b21acab279fed31c21db4cac35b02e7c4eefdaf85eca,5895375437827200,5895375438324325,186,36
f07da75cfe6743d2,kv,19e66c20cbb0840f4b79834cc5dd1f1162c088147756f0668f4706175ab53100,5895375438504034,5895375440506815,186,36
b5203c282bbd8bee,kv,04195b11823938ba62b27ae6d1b6bd37e5e18b91239a80c44b841f981a07891d,5895375440718674,5895375441228189,186,36
47f17d0cc0d10a12,kv,a512367eb6c2d8fbc41aa5fe5421732daa20badc9d5feed6caae0647d1ad4d33,5895375441403667,5895375442977713,186,36
04e128e8b3e8067e,kv,e6bb0fccb0f24ea99509a0cc02950696fb58fee292d61bee33079beedb949192,5895375443207881,5895375443697097,186,36
8e6c54038f1c47f8,kv,f2575e16049ed87659a341bced5d5c0cfffe3c0582c3fdb6a0d80303262d0d0a,5895375443885915,5895375444386890,186,36
e154964134477036,kv,855d6c9d866211dd69b37b72793d3de79161f4b504f6c09aa505418edd7c34ff,5895375444580459,5895375446435112,186,36
da0bf4bc18a2f166,kv,6069b9ff16b552ed501d6e4bcc3d07058ba92d7bfa7f7f4980f95b06ca8c412f,5895375446605010,5895375447088756,186,36
f71a2b007236fd52,kv,38203907a4f0d13b221a593410c022f726068f9e72bcc2714843f24f85129f56,5895375447261724,5895375447743220,186,36
2606ea938eed8657,kv,704ca3c6de39463d1bc1c255f8014d4d4a110dc18fffc900f83d35d495e47658,5895375447902798,5895375449910140,186,36
f185f5b02943a42a,kv,d64654809682b4546a1ad59fab12239ecd1557046fbe8af6d159d5c3107cefc1,5895375450124318,5895375450638944,186,36
62ca96a39b8f0445,kv,c3c9f7f5e32e2836819ad2040de5a9d26efe78b10b1cdca6d156040ceda7527e,5895375450806052,5895375452476047,186,36
