dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,committed,0.003627777099609375,0.9029319286346436,0.04309558868408203,0.9460275173187256,0.9030320644378662,1.5708885192871094,1.571180820465088,0.05365920066833496,0.610816240310669
1,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,committed,0.9068608283996582,0.6205875873565674,0.556976318359375,1.1775639057159424,1.5240004062652588,5.225723743438721,5.226046562194824,2.0461583137512207,1.6523199081420898
2,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,committed,1.5710997581481934,0.47641777992248535,0.07942962646484375,0.5558474063873291,2.042989492416382,4.668524742126465,4.66882848739624,1.3177261352539062,1.3034138679504395
3,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,committed,2.0480399131774902,0.7273249626159668,1.2158997058868408,1.9432246685028076,2.7720539569854736,3.99153733253479,3.991722583770752,3.4332275390625e-05,1.2161853313446045
4,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,committed,3.9920549392700195,0.5967214107513428,0.05366396903991699,0.6503853797912598,4.585040807723999,5.279627799987793,5.280252456665039,2.0265579223632812e-05,0.6913421154022217
5,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,committed,5.279985427856445,0.6534116268157959,0.04819202423095703,0.7016036510467529,5.929913520812988,5.982019424438477,5.982336521148682,4.482269287109375e-05,0.04870462417602539
