scenario_id,match_id,method,repeat,migrated_sessions,pre_load,post_load,pre_window_power_w,post_window_power_w,requested_shed_w,predicted_shed_w,measured_shed_w,predicted_percent,measured_percent,legacy_predicted_shed_w,model,model_P0_w,model_delta_p_w,model_a_per_prefill_tps,model_b_per_decode_tps,predicted_pre_power_w,predicted_post_power_w
pv-9024bd81571d0b6d,power-01-b6455b687844b7e4-n2,queue_haul,1,2,0.4,0.30000000000000004,153.64479268908804,127.02668239443797,16.284840984758304,16.284840984758304,26.618110294650066,30.283800896641836,49.49987249875493,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-95dd2606a8b93a20,power-01-b6455b687844b7e4-n2,replay_only,1,2,0.4,0.30000000000000004,141.35206775207803,128.443363073608,16.284840984758304,16.284840984758304,12.90870467847003,30.283800896641836,24.005431964746773,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-cf82c076e76ae3c4,power-01-b6455b687844b7e4-n2,kv_only,1,2,0.4,0.30000000000000004,138.06585350725203,127.29731196286802,16.284840984758304,16.284840984758304,10.768541544384007,30.283800896641836,20.025517497073754,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-67ba823013240ef4,power-01-b6455b687844b7e4-n2,isolated_fastest,1,2,0.4,0.30000000000000004,151.2964729252,127.787359343526,16.284840984758304,16.284840984758304,23.509113581673986,30.283800896641836,43.718284730584365,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-e0a41cb9cacc5948,power-02-3a515af4dffc7733-n6,queue_haul,2,6,0.4,0.1,136.60999031634202,102.04464647342999,37.896692687221275,37.896692687221275,34.56534384291203,70.47387794914135,64.2787971858264,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-6638a1a5660d1776,power-02-3a515af4dffc7733-n6,replay_only,2,6,0.4,0.1,152.458298031938,102.113626791308,37.896692687221275,37.896692687221275,50.34467124063001,70.47387794914135,93.62252916593386,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-e39e0a7165990c0c,power-02-3a515af4dffc7733-n6,kv_only,2,6,0.4,0.1,141.27142750058002,104.75801929955601,37.896692687221275,37.896692687221275,36.513408201024006,70.47387794914135,67.90147874655662,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-b5122fff10bfdfbc,power-02-3a515af4dffc7733-n6,greedy,2,6,0.4,0.1,146.42280659199398,102.38085477347998,37.896692687221275,37.896692687221275,44.04195181851399,70.47387794914135,81.90179451059379,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-6be37f848e029e8a,power-02-3a515af4dffc7733-n6,queue_haul_deadline_blind,2,6,0.4,0.1,166.85705549531798,100.40629775197199,37.896692687221275,37.896692687221275,66.45075774334599,70.47387794914135,123.57391262303061,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-0b18479e9d5d93e9,power-02-3a515af4dffc7733-n6,isolated_fastest,2,6,0.4,0.1,151.215068315176,100.224149095964,37.896692687221275,37.896692687221275,50.99091921921202,70.47387794914135,94.82431216962128,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-468dfe618b83b1e6,power-02-3a515af4dffc7733-n6,queue_haul_power_blind,2,6,0.4,0.1,132.895871174482,99.96529194777202,37.896692687221275,37.896692687221275,32.930579226709995,70.47387794914135,61.23873764847672,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-98c2c7515fd55c1a,power-03-3c2f94941cabfb0f-n6,greedy,3,6,0.4,0.1,150.64856701316003,100.608734062052,37.896692687221275,37.896692687221275,50.03983295110804,70.47387794914135,93.05564232471775,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-14119dffc19a457a,power-03-3c2f94941cabfb0f-n6,replay_only,3,6,0.4,0.1,140.48756357616602,101.225739288856,37.896692687221275,37.896692687221275,39.26182428731002,70.47387794914135,73.01251947554587,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-2779a9a5ac418528,power-03-3c2f94941cabfb0f-n6,queue_haul_power_blind,3,6,0.4,0.1,145.62051860493204,101.336325752888,37.896692687221275,37.896692687221275,44.28419285204404,70.47387794914135,82.35227353186805,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-2606ec466e7a0cad,power-03-3c2f94941cabfb0f-n6,queue_haul_deadline_blind,3,6,0.4,0.1,138.81021309770802,101.581452187556,37.896692687221275,37.896692687221275,37.22876091015202,70.47387794914135,69.23177107390461,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-05738ffc3b85db22,power-03-3c2f94941cabfb0f-n6,queue_haul,3,6,0.4,0.1,133.69422605953,101.29631648734399,37.896692687221275,37.896692687221275,32.39790957218601,70.47387794914135,60.24816845738758,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-30aa88297fc86d3e,power-03-3c2f94941cabfb0f-n6,kv_only,3,6,0.4,0.1,149.179193084076,103.16556368123602,37.896692687221275,37.896692687221275,46.01362940283997,70.47387794914135,85.56838796717005,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-55a35789e6b4d308,power-03-3c2f94941cabfb0f-n6,isolated_fastest,3,6,0.4,0.1,136.087715357946,101.26825347321399,37.896692687221275,37.896692687221275,34.81946188473201,70.47387794914135,64.75136306411305,98.31926724347665,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,103.64979407128067
pv-48e64619d218ec98,power-04-bdd7bd934af6b024-n8,queue_haul,4,8,0.4,0.0,138.16636390367597,89.610663051576,53.77409870160693,53.77409870160693,48.555700852099974,99.99999999999999,90.29570373933386,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-e13dfeaa21390faf,power-04-bdd7bd934af6b024-n8,queue_haul_power_blind,4,8,0.4,0.0,145.94017246707799,89.32206037982999,53.77409870160693,53.77409870160693,56.618112087247994,99.99999999999999,105.28881646426568,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-699df45cbc0c8cce,power-04-bdd7bd934af6b024-n8,replay_only,4,8,0.4,0.0,138.200742337722,89.57068316878201,53.77409870160693,53.77409870160693,48.630059168939994,99.99999999999999,90.43398279678983,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-ebe84c39d06abbec,power-04-bdd7bd934af6b024-n8,greedy,4,8,0.4,0.0,140.660147873182,89.41633005417002,53.77409870160693,53.77409870160693,51.243817819011994,99.99999999999999,95.29461033529266,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-74806dd5f5d20e27,power-04-bdd7bd934af6b024-n8,isolated_fastest,4,8,0.4,0.0,132.77055432989397,89.692513172976,53.77409870160693,53.77409870160693,43.07804115691796,99.99999999999999,80.10927602145131,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-6e8429ee69036bb4,power-04-bdd7bd934af6b024-n8,queue_haul_deadline_blind,4,8,0.4,0.0,141.12954007660804,89.54999950937002,53.77409870160693,53.77409870160693,51.57954056723801,99.99999999999999,95.91893088427841,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-6bd15fa272dc5fbb,power-04-bdd7bd934af6b024-n8,kv_only,4,8,0.4,0.0,137.440912517378,89.724838300202,53.77409870160693,53.77409870160693,47.716074217176,99.99999999999999,88.73430772304158,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
pv-831402974de3fe88,power-05-51fde7b51569b7ba-n5,queue_haul_power_blind,5,5,0.4,0.15000000000000002,147.97106462575601,110.780377765824,31.466833291647617,31.466833291647617,37.190686859932015,58.51670981276213,69.16096737632657,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-cb831f2e4cb4e7bc,power-05-51fde7b51569b7ba-n5,queue_haul,5,5,0.4,0.15000000000000002,139.520812702498,113.305752219396,31.466833291647617,31.466833291647617,26.215060483102008,58.51670981276213,48.75034843181597,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-095bb41ae6ee6298,power-05-51fde7b51569b7ba-n5,greedy,5,5,0.4,0.15000000000000002,150.60258703221598,113.627176204804,31.466833291647617,31.466833291647617,36.97541082741198,58.51670981276213,68.76063331640191,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-ea7cddf68795ed29,power-05-51fde7b51569b7ba-n5,replay_only,5,5,0.4,0.15000000000000002,134.044197999432,114.625079202094,31.466833291647617,31.466833291647617,19.419118797337987,58.51670981276213,36.11240219030893,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-60f97e2915acab82,power-05-51fde7b51569b7ba-n5,queue_haul_deadline_blind,5,5,0.4,0.15000000000000002,133.925674086888,111.24351605029602,31.466833291647617,31.466833291647617,22.68215803659197,58.51670981276213,42.18045227025657,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-44fc120858472140,power-05-51fde7b51569b7ba-n5,kv_only,5,5,0.4,0.15000000000000002,140.574483747894,113.61832077593598,31.466833291647617,31.466833291647617,26.95616297195801,58.51670981276213,50.128525856914976,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-dc40fa5251a40daa,power-05-51fde7b51569b7ba-n5,isolated_fastest,5,5,0.4,0.15000000000000002,133.17579706996398,111.823174792854,31.466833291647617,31.466833291647617,21.352622277109973,58.51670981276213,39.70800588513052,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-b3c335d9232e9b0b,power-06-c44d256c433cbdd6-n1,replay_only,6,1,0.4,0.35000000000000003,140.409361302088,134.162708476696,12.247342208161228,12.247342208161228,6.246652825392005,22.775541578338423,11.616471454137708,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-c715a267f8be5d1a,power-06-c44d256c433cbdd6-n1,greedy,6,1,0.4,0.35000000000000003,134.38523104047198,129.6698577651,12.247342208161228,12.247342208161228,4.715373275371974,22.775541578338423,8.768855990572026,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-1a4e5faaf8384793,power-06-c44d256c433cbdd6-n1,queue_haul,6,1,0.4,0.35000000000000003,136.451903840016,129.078052838964,12.247342208161228,12.247342208161228,7.373851001052003,22.775541578338423,13.712644524215243,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-a6d98b1a0d8f9d06,power-06-c44d256c433cbdd6-n1,queue_haul_power_blind,6,1,0.4,0.35000000000000003,132.43843152551204,127.99694215082202,12.247342208161228,12.247342208161228,4.441489374690022,22.775541578338423,8.259532901399046,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-9ed70cd72da7c24c,power-06-c44d256c433cbdd6-n1,isolated_fastest,6,1,0.4,0.35000000000000003,143.18973229877,128.07168124189,12.247342208161228,12.247342208161228,15.118051056880006,22.775541578338423,28.114001762763593,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-7bc2d06415b36f57,power-06-c44d256c433cbdd6-n1,queue_haul_deadline_blind,6,1,0.4,0.35000000000000003,149.02278314982402,127.48438012056602,12.247342208161228,12.247342208161228,21.538403029258006,22.775541578338423,40.05348959686864,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-0479fa5f29d12157,power-06-c44d256c433cbdd6-n1,kv_only,6,1,0.4,0.35000000000000003,149.77014999248195,127.41141879770005,12.247342208161228,12.247342208161228,22.358731194781896,22.775541578338423,41.578997574372636,11.648736091060044,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,129.2991445503407
pv-d6ab8c28afa6b075,power-07-a9500bdb35e133a1-n5,queue_haul,7,5,0.4,0.15000000000000002,130.324006360412,110.012239371754,31.466833291647617,31.466833291647617,20.311766988657993,58.51670981276213,37.77239875533426,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-dd93ecad93b5c11a,power-07-a9500bdb35e133a1-n5,queue_haul_power_blind,7,5,0.4,0.15000000000000002,142.51710148039598,114.17661671260801,31.466833291647617,31.466833291647617,28.34048476778797,58.51670981276213,52.70285407301689,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-646d26c1b937df29,power-07-a9500bdb35e133a1-n5,isolated_fastest,7,5,0.4,0.15000000000000002,144.71654538689398,110.177549669026,31.466833291647617,31.466833291647617,34.53899571786798,58.51670981276213,64.22979938636487,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-137cc2c18bd56701,power-07-a9500bdb35e133a1-n5,replay_only,7,5,0.4,0.15000000000000002,141.18498275881998,115.27185902267998,31.466833291647617,31.466833291647617,25.913123736140008,58.51670981276213,48.18885739012051,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-822456a77b717bdf,power-07-a9500bdb35e133a1-n5,kv_only,7,5,0.4,0.15000000000000002,149.07251677013,112.15515887548999,31.466833291647617,31.466833291647617,36.917357894640006,58.51670981276213,68.65267626240438,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-b57ac4cdee8b80e2,power-07-a9500bdb35e133a1-n5,queue_haul_deadline_blind,7,5,0.4,0.15000000000000002,141.25396606751002,112.14382590388999,31.466833291647617,31.466833291647617,29.11014016362003,58.51670981276213,54.134129379187776,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-2cadcb99da27e10a,power-07-a9500bdb35e133a1-n5,greedy,7,5,0.4,0.15000000000000002,136.468642270962,109.44520264842399,31.466833291647617,31.466833291647617,27.023439622538007,58.51670981276213,50.253635625752416,75.786469934189,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,110.07965346685432
pv-747b3a6857e9aaa4,power-08-bdd7bd934af6b024-n2,replay_only,8,2,0.4,0.30000000000000004,129.444476483866,123.50823354832798,16.284840984758304,16.284840984758304,5.936242935538019,30.283800896641836,11.039223490250011,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-0443b8f2d18a3d37,power-08-bdd7bd934af6b024-n2,queue_haul,8,2,0.4,0.30000000000000004,143.27596278974997,121.48508618671599,16.284840984758304,16.284840984758304,21.79087660303398,30.283800896641836,40.522997370819354,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-eb7b40a581ab62af,power-08-bdd7bd934af6b024-n2,queue_haul_deadline_blind,8,2,0.4,0.30000000000000004,159.30796075636,127.12007592078798,16.284840984758304,16.284840984758304,32.18788483557201,30.283800896641836,59.857599871981,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-f003f345bf4a131d,power-08-bdd7bd934af6b024-n2,kv_only,8,2,0.4,0.30000000000000004,137.682058208686,123.55090044789402,16.284840984758304,16.284840984758304,14.131157760791965,30.283800896641836,26.278744045913097,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-a3af178f2f6a1ae0,power-08-bdd7bd934af6b024-n2,queue_haul_power_blind,8,2,0.4,0.30000000000000004,155.00062618347803,123.97273964426599,16.284840984758304,16.284840984758304,31.027886539212048,30.283800896641836,57.700430669021785,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-c588bf7ae6a56cab,power-08-bdd7bd934af6b024-n2,isolated_fastest,8,2,0.4,0.30000000000000004,149.99328090386598,125.16069674568604,16.284840984758304,16.284840984758304,24.83258415817994,30.283800896641836,46.17945211127801,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-8ed1078d0acedb3a,power-08-bdd7bd934af6b024-n2,greedy,8,2,0.4,0.30000000000000004,151.576174484566,123.20799949690999,16.284840984758304,16.284840984758304,28.368174987656005,30.283800896641836,52.75434767409366,24.73331778676541,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,125.26164577374364
pv-edee34dfde0d6c64,power-09-3a515af4dffc7733-n3,greedy,9,3,0.4,0.25,133.60776116966798,120.52233258311396,20.776390629179602,20.776390629179602,13.085428586554016,38.636427445242774,24.334073285291502,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-d43cc7a000d0e96d,power-09-3a515af4dffc7733-n3,queue_haul,9,3,0.4,0.25,132.084578234898,123.22285338904602,20.776390629179602,20.776390629179602,8.861724845851981,38.636427445242774,16.479541377393957,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-e971d6e7f085b175,power-09-3a515af4dffc7733-n3,kv_only,9,3,0.4,0.25,132.015786422556,122.413110527244,20.776390629179602,20.776390629179602,9.602675895312004,38.636427445242774,17.857437181043906,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-d12686ce05aea670,power-09-3a515af4dffc7733-n3,replay_only,9,3,0.4,0.25,149.76793299070002,121.36426739336201,20.776390629179602,20.776390629179602,28.403665597338005,38.636427445242774,52.820347124645004,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-7c5403f4ddf21c80,power-09-3a515af4dffc7733-n3,isolated_fastest,9,3,0.4,0.25,141.347807243114,121.227343089878,20.776390629179602,20.776390629179602,20.120464153236,38.636427445242774,37.41664600439829,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-e98e4ef86ad2fdf2,power-09-3a515af4dffc7733-n3,queue_haul_power_blind,9,3,0.4,0.25,148.21697141553602,122.45657031988404,20.776390629179602,20.776390629179602,25.760401095651986,38.636427445242774,47.90484957934253,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-98ab27297e87fabc,power-09-3a515af4dffc7733-n3,queue_haul_deadline_blind,9,3,0.4,0.25,143.51646883505197,122.399827587668,20.776390629179602,20.776390629179602,21.116641247383967,38.636427445242774,39.26916816320892,39.53694268751926,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,120.77009612932234
pv-cc49060fe3ac65fc,power-10-3c2f94941cabfb0f-n8,isolated_fastest,10,8,0.4,0.0,139.89670667626,87.56421947010801,53.77409870160693,53.77409870160693,52.332487206151995,99.99999999999999,97.31913406219145,156.50014682302742,phase_aware_saturating_scratch_fit_v1,87.77238805689501,117.3685288710951,0.00032815420503721327,0.008579728695286165,141.54648675850194,87.77238805689501
