dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,6.619109392166138,6.733993291854858,9.794451236724854,3.060326099395752,7.557868957519531e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,R,2.946939468383789,2.946939468383789,2.9471092224121094,0.00012111663818359375,5.9604644775390625e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,1.9047636985778809,1.9047636985778809,1.9048676490783691,4.291534423828125e-05,6.4373016357421875e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,R,1.6053142547607422,1.6053142547607422,2.797043800354004,1.1916217803955078,5.745887756347656e-05
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,5.711292505264282,5.711292505264282,6.415534019470215,0.70414137840271,4.172325134277344e-05
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,8.436877489089966,8.635748386383057,10.440604448318481,1.8047688007354736,1.8358230590820312e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,4.974432706832886,4.974432706832886,5.924062490463257,0.9495704174041748,1.1444091796875e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.5130455493927,3.5130455493927,3.513188123703003,9.369850158691406e-05,5.4836273193359375e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.2130424976348877,3.3597965240478516,3.3599367141723633,5.5789947509765625e-05,6.9141387939453125e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,1.9706645011901855,1.9706645011901855,1.9708220958709717,9.393692016601562e-05,9.059906005859375e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,8.24672555923462,8.40245246887207,11.15756869316101,2.754931926727295,4.1484832763671875e-05
