phase,gpu,samples,power_mean_w
baseline,0,240,186.43175000000002
baseline,1,240,80.999875
drain,0,176,144.22198863636365
drain,1,176,170.5467613636364
post,0,239,128.29836820083682
post,1,239,264.5450209205021
