connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
6970239b949ebfe6,kv,5548304117472278,5548304118711405,0,0
3a4d638785306dda,api,5548304117808115,5548304118778295,0,0
182907f23e8d08f6,api,5548316846729194,5548330121910164,31691,9092
f827b0123fc8f83f,api,5548316847658776,5548330179422565,32007,9333
e2b8064006e42140,api,5548330180035390,5548330924528006,31839,7396
0dba0c45497cece5,api,5548330229108595,5548337227180965,32155,13507
55f06df49ac2c46f,api,5548330985932334,5548342838088761,29397,21065
4ea99819ce0e8874,api,5548337290043220,5548343905868734,22344,27425
35cfccbf7f81a2ac,api,5548342893448161,5548344061906711,29545,13753
49f1ce88c9dbc72f,api,5548343961158714,5548345765826396,22492,22780
719ecfb0236b22ca,api,5548345826976308,5548347264324104,32174,18169
951c25159d9ad736,api,5548347266587541,5548347886967773,31858,7642
861aff25388b1dc3,api,5548347888337359,5548349056802022,29564,14743
c265666813f40503,api,5548349058423966,5548350494436975,22511,18169
