phase,gpu,samples,power_mean_w
baseline,0,480,339.29808333333335
baseline,1,480,82.41939583333334
drain,0,298,199.756644295302
drain,1,298,211.1353355704698
post,0,479,112.22693110647181
post,1,479,256.3582463465553
