bandwidth_state,causal_destination_switches,causal_method_switches,causal_redirected_sessions,context_seed,control_cutoff_shed_w,control_eventual_success,control_shortfall_fraction,control_shortfall_w,control_target_s,detection_at_s,fault_at_s,fault_axis,healthy_east_load,initial_impaired_sessions,migration_cutoff_s,move_concurrency,no_extrapolation,observation_horizon_s,outcome,pending_impaired_sessions,power_deadline_s,predecision_fraction,predecision_shed_w,prefill_state,qualifies,repair_cutoff_shed_w,repair_solver_error,repair_target_s,requested_shed_w,stable_target_s,sweep_phase,target_fraction,target_time_gap_s
germany,0,0,0,50,31.354168477341716,False,0.2758792796167242,11.945474240720557,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,31.354168477341716,,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,50,23.725066944637092,False,0.45207245475168145,19.57457577342518,,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,23.725066944637092,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,50,21.314023503960755,False,0.5077552107590556,21.98561921410152,,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,21.314023503960755,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,51,35.67545870922747,True,0.0,0.0,22.850485661249284,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.07106832725929585,2.19802369921274,none,False,35.67545870922747,,22.989558240632537,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,-0.13907257938325301
none,0,0,0,51,26.31427865040854,True,0.14918489396208573,4.614037576778799,31.484079452718547,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,26.31427865040854,,31.484079452718547,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,0.0
germany,0,0,0,51,26.31427865040854,True,0.14918489396208573,4.614037576778799,98.91780362259038,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,26.31427865040854,,97.91780362259036,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,1.0000000000000284
germany,0,0,0,51,22.27386078062966,False,0.3452936720742902,11.74728706927641,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,22.27386078062966,,,34.02114784990607,,common_workload_multiaxis,0.55,
none,0,0,0,51,20.897941572087518,False,0.3857367286875591,13.123206277818554,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,21.895770976754164,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,51,15.519691463833226,False,0.5438222269188935,18.501456386072846,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,15.519691463833226,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,51,22.27386078062966,False,0.399852532734766,14.840118691995144,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,22.27386078062966,,,37.113979472624806,,common_workload_multiaxis,0.6,
none,0,0,0,51,20.897941572087518,False,0.4369253346302625,16.216037900537287,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,21.895770976754164,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,51,15.519691463833226,False,0.5818370413423191,21.59428800879158,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,15.519691463833226,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,51,22.27386078062966,False,0.4460177225243994,17.932950314713878,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,22.27386078062966,,,40.20681109534354,,common_workload_multiaxis,0.65,
none,0,0,0,51,20.897941572087518,False,0.4802387704279346,19.30886952325602,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,21.895770976754164,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,51,15.519691463833226,False,0.6140034227775253,24.687119631510313,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,15.519691463833226,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,51,22.27386078062966,False,0.48558788520122803,21.025781937432612,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,22.27386078062966,,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,51,20.897941572087518,False,0.517364572540225,22.401701145974755,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,21.895770976754164,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,51,15.519691463833226,False,0.6415746068648449,27.779951254229047,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,15.519691463833226,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,52,33.05173304706037,True,0.0,0.0,20.32593868924198,2.0,1.0,bandwidth,0.5,3,25.0,4,True,120.0,unchanged,3,30.0,0.07106832725929585,2.19802369921274,none,False,34.351738843753125,,19.60408384800849,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,0.7218548412334904
none,0,0,0,52,28.725322091084877,True,0.0712290355517619,2.202994136102461,26.559189540787287,2.0,1.0,prefill,0.5,11,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,28.725322091084877,,26.559189540787287,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,0.0
germany,0,0,0,52,26.31427865040854,True,0.14918489396208573,4.614037576778799,83.57159699017126,2.0,1.0,joint,0.5,14,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,26.31427865040854,,82.57159699017124,30.928316227187338,15.065625441428246,common_workload_multiaxis,0.5,1.0000000000000142
germany,0,0,0,52,28.912969251372573,True,0.15014715614739618,5.108178598533499,37.994254293082065,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,applied,4,30.0,0.0,0.0,none,False,18.65411973386736,,34.05807708855846,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,3.9361772045236023
none,0,0,0,52,28.547153825989795,True,0.1608997453015504,5.473994023916276,35.4667420944311,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,28.547153825989795,,33.4667420944311,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,2.0
germany,0,0,0,52,23.725066944637092,True,0.3026376696839582,10.29608090526898,119.09694067286927,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,23.725066944637092,,117.09694067286927,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,2.0
germany,0,0,0,52,28.912969251372573,True,0.2209682264684465,8.201010221252233,54.25786142295125,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,28.912969251372573,,53.25786142295125,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,1.0
none,0,0,0,52,28.547153825989795,True,0.2308247665264212,8.56682564663501,86.52310582691189,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,28.547153825989795,,85.52310582691189,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,1.0
germany,0,0,0,52,23.725066944637092,False,0.360751197210295,13.388912527987713,173.89490432661748,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,23.725066944637092,,171.89490432661748,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,2.0
germany,0,0,0,52,28.912969251372573,True,0.2808937475093352,11.293841843970966,54.25786142295125,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,28.912969251372573,,53.25786142295125,40.20681109534354,20.612217618117995,common_workload_multiaxis,0.65,1.0
none,0,0,0,52,28.547153825989795,False,0.28999209217823496,11.659657269353744,163.41227065343375,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,28.547153825989795,,162.41227065343375,40.20681109534354,20.612217618117995,common_workload_multiaxis,0.65,1.0
germany,0,0,0,52,23.725066944637092,False,0.40992418204027237,16.481744150706447,173.89490432661748,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,23.725066944637092,,171.89490432661748,40.20681109534354,20.612217618117995,common_workload_multiaxis,0.65,2.0
germany,0,0,0,52,28.912969251372573,False,0.332258479830097,14.3866734666897,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,28.912969251372573,,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,52,28.547153825989795,False,0.34070694273693247,14.752488892072478,,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,8,30.0,0.0,0.0,germany,False,28.547153825989795,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,52,23.725066944637092,False,0.45207245475168145,19.57457577342518,,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,12,30.0,0.0,0.0,germany,False,23.725066944637092,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,53,37.67995161203892,True,0.0,0.0,19.7713865540101,2.0,1.0,bandwidth,0.5,3,25.0,4,True,120.0,unchanged,3,30.0,0.07106832725929585,2.19802369921274,none,False,37.67995161203892,,18.7713865540101,30.928316227187338,10.190387018078376,common_workload_multiaxis,0.5,1.0
none,0,0,0,53,23.903235209732202,True,0.22714075237240958,7.025081017455136,40.35101393818762,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,3,30.0,0.0,0.0,germany,False,23.903235209732202,,39.3510139381876,30.928316227187338,10.190387018078376,common_workload_multiaxis,0.5,1.0000000000000213
germany,0,0,0,53,23.903235209732202,True,0.22714075237240958,7.025081017455136,83.57159699017126,2.0,1.0,joint,0.5,8,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,23.903235209732202,,82.57159699017124,30.928316227187338,10.190387018078376,common_workload_multiaxis,0.5,1.0000000000000142
germany,0,0,0,53,40.06605697592707,True,0.0,0.0,18.78998855475818,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,40.796525538554235,,16.78998855475818,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,2.0
none,0,0,0,53,26.31427865040854,True,0.2265317217837143,7.7068691994975325,114.56181930746807,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,27.312108055075186,,112.56181930746807,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,2.0
germany,0,0,0,53,26.31427865040854,False,0.2265317217837143,7.7068691994975325,159.97707200520603,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,27.312108055075186,,157.97707200520603,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,2.0
germany,0,0,0,53,38.410420174666086,True,0.0,0.0,20.907777924668682,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,43.068550117578866,,17.907777924668682,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,3.0
none,0,0,0,53,32.35947669917067,True,0.12810544277422597,4.754502773454135,32.192858115571376,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,35.75214767894482,,30.192858115571376,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,2.0
germany,0,0,0,53,29.901319760846604,True,0.19433808538635003,7.212659711778201,71.54043134527485,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,30.89914916551325,,69.23527341615642,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,2.3051579291184368
germany,0,0,0,53,38.410420174666086,True,0.04467877137576569,1.796390920677453,25.482567837880563,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,43.068550117578866,,23.482567837880563,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,2.0
none,0,0,0,53,32.35947669917067,True,0.1951742548685163,7.847334396172869,43.152450846321024,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,35.75214767894482,,41.152450846321024,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,2.0
germany,0,0,0,53,29.901319760846604,True,0.25631207881816925,10.305491334496935,103.60222657671842,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,30.89914916551325,,101.60222657671842,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,2.0
germany,0,0,0,53,38.410420174666086,True,0.11291600199178242,4.889222543396187,30.09844930146873,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,43.068550117578866,,28.09844930146873,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,2.0
none,0,0,0,53,32.35947669917067,True,0.2526618080921937,10.940166018891603,103.60222657671842,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,35.75214767894482,,101.60222657671842,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,2.0
germany,0,0,0,53,29.901319760846604,False,0.3094326446168714,13.398322957215669,126.33839499902308,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,30.89914916551325,,124.03323706990463,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,2.305157929118451
germany,1,2,2,54,26.31427865040854,True,0.14918489396208573,4.614037576778799,39.698242560511986,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,applied,4,30.0,0.07106832725929585,2.19802369921274,none,False,33.31590285777027,,23.833737535513823,30.928316227187338,15.041521525522327,common_workload_multiaxis,0.5,15.864505024998163
none,0,0,0,54,28.725322091084877,True,0.0712290355517619,2.202994136102461,27.879953089671417,2.0,1.0,prefill,0.5,7,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,28.725322091084877,,27.87995308967141,30.928316227187338,15.041521525522327,common_workload_multiaxis,0.5,7.105427357601002e-15
germany,0,0,0,54,23.903235209732202,False,0.22714075237240958,7.025081017455136,147.6320065990464,2.0,1.0,joint,0.5,11,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,23.903235209732202,,147.6320065990464,30.928316227187338,15.041521525522327,common_workload_multiaxis,0.5,0.0
germany,0,0,0,54,20.0108298197556,False,0.41181203209136147,14.010318030150472,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,20.0108298197556,,,34.02114784990607,,common_workload_multiaxis,0.55,
none,0,0,0,54,24.48498268252561,False,0.28030110005258946,9.53616516738046,,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,24.48498268252561,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,54,15.628867260003233,False,0.5406131701095328,18.39228058990284,,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,15.628867260003233,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,54,20.0108298197556,False,0.460827696083748,17.103149652869206,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,20.0108298197556,,,37.113979472624806,,common_workload_multiaxis,0.6,
none,0,0,0,54,24.48498268252561,False,0.3402760083815403,12.628996790099194,,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,24.48498268252561,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,54,15.628867260003233,False,0.5788954059337384,21.485112212621573,,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,15.628867260003233,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,54,20.0108298197556,False,0.5023024886926905,20.19598127558794,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,20.0108298197556,,,40.20681109534354,,common_workload_multiaxis,0.65,
none,0,0,0,54,24.48498268252561,False,0.39102400773680646,15.721828412817928,,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,24.48498268252561,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,54,15.628867260003233,False,0.6112880670157586,24.577943835340307,,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,15.628867260003233,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,54,20.0108298197556,False,0.5378523109289268,23.288812898306674,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,20.0108298197556,,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,54,24.48498268252561,False,0.4345222928984631,18.81466003553666,,2.0,1.0,prefill,0.5,5,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,24.48498268252561,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,54,15.628867260003233,False,0.6390532050860616,27.67077545805904,,2.0,1.0,joint,0.5,9,25.0,4,True,120.0,revised_maximum,9,30.0,0.0,0.0,germany,False,15.628867260003233,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,55,32.77563599380149,True,0.0,0.0,21.385795296673464,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.07106832725929585,2.19802369921274,none,False,32.77563599380149,,20.38651130148704,30.928316227187338,13.432749641739917,common_workload_multiaxis,0.5,0.9992839951864241
none,0,0,0,55,22.727237539970474,False,0.2651640854605515,8.201078687216864,157.55835642243125,2.0,1.0,prefill,0.5,8,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,22.727237539970474,,157.55835642243125,30.928316227187338,13.432749641739917,common_workload_multiaxis,0.5,0.0
germany,0,0,0,55,20.31619409929411,False,0.34311994387087624,10.61212212789323,157.55835642243125,2.0,1.0,joint,0.5,12,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,20.31619409929411,,157.55835642243125,30.928316227187338,13.432749641739917,common_workload_multiaxis,0.5,0.0
germany,0,0,0,55,15.151935008784847,False,0.5546318696937593,18.869212841121225,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,15.151935008784847,,,34.02114784990607,,common_workload_multiaxis,0.55,
none,0,0,0,55,16.59678128844368,False,0.5121628064501209,17.424366561462392,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,16.59678128844368,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,55,12.419085482358213,False,0.6349598333028467,21.60206236754786,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,12.419085482358213,,,34.02114784990607,,common_workload_multiaxis,0.55,
germany,0,0,0,55,15.151935008784847,False,0.5917458805526127,21.96204446383996,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,15.151935008784847,,,37.113979472624806,,common_workload_multiaxis,0.6,
none,0,0,0,55,16.59678128844368,False,0.5528159059126109,20.517198184181126,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,16.59678128844368,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,55,12.419085482358213,False,0.6653798471942761,24.694893990266593,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,12.419085482358213,,,37.113979472624806,,common_workload_multiaxis,0.6,
germany,0,0,0,55,15.151935008784847,False,0.6231500435870271,25.054876086558693,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,15.151935008784847,,,40.20681109534354,,common_workload_multiaxis,0.65,
none,0,0,0,55,16.59678128844368,False,0.5872146823808716,23.61002980689986,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,16.59678128844368,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,55,12.419085482358213,False,0.6911198589485625,27.787725612985327,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,12.419085482358213,,,40.20681109534354,,common_workload_multiaxis,0.65,
germany,0,0,0,55,15.151935008784847,False,0.6500678976165252,28.147707709277427,,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,15.151935008784847,,,43.29964271806227,,common_workload_multiaxis,0.7,
none,0,0,0,55,16.59678128844368,False,0.6166993479250951,26.702861429618594,,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,16.59678128844368,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,55,12.419085482358213,False,0.7131827261665223,30.88055723570406,,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,12.419085482358213,,,43.29964271806227,,common_workload_multiaxis,0.7,
germany,0,0,0,56,37.74807520471062,True,0.0,0.0,20.32593868924198,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.07106832725929585,2.19802369921274,none,False,37.74807520471062,,19.60408384800849,30.928316227187338,9.84669703869458,common_workload_multiaxis,0.5,0.7218548412334904
none,0,0,0,56,26.31427865040854,True,0.14918489396208573,4.614037576778799,35.2245401668977,2.0,1.0,prefill,0.5,9,25.0,4,True,120.0,revised_maximum,7,30.0,0.0,0.0,germany,False,26.31427865040854,,34.2245401668977,30.928316227187338,9.84669703869458,common_workload_multiaxis,0.5,1.0
germany,0,0,0,56,23.903235209732202,True,0.22714075237240958,7.025081017455136,63.05727759213701,2.0,1.0,joint,0.5,13,25.0,4,True,120.0,revised_maximum,11,30.0,0.0,0.0,germany,False,23.903235209732202,,62.05727759213699,30.928316227187338,9.84669703869458,common_workload_multiaxis,0.5,1.0000000000000213
germany,0,0,0,56,42.406205147623396,True,0.0,0.0,17.48002173639969,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,42.406205147623396,,17.212935853787123,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,0.26708588261256594
none,0,0,0,56,29.901319760846604,True,0.12109609314874548,4.119828089059467,49.24134927883077,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,29.901319760846604,,49.24134927883077,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,0.0
germany,0,0,0,56,29.901319760846604,True,0.12109609314874548,4.119828089059467,98.55951656720416,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,29.901319760846604,,98.55951656720416,34.02114784990607,15.747107619012255,common_workload_multiaxis,0.55,0.0
germany,0,0,0,56,42.406205147623396,True,0.0,0.0,20.21932879285046,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,42.406205147623396,,17.21932879285046,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,3.0
none,0,0,0,56,29.901319760846604,True,0.19433808538635003,7.212659711778201,60.200942009580416,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,29.901319760846604,,60.200942009580416,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,0.0
germany,0,0,0,56,29.901319760846604,True,0.19433808538635003,7.212659711778201,100.13639834194356,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,29.901319760846604,,100.13639834194356,37.113979472624806,15.747107619012255,common_workload_multiaxis,0.6,0.0
germany,0,0,0,56,42.406205147623396,True,0.0,0.0,20.21932879285046,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,unchanged,4,30.0,0.0,0.0,none,False,42.406205147623396,,17.21932879285046,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,3.0
none,0,0,0,56,29.901319760846604,True,0.25631207881816925,10.305491334496935,100.13639834194356,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,29.901319760846604,,100.13639834194356,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,0.0
germany,0,0,0,56,29.901319760846604,False,0.25631207881816925,10.305491334496935,153.35748022095237,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,29.901319760846604,,153.35748022095237,40.20681109534354,15.747107619012255,common_workload_multiaxis,0.65,0.0
germany,0,0,0,56,42.406205147623396,True,0.020633832391096917,0.8934375704388771,31.694112409207825,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,revised_maximum,4,30.0,0.0,0.0,none,False,42.406205147623396,,31.587767449852507,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,0.10634495935531874
none,0,0,0,56,29.901319760846604,True,0.3094326446168714,13.398322957215669,100.13639834194356,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,6,30.0,0.0,0.0,germany,False,29.901319760846604,,100.13639834194356,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,0.0
germany,0,0,0,56,29.901319760846604,False,0.3094326446168714,13.398322957215669,156.51124377043118,2.0,1.0,joint,0.5,10,25.0,4,True,120.0,revised_maximum,10,30.0,0.0,0.0,germany,False,29.901319760846604,,156.51124377043118,43.29964271806227,17.77443564290976,common_workload_multiaxis,0.7,0.0
germany,1,2,2,57,28.488105724836913,True,0.07889891206574555,2.440210502350425,28.795951901546218,2.0,1.0,bandwidth,0.5,4,25.0,4,True,120.0,applied,4,30.0,0.07106832725929585,2.19802369921274,none,False,28.889982925831845,,27.18106039556462,30.928316227187338,15.446464094102364,common_workload_multiaxis,0.5,1.6148915059815963
none,0,0,0,57,26.31427865040854,True,0.14918489396208573,4.614037576778799,29.977600315020492,2.0,1.0,prefill,0.5,6,25.0,4,True,120.0,revised_maximum,5,30.0,0.0,0.0,germany,False,26.31427865040854,,29.977600315020485,30.928316227187338,15.446464094102364,common_workload_multiaxis,0.5,7.105427357601002e-15
