phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,589083,27.104044914245605,21734.136062119054,125000000.0,0.00017387308849695242,1
drain,kv,target_to_client,360,27.111565113067627,13.278466163743603,125000000.0,1.0622772930994882e-07,1
post,api,client_to_target,1318871,57.722071170806885,22848.64304500257,125000000.0,0.00018278914436002056,1
post,kv,target_to_client,828,57.73202610015869,14.34212612880607,125000000.0,1.1473700903044857e-07,1
