phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,299.7810833333333
baseline,1,240,240,1.0,83.07674999999999
drain,0,118,118,1.0,163.4772033898305
drain,1,118,118,1.0,286.1914406779661
post,0,240,240,1.0,199.29375
post,1,240,240,1.0,317.6254166666667
