phase,gpu,samples,power_mean_w
baseline,0,120,276.5196666666667
baseline,1,120,85.94800000000001
drain,0,145,284.8768275862069
drain,1,145,92.25055172413795
post,0,120,273.96933333333334
post,1,120,260.0254166666667
