phase,gpu,samples,power_mean_w
baseline,0,120,220.56050000000002
baseline,1,120,85.10458333333332
drain,0,179,163.29290502793296
drain,1,179,226.46173184357542
post,0,119,132.14781512605043
post,1,119,274.9367226890756
