phase,gpu,samples,power_mean_w
baseline,0,119,223.0856302521009
baseline,1,119,85.21394957983196
drain,0,175,166.34411428571428
drain,1,175,229.62062857142857
post,0,119,133.41781512605039
post,1,119,269.90873949579833
