phase,gpu,samples,power_mean_w
baseline,0,480,336.1007916666667
baseline,1,480,82.44352083333334
drain,0,259,218.44397683397685
drain,1,259,190.15000000000003
post,0,480,187.72197916666667
post,1,480,233.426125
