phase,gpu,samples,power_mean_w
baseline,0,120,326.37441666666666
baseline,1,120,85.39158333333334
drain,0,1369,334.5842804967129
drain,1,1369,232.19623082542003
post,0,119,91.42957983193278
post,1,119,327.23336134453785
