phase,gpu,samples,power_mean_w
baseline,0,120,237.75341666666665
baseline,1,120,84.08024999999999
drain,0,208,156.545625
drain,1,208,248.48995192307694
post,0,119,107.3270588235294
post,1,119,282.1338655462185
