phase,gpu,samples,power_mean_w
baseline,0,119,333.0953781512605
baseline,1,119,85.02218487394958
drain,0,227,346.1074008810573
drain,1,227,209.01493392070483
post,0,120,131.589
post,1,120,306.63766666666663
