connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
fde6bae53e8c9dfc,kv,5558312481017648,5558312482365964,0,0
50be29cbdbbaa185,api,5558312481427044,5558312482454833,0,0
a5bed8aa597dcb89,api,5558328858994029,5558331728308689,29397,29130
5eeda476b19ae52a,api,5558332983301228,5558335376198996,22344,24990
58cbb9c84f9f52a0,api,5558336712327221,5558338858237328,24850,21065
0a58d76181a39a00,api,5558340102929552,5558341580067564,25868,12077
85757fccfeff65cc,api,5558342822502691,5558343824730228,29416,12772
cee0d24e931132a3,api,5558343826468091,5558345433128747,22363,20824
0232546ae08efae8,api,5558345435678271,5558346420999360,24869,12774
b6f7393341f7403c,api,5558346422026250,5558347329198933,25887,11828
