auroc,brier,ece,feasible,model,n_checkpoints,n_runs,negatives,note,positives,scheme,slice_kind,slice_value,source_slice,target
,,,False,ledger_basic,139,3,139,insufficient data,0,loro,shape,high_progress_failure,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,17,1,0,insufficient data,17,loro,shape,low_progress_success,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,70,3,70,insufficient data,0,loro,shape,no_validation_frontier,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,70,2,70,insufficient data,0,loro,shape,nonmonotone_recovery,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,37,1,37,insufficient data,0,loro,shape,scope_discovery_after_high_progress,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,209,6,209,insufficient data,0,loro,shape,stuck_loop,swe_agent_pilot,y_submit_without_validation
0.5710998619420157,0.4274926335393589,0.4744401046981454,True,ledger_basic,94,4,41,,53,loro,shape,submit_without_validation,swe_agent_pilot,y_submit_without_validation
,,,False,ledger_basic,111,3,111,insufficient data,0,loro,shape,validation_induced_reopen,swe_agent_pilot,y_submit_without_validation
0.29102167182662536,0.09669344368326507,0.07315337435420309,True,time_only,206,20,187,,19,loro,phase,early,swe_agent_pilot,y_submit_without_validation
0.8360507246376812,0.0813155668710239,0.05855151746152512,True,time_only,202,20,184,,18,loro,phase,late,swe_agent_pilot,y_submit_without_validation
0.6746428571428571,0.07561554631368124,0.038403764837938226,True,time_only,191,20,175,,16,loro,phase,middle,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,98,2,98,insufficient data,0,loro,shape,hidden_work_gap,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,139,3,139,insufficient data,0,loro,shape,high_progress_failure,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,17,1,0,insufficient data,17,loro,shape,low_progress_success,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,70,3,70,insufficient data,0,loro,shape,no_validation_frontier,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,70,2,70,insufficient data,0,loro,shape,nonmonotone_recovery,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,37,1,37,insufficient data,0,loro,shape,scope_discovery_after_high_progress,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,209,6,209,insufficient data,0,loro,shape,stuck_loop,swe_agent_pilot,y_submit_without_validation
0.6626783248964565,0.47033484164112005,0.49434150567493823,True,time_only,94,4,41,,53,loro,shape,submit_without_validation,swe_agent_pilot,y_submit_without_validation
,,,False,time_only,111,3,111,insufficient data,0,loro,shape,validation_induced_reopen,swe_agent_pilot,y_submit_without_validation
0.0,0.2801511523145968,0.24825472238363588,True,constant,206,20,109,,97,loro,phase,early,swe_agent_pilot,y_success_eventual
0.0,0.2798228475841666,0.24718749884238322,True,constant,202,20,108,,94,loro,phase,late,swe_agent_pilot,y_success_eventual
0.0,0.2800856055155046,0.24653056390045874,True,constant,191,20,102,,89,loro,phase,middle,swe_agent_pilot,y_success_eventual
,,,False,constant,98,2,98,insufficient data,0,loro,shape,hidden_work_gap,swe_agent_pilot,y_success_eventual
,,,False,constant,139,3,139,insufficient data,0,loro,shape,high_progress_failure,swe_agent_pilot,y_success_eventual
,,,False,constant,17,1,0,insufficient data,17,loro,shape,low_progress_success,swe_agent_pilot,y_success_eventual
,,,False,constant,70,3,70,insufficient data,0,loro,shape,no_validation_frontier,swe_agent_pilot,y_success_eventual
,,,False,constant,70,2,0,insufficient data,70,loro,shape,nonmonotone_recovery,swe_agent_pilot,y_success_eventual
,,,False,constant,37,1,0,insufficient data,37,loro,shape,scope_discovery_after_high_progress,swe_agent_pilot,y_success_eventual
,,,False,constant,209,6,209,insufficient data,0,loro,shape,stuck_loop,swe_agent_pilot,y_success_eventual
0.0,0.2531239813461662,0.304326757849792,True,constant,94,4,77,,17,loro,shape,submit_without_validation,swe_agent_pilot,y_success_eventual
0.0,0.29483773520736306,0.5421098737952089,True,constant,111,3,41,,70,loro,shape,validation_induced_reopen,swe_agent_pilot,y_success_eventual
0.26274472713515556,0.2891456170831356,0.14330764764273504,True,ledger_basic,206,20,109,,97,loro,phase,early,swe_agent_pilot,y_success_eventual
0.6418439716312057,0.24218177904427926,0.13706471004027387,True,ledger_basic,202,20,108,,94,loro,phase,late,swe_agent_pilot,y_success_eventual
0.23132848645076007,0.3451975311097248,0.3443207708364302,True,ledger_basic,191,20,102,,89,loro,phase,middle,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,98,2,98,insufficient data,0,loro,shape,hidden_work_gap,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,139,3,139,insufficient data,0,loro,shape,high_progress_failure,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,17,1,0,insufficient data,17,loro,shape,low_progress_success,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,70,3,70,insufficient data,0,loro,shape,no_validation_frontier,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,70,2,0,insufficient data,70,loro,shape,nonmonotone_recovery,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,37,1,0,insufficient data,37,loro,shape,scope_discovery_after_high_progress,swe_agent_pilot,y_success_eventual
,,,False,ledger_basic,209,6,209,insufficient data,0,loro,shape,stuck_loop,swe_agent_pilot,y_success_eventual
0.24675324675324675,0.2803789316388693,0.39817430945455257,True,ledger_basic,94,4,77,,17,loro,shape,submit_without_validation,swe_agent_pilot,y_success_eventual
0.4146341463414634,0.27952309965222555,0.26134141825148094,True,ledger_basic,111,3,41,,70,loro,shape,validation_induced_reopen,swe_agent_pilot,y_success_eventual
0.1020523976165705,0.279466319058784,0.17707565071860926,True,time_only,206,20,109,,97,loro,phase,early,swe_agent_pilot,y_success_eventual
0.2085303388494878,0.28724373484506205,0.22415406312276015,True,time_only,202,20,108,,94,loro,phase,late,swe_agent_pilot,y_success_eventual
0.10586032165675259,0.2809448412642496,0.297014318689261,True,time_only,191,20,102,,89,loro,phase,middle,swe_agent_pilot,y_success_eventual
,,,False,time_only,98,2,98,insufficient data,0,loro,shape,hidden_work_gap,swe_agent_pilot,y_success_eventual
,,,False,time_only,139,3,139,insufficient data,0,loro,shape,high_progress_failure,swe_agent_pilot,y_success_eventual
,,,False,time_only,17,1,0,insufficient data,17,loro,shape,low_progress_success,swe_agent_pilot,y_success_eventual
,,,False,time_only,70,3,70,insufficient data,0,loro,shape,no_validation_frontier,swe_agent_pilot,y_success_eventual
,,,False,time_only,70,2,0,insufficient data,70,loro,shape,nonmonotone_recovery,swe_agent_pilot,y_success_eventual
,,,False,time_only,37,1,0,insufficient data,37,loro,shape,scope_discovery_after_high_progress,swe_agent_pilot,y_success_eventual
,,,False,time_only,209,6,209,insufficient data,0,loro,shape,stuck_loop,swe_agent_pilot,y_success_eventual
0.4140565317035905,0.2610746737017054,0.32702131521583605,True,time_only,94,4,77,,17,loro,shape,submit_without_validation,swe_agent_pilot,y_success_eventual
0.3181184668989547,0.29545761004360044,0.22402133439466085,True,time_only,111,3,41,,70,loro,shape,validation_induced_reopen,swe_agent_pilot,y_success_eventual
,,,False,constant,12,10,8,insufficient data,4,loro,phase,early,tb_live,y_validation_new_work_h5
,,,False,constant,8,7,3,insufficient data,5,loro,phase,late,tb_live,y_validation_new_work_h5
,,,False,constant,3,3,1,insufficient data,2,loro,phase,middle,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,hidden_work_gap,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,high_progress_failure,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,low_progress_success,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,no_validation_frontier,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,nonmonotone_recovery,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,scope_discovery_after_high_progress,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,stuck_loop,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,submit_without_validation,tb_live,y_validation_new_work_h5
,,,False,constant,0,0,0,no runs in shape,0,loro,shape,validation_induced_reopen,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,12,10,8,insufficient data,4,loro,phase,early,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,8,7,3,insufficient data,5,loro,phase,late,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,3,3,1,insufficient data,2,loro,phase,middle,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,hidden_work_gap,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,high_progress_failure,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,low_progress_success,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,no_validation_frontier,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,nonmonotone_recovery,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,scope_discovery_after_high_progress,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,stuck_loop,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,submit_without_validation,tb_live,y_validation_new_work_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loro,shape,validation_induced_reopen,tb_live,y_validation_new_work_h5
,,,False,time_only,12,10,8,insufficient data,4,loro,phase,early,tb_live,y_validation_new_work_h5
,,,False,time_only,8,7,3,insufficient data,5,loro,phase,late,tb_live,y_validation_new_work_h5
,,,False,time_only,3,3,1,insufficient data,2,loro,phase,middle,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,hidden_work_gap,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,high_progress_failure,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,low_progress_success,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,no_validation_frontier,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,nonmonotone_recovery,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,scope_discovery_after_high_progress,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,stuck_loop,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,submit_without_validation,tb_live,y_validation_new_work_h5
,,,False,time_only,0,0,0,no runs in shape,0,loro,shape,validation_induced_reopen,tb_live,y_validation_new_work_h5
,,,False,constant,12,10,12,insufficient data,0,loso,phase,early,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,8,7,6,insufficient data,2,loso,phase,late,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,3,3,2,insufficient data,1,loso,phase,middle,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,12,10,12,insufficient data,0,loso,phase,early,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,8,7,6,insufficient data,2,loso,phase,late,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,3,3,2,insufficient data,1,loso,phase,middle,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_future_progress_drop_h5
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,12,10,12,insufficient data,0,loso,phase,early,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,8,7,6,insufficient data,2,loso,phase,late,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,3,3,2,insufficient data,1,loso,phase,middle,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_future_progress_drop_h5
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_future_progress_drop_h5
,,,False,constant,32,12,32,insufficient data,0,loso,phase,early,loso->tb_live,y_submit_without_validation
,,,False,constant,27,12,27,insufficient data,0,loso,phase,late,loso->tb_live,y_submit_without_validation
,,,False,constant,24,12,24,insufficient data,0,loso,phase,middle,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_submit_without_validation
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,32,12,32,insufficient data,0,loso,phase,early,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,27,12,27,insufficient data,0,loso,phase,late,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,24,12,24,insufficient data,0,loso,phase,middle,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_submit_without_validation
,,,False,ledger_basic,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_submit_without_validation
,,,False,time_only,32,12,32,insufficient data,0,loso,phase,early,loso->tb_live,y_submit_without_validation
,,,False,time_only,27,12,27,insufficient data,0,loso,phase,late,loso->tb_live,y_submit_without_validation
,,,False,time_only,24,12,24,insufficient data,0,loso,phase,middle,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,stuck_loop,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,submit_without_validation,loso->tb_live,y_submit_without_validation
,,,False,time_only,0,0,0,no runs in shape,0,loso,shape,validation_induced_reopen,loso->tb_live,y_submit_without_validation
,,,False,constant,32,12,0,insufficient data,32,loso,phase,early,loso->tb_live,y_success_eventual
,,,False,constant,27,12,0,insufficient data,27,loso,phase,late,loso->tb_live,y_success_eventual
,,,False,constant,24,12,0,insufficient data,24,loso,phase,middle,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,hidden_work_gap,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,high_progress_failure,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,low_progress_success,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,no_validation_frontier,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,nonmonotone_recovery,loso->tb_live,y_success_eventual
,,,False,constant,0,0,0,no runs in shape,0,loso,shape,scope_discovery_after_high_progress,loso->tb_live,y_success_eventual
