step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,4.0,0.25,1,4
3,1.0,4.0,0.25,1,4
4,2.0,4.0,0.5,2,4
5,3.0,4.0,0.75,3,4
6,4.0,5.0,0.8,4,5
7,5.0,6.0,0.8333333333333334,5,6
8,6.0,6.0,1.0,6,6
