phase,gpu,samples,power_mean_w
baseline,0,120,216.45916666666665
baseline,1,120,85.35908333333332
drain,0,231,151.48450216450217
drain,1,231,257.2334199134199
post,0,120,94.3025
post,1,120,314.03950000000003
