phase,gpu,samples,power_mean_w
baseline,0,120,204.47666666666666
baseline,1,120,85.37616666666666
drain,0,226,153.84101769911504
drain,1,226,243.96601769911507
post,0,120,104.83075000000001
post,1,120,298.3321666666667
